Date/Time,Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly)
 07/03  03:00:00,14.85471645,0,0,0,1.52997511,7.4902,3.931965176,0,3.33988,0.592085176
 07/03  04:00:00,14.99199566,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/03  05:00:00,22.47019298,4.804718302,0,0,4.58992533,8.1892,44.94053414,35.99874309,8.3497,0.592091057
 07/03  06:00:00,35.26428789,4.804718302,0.014864621,0,9.179850659,19.4245,47.03588279,26.2977997,16.6994,4.038683091
 07/03  07:00:00,42.77052271,4.804718302,0.010830911,0,9.179850659,26.9147,48.84644165,8.107355348,25.0491,15.6899863
 07/03  08:00:00,42.85182841,4.804718302,0.027684898,0,9.179850659,26.9147,48.29896109,0.389016244,33.3988,14.51114485
 07/03  09:00:00,35.42098599,4.804718302,0.034874002,0,9.179850659,19.4245,36.64001576,0.005278556,25.0491,11.5856372
 07/03  10:00:00,43.90546103,4.804718302,1.002737697,0,9.179850659,26.9147,52.74238571,0,41.7485,10.99388571
 07/03  11:00:00,46.52860772,4.804718302,2.880933066,0,9.179850659,26.9147,53.33360155,0,41.7485,11.58510155
 07/03  12:00:00,49.44370126,4.804718302,6.427754316,0,9.179850659,26.9147,52.16281654,0,41.7485,10.41431654
 07/03  13:00:00,42.74191712,4.804718302,7.240571052,0,9.179850659,19.4245,42.64877581,0,33.3988,9.249975811
 07/03  14:00:00,43.24847795,4.804718302,7.721649894,0,9.179850659,19.4245,33.13446609,0,25.0491,8.08536609
 07/03  15:00:00,43.34254906,4.804718302,7.826189759,0,9.179850659,19.4245,41.48532528,0,33.3988,8.086525278
 07/03  16:00:00,52.16752812,4.804718302,9.235559907,0,9.179850659,26.9147,58.18372791,0,50.0982,8.085527907
 07/03  17:00:00,53.63104329,4.804718302,10.69388501,0,9.179850659,26.9147,60.51355334,0,50.0982,10.41535334
 07/03  18:00:00,53.94554109,4.804718302,11.01574862,0,9.179850659,26.9147,64.60945473,0,50.0982,14.51125473
 07/03  19:00:00,43.99700842,4.804718302,8.388746405,0,9.179850659,19.4245,49.09002329,0,33.3988,15.69122329
 07/03  20:00:00,45.06577935,4.804718302,6.319549898,0,9.179850659,19.4245,46.73491821,0,33.3988,13.33611821
 07/03  21:00:00,42.95163828,4.804718302,3.258939337,0,9.179850659,19.4245,39.56195483,0,25.0491,14.51285483
 07/03  22:00:00,40.71488249,4.804718302,1.16924504,0,9.179850659,19.4245,28.28384876,0,16.6994,11.58444876
 07/03  23:00:00,40.63419145,4.804718302,0.345460154,0,9.179850659,19.4245,15.27476704,0,8.3497,6.925067042
 07/03  24:00:00,23.56254053,4.804718302,0.005971559,0,4.58992533,8.1892,9.792965763,1.260985688,3.33988,5.192100076
 07/04  01:00:00,14.89005682,0,0,0,1.52997511,7.4902,3.931955782,0,3.33988,0.592075782
 07/04  02:00:00,14.89073468,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/04  03:00:00,14.88163766,0,0,0,1.52997511,7.4902,3.93196169,0,3.33988,0.59208169
 07/04  04:00:00,15.01718526,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/04  05:00:00,22.50971765,4.804718302,0.016791366,0,4.58992533,8.1892,39.23023993,30.86053993,8.3497,0.02
 07/04  06:00:00,35.28878741,4.804718302,0.016481384,0,9.179850659,19.4245,42.31221464,21.00027199,16.6994,4.612542652
 07/04  07:00:00,42.79682069,4.804718302,0.009027343,0,9.179850659,26.9147,29.9134319,0.825449832,25.0491,4.038882072
 07/04  08:00:00,43.09010343,4.804718302,0.232617046,0,9.179850659,26.9147,37.43783025,0,33.3988,4.039030248
 07/04  09:00:00,35.53832469,4.804718302,0.124508272,0,9.179850659,19.4245,29.08795272,0,25.0491,4.03885272
 07/04  10:00:00,44.69358714,4.804718302,1.762300811,0,9.179850659,26.9147,55.08426766,0,41.7485,13.33576766
 07/04  11:00:00,48.23612267,4.804718302,4.55787633,0,9.179850659,26.9147,54.50500356,0,41.7485,12.75650356
 07/04  12:00:00,50.26505163,4.804718302,7.221242955,0,9.179850659,26.9147,52.74025655,0,41.7485,10.99175655
 07/04  13:00:00,43.22743027,4.804718302,7.707978469,0,9.179850659,19.4245,43.81314526,0,33.3988,10.41434526
 07/04  14:00:00,43.56704542,4.804718302,8.029842928,0,9.179850659,19.4245,33.13490781,0,25.0491,8.085807811
 07/04  15:00:00,43.72605047,4.804718302,8.200717318,0,9.179850659,19.4245,41.48468447,0,33.3988,8.085884469
 07/04  16:00:00,52.42778635,4.804718302,9.489301602,0,9.179850659,26.9147,57.60756497,0,50.0982,7.509364972
 07/04  17:00:00,52.99749589,4.804718302,10.0539296,0,9.179850659,26.9147,61.0918651,0,50.0982,10.9936651
 07/04  18:00:00,52.39810553,4.804718302,9.470533196,0,9.179850659,26.9147,62.85504451,0,50.0982,12.75684451
 07/04  19:00:00,41.98624415,4.804718302,6.399504323,0,9.179850659,19.4245,46.73367262,0,33.3988,13.33487262
 07/04  20:00:00,42.53551289,4.804718302,3.825955694,0,9.179850659,19.4245,43.81397063,0,33.3988,10.41517063
 07/04  21:00:00,40.7904121,4.804718302,1.140285853,0,9.179850659,19.4245,38.38421295,0,25.0491,13.33511295
 07/04  22:00:00,39.94728474,4.804718302,0.443156481,0,9.179850659,19.4245,27.15122063,0.036152075,16.6994,10.41566856
 07/04  23:00:00,40.25134793,4.804718302,0.011525126,0,9.179850659,19.4245,13.6237073,0.081825886,8.3497,5.192181416
 07/04  24:00:00,23.51776739,4.804718302,0.004425511,0,4.58992533,8.1892,14.63452305,4.369277505,3.33988,6.925365549
 07/05  01:00:00,14.88630881,0,0,0,1.52997511,7.4902,3.931937875,0,3.33988,0.592057875
 07/05  02:00:00,14.91415449,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/05  03:00:00,14.91261835,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/05  04:00:00,15.0458998,0,0,0,1.52997511,7.4902,3.931969649,0,3.33988,0.592089649
 07/05  05:00:00,22.53340232,4.804718302,0.018355435,0,4.58992533,8.1892,31.92737149,23.55767149,8.3497,0.02
 07/05  06:00:00,35.30687354,4.804718302,0.017437515,0,9.179850659,19.4245,36.78583408,16.04848344,16.6994,4.037950634
 07/05  07:00:00,42.81168446,4.804718302,0.013777006,0,9.179850659,26.9147,41.85012146,1.111416591,25.0491,15.68960487
 07/05  08:00:00,43.09323016,4.804718302,0.237980304,0,9.179850659,26.9147,47.90999533,0,33.3988,14.51119533
 07/05  09:00:00,35.78703147,4.804718302,0.377908255,0,9.179850659,19.4245,37.21216631,0,25.0491,12.16306631
 07/05  10:00:00,44.39617453,4.804718302,1.472291882,0,9.179850659,26.9147,52.16403797,0,41.7485,10.41553797
 07/05  11:00:00,48.36619701,4.804718302,4.697739365,0,9.179850659,26.9147,53.33284319,0,41.7485,11.58434319
 07/05  12:00:00,51.31044044,4.804718302,8.27554527,0,9.179850659,26.9147,52.16431166,0,41.7485,10.41581166
 07/05  13:00:00,44.35087599,4.804718302,8.834562023,0,9.179850659,19.4245,42.64970327,0,33.3988,9.250903271
 07/05  14:00:00,44.76790771,4.804718302,9.230718389,0,9.179850659,19.4245,33.1351999,0,25.0491,8.086099897
 07/05  15:00:00,43.56685204,4.804718302,8.055603479,0,9.179850659,19.4245,41.48458449,0,33.3988,8.085784492
 07/05  16:00:00,50.7029179,4.804718302,7.793075579,0,9.179850659,26.9147,58.18319871,0,50.0982,8.084998711
 07/05  17:00:00,50.4286926,4.804718302,7.532715363,0,9.179850659,26.9147,60.51265535,0,50.0982,10.41445535
 07/05  18:00:00,50.54023719,4.804718302,7.655545119,0,9.179850659,26.9147,64.6098719,0,50.0982,14.5116719
 07/05  19:00:00,41.14196054,4.804718302,5.585830563,0,9.179850659,19.4245,49.08866343,0,33.3988,15.68986343
 07/05  20:00:00,42.98491444,4.804718302,4.282887709,0,9.179850659,19.4245,46.15524424,0,33.3988,12.75644424
 07/05  21:00:00,41.36703392,4.804718302,1.71040642,0,9.179850659,19.4245,39.55843962,0,25.0491,14.50933962
 07/05  22:00:00,40.36665151,4.804718302,0.851438019,0,9.179850659,19.4245,28.86188932,0,16.6994,12.16248932
 07/05  23:00:00,40.41481243,4.804718302,0.151385626,0,9.179850659,19.4245,14.75710495,0.058303688,8.3497,6.349101258
 07/05  24:00:00,23.53953654,4.804718302,0.004942547,0,4.58992533,8.1892,10.016958,0.910367241,3.33988,5.766710756
 07/06  01:00:00,14.88661174,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/06  02:00:00,14.90195777,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/06  03:00:00,14.90048714,0,0,0,1.52997511,7.4902,3.931971361,0,3.33988,0.592091361
 07/06  04:00:00,15.04154415,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/06  05:00:00,22.53449655,4.804718302,0.017496929,0,4.58992533,8.1892,29.59847716,20.65669281,8.3497,0.592084342
 07/06  06:00:00,35.31297631,4.804718302,0.016497156,0,9.179850659,19.4245,33.91628984,13.17855118,16.6994,4.038338658
 07/06  07:00:00,42.81812497,4.804718302,0.014839427,0,9.179850659,26.9147,40.99374015,0.2557869,25.0491,15.68885325
 07/06  08:00:00,43.15816459,4.804718302,0.298970515,0,9.179850659,26.9147,47.90870401,0,33.3988,14.50990401
 07/06  09:00:00,35.88264664,4.804718302,0.469607975,0,9.179850659,19.4245,36.63390445,0,25.0491,11.58480445
 07/06  10:00:00,44.58089483,4.804718302,1.653521702,0,9.179850659,26.9147,52.1639588,0,41.7485,10.4154588
 07/06  11:00:00,49.01365152,4.804718302,5.340311407,0,9.179850659,26.9147,53.91041156,0,41.7485,12.16191156
 07/06  12:00:00,51.49373869,4.804718302,8.458864804,0,9.179850659,26.9147,52.16276104,0,41.7485,10.41426104
 07/06  13:00:00,43.69659528,4.804718302,8.18768246,0,9.179850659,19.4245,42.64484641,0,33.3988,9.246046413
 07/06  14:00:00,43.2131079,4.804718302,7.688235315,0,9.179850659,19.4245,32.96564803,0,25.0491,7.916548029
 07/06  15:00:00,42.93097017,4.804718302,7.414640817,0,9.179850659,19.4245,41.07561147,0,33.3988,7.676811475
 07/06  16:00:00,51.92716699,4.804718302,8.994695666,0,9.179850659,26.9147,58.18369883,0,50.0982,8.085498831
 07/06  17:00:00,53.55371255,4.804718302,10.6153806,0,9.179850659,26.9147,60.51317912,0,50.0982,10.41497912
 07/06  18:00:00,54.32709352,4.804718302,11.39426124,0,9.179850659,26.9147,64.60914537,0,50.0982,14.51094537
 07/06  19:00:00,44.75725648,4.804718302,9.143510869,0,9.179850659,19.4245,49.08853511,0,33.3988,15.68973511
 07/06  20:00:00,46.35357395,4.804718302,7.598755598,0,9.179850659,19.4245,46.15426613,0,33.3988,12.75546613
 07/06  21:00:00,43.37920798,4.804718302,3.689923883,0,9.179850659,19.4245,39.55893062,0,25.0491,14.50983062
 07/06  22:00:00,40.4845989,4.804718302,0.957654577,0,9.179850659,19.4245,28.86154558,0,16.6994,12.16214558
 07/06  23:00:00,40.34597345,4.804718302,0.095693867,0,9.179850659,19.4245,14.78303083,0.083240106,8.3497,6.350090727
 07/06  24:00:00,23.52100879,4.804718302,0.00517119,0,4.58992533,8.1892,14.09512284,5.563095784,3.33988,5.192147055
 07/07  01:00:00,14.86940626,0,0,0,1.52997511,7.4902,3.931974854,0,3.33988,0.592094854
 07/07  02:00:00,14.8838238,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/07  03:00:00,14.87820769,0,0,0,1.52997511,7.4902,3.931966007,0,3.33988,0.592086007
 07/07  04:00:00,15.52386078,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/07  05:00:00,23.01504526,4.804718302,0.015693298,0,4.58992533,8.1892,38.39094372,29.44915182,8.3497,0.592091898
 07/07  06:00:00,35.508453,4.804718302,0.014966262,0,9.179850659,19.4245,40.94856647,20.21066552,16.6994,4.038500946
 07/07  07:00:00,42.7892024,4.804718302,0.008582989,0,9.179850659,26.9147,43.04034155,2.303542946,25.0491,15.6876986
 07/07  08:00:00,43.11329033,4.804718302,0.260638761,0,9.179850659,26.9147,47.32923663,0,33.3988,13.93043663
 07/07  09:00:00,35.9268008,4.804718302,0.51225298,0,9.179850659,19.4245,37.21194517,0,25.0491,12.16284517
 07/07  10:00:00,44.77000146,4.804718302,1.838520498,0,9.179850659,26.9147,52.16411584,0,41.7485,10.41561584
 07/07  11:00:00,49.53101703,4.804718302,5.850040294,0,9.179850659,26.9147,53.33279888,0,41.7485,11.58429888
 07/07  12:00:00,52.12147068,4.804718302,9.076358416,0,9.179850659,26.9147,52.16314069,0,41.7485,10.41464069
 07/07  13:00:00,44.58574254,4.804718302,9.067975604,0,9.179850659,19.4245,42.64937381,0,33.3988,9.250573808
 07/07  14:00:00,44.33800365,4.804718302,8.805762814,0,9.179850659,19.4245,33.13343104,0,25.0491,8.084331042
 07/07  15:00:00,42.76358732,4.804718302,7.25682642,0,9.179850659,19.4245,41.48408506,0,33.3988,8.085285062
 07/07  16:00:00,49.47026088,4.804718302,6.570229141,0,9.179850659,26.9147,58.18355031,0,50.0982,8.085350312
 07/07  17:00:00,48.5871784,4.804718302,5.707214797,0,9.179850659,26.9147,60.51387067,0,50.0982,10.41567067
 07/07  18:00:00,48.49223153,4.804718302,5.627170805,0,9.179850659,26.9147,64.0279323,0,50.0982,13.9297323
 07/07  19:00:00,38.91716462,4.804718302,3.559492416,0,9.179850659,19.4245,49.0878668,0,33.3988,15.6890668
 07/07  20:00:00,40.73757388,4.804718302,2.219802785,0,9.179850659,19.4245,46.73356299,0,33.3988,13.33476299
 07/07  21:00:00,40.63615166,4.804718302,1.121397409,0,9.179850659,19.4245,38.98005415,0,25.0491,13.93095415
 07/07  22:00:00,39.93333419,4.804718302,0.434831245,0,9.179850659,19.4245,28.8952215,0.034324193,16.6994,12.1614973
 07/07  23:00:00,40.23895826,4.804718302,0,0,9.179850659,19.4245,14.86014877,0.161361853,8.3497,6.349086922
 07/07  24:00:00,23.51134558,4.804718302,0.004117744,0,4.58992533,8.1892,17.64614759,8.539662609,3.33988,5.766604981
 07/08  01:00:00,14.85943481,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/08  02:00:00,14.87102804,0,0,0,1.52997511,7.4902,3.931965173,0,3.33988,0.592085173
 07/08  03:00:00,14.87019729,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/08  04:00:00,15.01086167,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/08  05:00:00,22.49214288,4.804718302,0,0,4.58992533,8.1892,38.57157592,29.62978485,8.3497,0.592091069
 07/08  06:00:00,35.28751781,4.804718302,0.015124282,0,9.179850659,19.4245,40.72593503,19.98872211,16.6994,4.037812923
 07/08  07:00:00,42.79309103,4.804718302,0.008698191,0,9.179850659,26.9147,29.83638438,0.748328783,25.0491,4.038955601
 07/08  08:00:00,43.01373078,4.804718302,0.163938648,0,9.179850659,26.9147,37.43764813,0,33.3988,4.038848129
 07/08  09:00:00,35.8323565,4.804718302,0.422752139,0,9.179850659,19.4245,38.38319213,0,25.0491,13.33409213
 07/08  10:00:00,44.48088994,4.804718302,1.555779848,0,9.179850659,26.9147,53.3329534,0,41.7485,11.5844534
 07/08  11:00:00,48.25881459,4.804718302,4.589306925,0,9.179850659,26.9147,55.08179109,0,41.7485,13.33329109
 07/08  12:00:00,49.93065823,4.804718302,6.895349854,0,9.179850659,26.9147,54.50353207,0,41.7485,12.75503207
 07/08  13:00:00,43.00221056,4.804718302,7.489033747,0,9.179850659,19.4245,44.98107481,0,33.3988,11.58227481
 07/08  14:00:00,43.71350097,4.804718302,8.179230017,0,9.179850659,19.4245,35.46363172,0,25.0491,10.41453172
 07/08  15:00:00,42.97445138,4.804718302,7.462613138,0,9.179850659,19.4245,44.39104223,0,33.3988,10.99224223
 07/08  16:00:00,49.56344724,4.804718302,6.655632717,0,9.179850659,26.9147,58.77065241,0,50.0982,8.672452412
 07/08  17:00:00,47.66055447,4.804718302,4.773463133,0,9.179850659,26.9147,61.09080937,0,50.0982,10.99260937
 07/08  18:00:00,47.94281836,4.804718302,5.074065462,0,9.179850659,26.9147,64.02841802,0,50.0982,13.93021802
 07/08  19:00:00,39.28887692,4.804718302,3.759070702,0,9.179850659,19.4245,47.9087362,0,33.3988,14.5099362
 07/08  20:00:00,40.25556669,4.804718302,1.582851993,0,9.179850659,19.4245,46.15401485,0,33.3988,12.75521485
 07/08  21:00:00,40.82070713,4.804718302,1.191204324,0,9.179850659,19.4245,39.55727762,0,25.0491,14.50817762
 07/08  22:00:00,40.0395023,4.804718302,0.544402492,0,9.179850659,19.4245,27.11406383,0,16.6994,10.41466383
 07/08  23:00:00,40.23539524,4.804718302,0,0,9.179850659,19.4245,16.55299054,0.118089287,8.3497,8.085201253
 07/08  24:00:00,23.50575345,4.804718302,0.004766335,0,4.58992533,8.1892,18.81192143,10.27986085,3.33988,5.192180577
 07/09  01:00:00,14.85264993,0,0,0,1.52997511,7.4902,3.931960095,0,3.33988,0.592080095
 07/09  02:00:00,14.86464078,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/09  03:00:00,14.86353989,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/09  04:00:00,15.00254122,0,0,0,1.52997511,7.4902,3.931965996,0,3.33988,0.592085996
 07/09  05:00:00,22.48159757,4.804718302,0,0,4.58992533,8.1892,41.40831592,33.03861592,8.3497,0.02
 07/09  06:00:00,35.27908085,4.804718302,0.016096975,0,9.179850659,19.4245,43.77429879,23.0369677,16.6994,4.037931093
 07/09  07:00:00,42.78512824,4.804718302,0.008537785,0,9.179850659,26.9147,31.54058158,1.878800944,25.0491,4.612680636
 07/09  08:00:00,42.98261826,4.804718302,0.136528235,0,9.179850659,26.9147,37.43766836,0,33.3988,4.038868356
 07/09  09:00:00,35.47803281,4.804718302,0.069970052,0,9.179850659,19.4245,29.09393812,0.005994711,25.0491,4.038843413
 07/09  10:00:00,44.73623883,4.804718302,1.802403299,0,9.179850659,26.9147,54.50413292,0,41.7485,12.75563292
 07/09  11:00:00,48.58809405,4.804718302,4.89953489,0,9.179850659,26.9147,55.082839,0,41.7485,13.334339
 07/09  12:00:00,50.82662852,4.804718302,7.762987884,0,9.179850659,26.9147,52.16337601,0,41.7485,10.41487601
 07/09  13:00:00,44.05606886,4.804718302,8.513700772,0,9.179850659,19.4245,43.81344955,0,33.3988,10.41464955
 07/09  14:00:00,44.82536973,4.804718302,9.261077469,0,9.179850659,19.4245,33.13398185,0,25.0491,8.084881847
 07/09  15:00:00,45.44274014,4.804718302,9.886490106,0,9.179850659,19.4245,40.90638186,0,33.3988,7.507581859
 07/09  16:00:00,54.5978927,4.804718302,11.62764504,0,9.179850659,26.9147,58.18278462,0,50.0982,8.084584622
 07/09  17:00:00,55.69291293,4.804718302,12.71809883,0,9.179850659,26.9147,60.51317941,0,50.0982,10.41497941
 07/09  18:00:00,55.28725176,4.804718302,12.32966845,0,9.179850659,26.9147,62.85313826,0,50.0982,12.75493826
 07/09  19:00:00,44.93032215,4.804718302,9.308130006,0,9.179850659,19.4245,46.73370491,0,33.3988,13.33490491
 07/09  20:00:00,45.15704643,4.804718302,6.417740659,0,9.179850659,19.4245,43.81386711,0,33.3988,10.41506711
 07/09  21:00:00,42.32734696,4.804718302,2.651166875,0,9.179850659,19.4245,37.80367438,0,25.0491,12.75457438
 07/09  22:00:00,40.39765199,4.804718302,0.871058321,0,9.179850659,19.4245,27.11525347,0,16.6994,10.41585347
 07/09  23:00:00,40.61741682,4.804718302,0.344730581,0,9.179850659,19.4245,14.11655162,0,8.3497,5.766851622
 07/09  24:00:00,23.54468599,4.804718302,0.004392022,0,4.58992533,8.1892,10.08567117,0.396930475,3.33988,6.348860693
 07/10  01:00:00,14.88390079,0,0,0,1.52997511,7.4902,3.93197479,0,3.33988,0.59209479
 07/10  02:00:00,14.88863729,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/10  03:00:00,14.88044634,0,0,0,1.52997511,7.4902,3.931954856,0,3.33988,0.592074856
 07/10  04:00:00,15.01456137,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/10  05:00:00,22.50835201,4.804718302,0.015997344,0,4.58992533,8.1892,36.23901829,27.2972634,8.3497,0.592054885
 07/10  06:00:00,35.29410676,4.804718302,0.016006161,0,9.179850659,19.4245,37.62598551,16.88837725,16.6994,4.038208264
 07/10  07:00:00,42.8267851,4.804718302,0.018827893,0,9.179850659,26.9147,40.54254669,0.387729403,25.0491,15.10571729
 07/10  08:00:00,43.63731157,4.804718302,0.753703157,0,9.179850659,26.9147,47.90791745,0,33.3988,14.50911745
 07/10  09:00:00,36.44288441,4.804718302,1.005108414,0,9.179850659,19.4245,36.63268357,0,25.0491,11.58358357
 07/10  10:00:00,45.95468706,4.804718302,3.006342691,0,9.179850659,26.9147,52.16334514,0,41.7485,10.41484514
 07/10  11:00:00,50.34093743,4.804718302,6.651062883,0,9.179850659,26.9147,53.33150163,0,41.7485,11.58300163
 07/10  12:00:00,53.0022583,4.804718302,9.935910565,0,9.179850659,26.9147,52.16226912,0,41.7485,10.41376912
 07/10  13:00:00,46.00721734,4.804718302,10.45792845,0,9.179850659,19.4245,42.64832227,0,33.3988,9.249522269
 07/10  14:00:00,46.43918686,4.804718302,10.86160462,0,9.179850659,19.4245,33.13364766,0,25.0491,8.084547658
 07/10  15:00:00,46.52517768,4.804718302,10.95324829,0,9.179850659,19.4245,41.48317698,0,33.3988,8.084376976
 07/10  16:00:00,55.53701888,4.804718302,12.55190366,0,9.179850659,26.9147,57.60676807,0,50.0982,7.508568067
 07/10  17:00:00,57.12508339,4.804718302,14.13598953,0,9.179850659,26.9147,60.51229858,0,50.0982,10.41409858
 07/10  18:00:00,56.96253489,4.804718302,13.99010839,0,9.179850659,26.9147,64.60523003,0,50.0982,14.50703003
 07/10  19:00:00,46.01807517,4.804718302,10.37835334,0,9.179850659,19.4245,49.08592176,0,33.3988,15.68712176
 07/10  20:00:00,46.33588054,4.804718302,7.577919459,0,9.179850659,19.4245,46.15241621,0,33.3988,12.75361621
 07/10  21:00:00,43.99175936,4.804718302,4.293137115,0,9.179850659,19.4245,39.55846849,0,25.0491,14.50936849
 07/10  22:00:00,41.73499887,4.804718302,2.181366027,0,9.179850659,19.4245,28.28255845,0,16.6994,11.58315845
 07/10  23:00:00,41.02720923,4.804718302,0.721224656,0,9.179850659,19.4245,14.69865338,0,8.3497,6.34895338
 07/10  24:00:00,23.58144182,4.804718302,0.003178412,0,4.58992533,8.1892,9.400765157,0.293802931,3.33988,5.767082226
 07/11  01:00:00,14.90762085,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/11  02:00:00,14.90320577,0,0,0,1.52997511,7.4902,3.931959084,0,3.33988,0.592079084
 07/11  03:00:00,14.88906799,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/11  04:00:00,15.53146356,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/11  05:00:00,23.02490551,4.804718302,0.017495681,0,4.58992533,8.1892,37.43017303,28.48838804,8.3497,0.592084987
 07/11  06:00:00,35.5256897,4.804718302,0.016343816,0,9.179850659,19.4245,38.74127833,18.00395235,16.6994,4.037925977
 07/11  07:00:00,42.8256921,4.804718302,0.018001018,0,9.179850659,26.9147,41.31661146,0.58136371,25.0491,15.68614775
 07/11  08:00:00,43.66690232,4.804718302,0.781311736,0,9.179850659,26.9147,47.3275855,0,33.3988,13.9287855
 07/11  09:00:00,36.66696912,4.804718302,1.223362094,0,9.179850659,19.4245,36.63260406,0,25.0491,11.58350406
 07/11  10:00:00,46.65362579,4.804718302,3.693854308,0,9.179850659,26.9147,52.16318687,0,41.7485,10.41468687
 07/11  11:00:00,51.3382954,4.804718302,7.630968948,0,9.179850659,26.9147,53.91010866,0,41.7485,12.16160866
 07/11  12:00:00,53.56857704,4.804718302,10.49478804,0,9.179850659,26.9147,52.16015318,0,41.7485,10.41165318
 07/11  13:00:00,45.93189619,4.804718302,10.38095116,0,9.179850659,19.4245,42.06998366,0,33.3988,8.671183661
 07/11  14:00:00,45.55781237,4.804718302,9.986714283,0,9.179850659,19.4245,33.13281178,0,25.0491,8.083711782
 07/11  15:00:00,44.89092537,4.804718302,9.334033606,0,9.179850659,19.4245,41.48415291,0,33.3988,8.085352914
 07/11  16:00:00,53.22283288,4.804718302,10.25643619,0,9.179850659,26.9147,57.60720157,0,50.0982,7.509001569
 07/11  17:00:00,54.03569223,4.804718302,11.0711261,0,9.179850659,26.9147,60.51222976,0,50.0982,10.41402976
 07/11  18:00:00,53.98031006,4.804718302,11.02999704,0,9.179850659,26.9147,64.60683889,0,50.0982,14.50863889
 07/11  19:00:00,43.72544818,4.804718302,8.291225949,0,9.179850659,19.4245,49.0848768,0,33.3988,15.6860768
 07/11  20:00:00,44.91155462,4.804718302,6.329202174,0,9.179850659,19.4245,46.15247297,0,33.3988,12.75367297
 07/11  21:00:00,42.90824129,4.804718302,3.338576786,0,9.179850659,19.4245,38.97966863,0,25.0491,13.93056863
 07/11  22:00:00,40.77862122,4.804718302,1.228578983,0,9.179850659,19.4245,28.86024542,0,16.6994,12.16084542
 07/11  23:00:00,40.7766517,4.804718302,0.480950489,0,9.179850659,19.4245,14.6987546,0,8.3497,6.349054602
 07/11  24:00:00,23.57708052,4.804718302,0.004962675,0,4.58992533,8.1892,8.770209096,0.238435671,3.33988,5.191893425
 07/12  01:00:00,14.92112805,0,0,0,1.52997511,7.4902,3.931967275,0,3.33988,0.592087275
 07/12  02:00:00,14.93395073,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/12  03:00:00,14.93437298,0,0,0,1.52997511,7.4902,3.931973174,0,3.33988,0.592093174
 07/12  04:00:00,15.08589387,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 07/12  05:00:00,22.57125872,4.804718302,0,0,4.58992533,8.1892,22.30425677,13.36250945,8.3497,0.592047318
 07/12  06:00:00,35.37250111,4.804718302,0.020512351,0,9.179850659,19.4245,26.16714639,5.429307218,16.6994,4.038439167
 07/12  07:00:00,43.0089993,4.804718302,0.15112639,0,9.179850659,26.9147,40.16375873,0.008342834,25.0491,15.1063159
 07/12  08:00:00,43.87392123,4.804718302,0.975675008,0,9.179850659,26.9147,47.90834976,0,33.3988,14.50954976
 07/12  09:00:00,36.38822312,4.804718302,0.950243635,0,9.179850659,19.4245,36.63227756,0,25.0491,11.58317756
 07/12  10:00:00,45.4993105,4.804718302,2.542466213,0,9.179850659,26.9147,52.16307233,0,41.7485,10.41457233
 07/12  11:00:00,49.70977506,4.804718302,6.021408001,0,9.179850659,26.9147,53.33138936,0,41.7485,11.58288936
 07/12  12:00:00,52.13562481,4.804718302,9.076254558,0,9.179850659,26.9147,52.16228554,0,41.7485,10.41378554
 07/12  13:00:00,44.42075652,4.804718302,8.878551982,0,9.179850659,19.4245,42.64624739,0,33.3988,9.247447392
 07/12  14:00:00,44.57439952,4.804718302,9.011016158,0,9.179850659,19.4245,33.13394755,0,25.0491,8.08484755
 07/12  15:00:00,44.05319946,4.804718302,8.490015171,0,9.179850659,19.4245,40.9061868,0,33.3988,7.5073868
