,1,2,3,4,5,6,7,pre
0,6.0,6.3,6.0,5.7,5.4,6.6,5.7,6.0
1,6.3,6.0,5.7,5.4,6.6,5.7,6.0,6.6
2,6.0,5.7,5.4,6.6,5.7,6.0,6.6,6.9
3,5.7,5.4,6.6,5.7,6.0,6.6,6.9,8.1
4,5.4,6.6,5.7,6.0,6.6,6.9,8.1,7.8
5,6.6,5.7,6.0,6.6,6.9,8.1,7.8,6.9
6,5.7,6.0,6.6,6.9,8.1,7.8,6.9,7.2
7,6.0,6.6,6.9,8.1,7.8,6.9,7.2,9.6
8,6.6,6.9,8.1,7.8,6.9,7.2,9.6,8.1
9,6.9,8.1,7.8,6.9,7.2,9.6,8.1,7.8
10,8.1,7.8,6.9,7.2,9.6,8.1,7.8,7.5
11,7.8,6.9,7.2,9.6,8.1,7.8,7.5,6.6
12,6.9,7.2,9.6,8.1,7.8,7.5,6.6,7.5
13,7.2,9.6,8.1,7.8,7.5,6.6,7.5,7.2
14,9.6,8.1,7.8,7.5,6.6,7.5,7.2,7.2
15,8.1,7.8,7.5,6.6,7.5,7.2,7.2,6.9466
16,7.8,7.5,6.6,7.5,7.2,7.2,6.9466,7.2
17,7.5,6.6,7.5,7.2,7.2,6.9466,7.2,5.1
18,6.6,7.5,7.2,7.2,6.9466,7.2,5.1,5.4
19,7.5,7.2,7.2,6.9466,7.2,5.1,5.4,5.7
20,7.2,7.2,6.9466,7.2,5.1,5.4,5.7,4.8
21,7.2,6.9466,7.2,5.1,5.4,5.7,4.8,6.3
22,6.9466,7.2,5.1,5.4,5.7,4.8,6.3,5.4
23,7.2,5.1,5.4,5.7,4.8,6.3,5.4,3.0
24,5.1,5.4,5.7,4.8,6.3,5.4,3.0,3.0
25,5.4,5.7,4.8,6.3,5.4,3.0,3.0,2.4
26,5.7,4.8,6.3,5.4,3.0,3.0,2.4,2.7
27,4.8,6.3,5.4,3.0,3.0,2.4,2.7,2.7
28,6.3,5.4,3.0,3.0,2.4,2.7,2.7,3.3
29,5.4,3.0,3.0,2.4,2.7,2.7,3.3,4.5
30,3.0,3.0,2.4,2.7,2.7,3.3,4.5,4.2
31,3.0,2.4,2.7,2.7,3.3,4.5,4.2,7.2
32,2.4,2.7,2.7,3.3,4.5,4.2,7.2,6.6
33,2.7,2.7,3.3,4.5,4.2,7.2,6.6,6.6
34,2.7,3.3,4.5,4.2,7.2,6.6,6.6,7.5
35,3.3,4.5,4.2,7.2,6.6,6.6,7.5,9.0
36,4.5,4.2,7.2,6.6,6.6,7.5,9.0,8.1
37,4.2,7.2,6.6,6.6,7.5,9.0,8.1,8.1
38,7.2,6.6,6.6,7.5,9.0,8.1,8.1,7.8
39,6.6,6.6,7.5,9.0,8.1,8.1,7.8,7.8
40,6.6,7.5,9.0,8.1,8.1,7.8,7.8,6.6
41,7.5,9.0,8.1,8.1,7.8,7.8,6.6,8.4
42,9.0,8.1,8.1,7.8,7.8,6.6,8.4,7.8
43,8.1,8.1,7.8,7.8,6.6,8.4,7.8,7.8
44,8.1,7.8,7.8,6.6,8.4,7.8,7.8,7.2
45,7.8,7.8,6.6,8.4,7.8,7.8,7.2,6.6
46,7.8,6.6,8.4,7.8,7.8,7.2,6.6,6.3
47,6.6,8.4,7.8,7.8,7.2,6.6,6.3,6.0
48,8.4,7.8,7.8,7.2,6.6,6.3,6.0,4.8
49,7.8,7.8,7.2,6.6,6.3,6.0,4.8,6.0
50,7.8,7.2,6.6,6.3,6.0,4.8,6.0,4.8
51,7.2,6.6,6.3,6.0,4.8,6.0,4.8,4.8
52,6.6,6.3,6.0,4.8,6.0,4.8,4.8,5.7
53,6.3,6.0,4.8,6.0,4.8,4.8,5.7,5.1
54,6.0,4.8,6.0,4.8,4.8,5.7,5.1,5.1
55,4.8,6.0,4.8,4.8,5.7,5.1,5.1,6.0
56,6.0,4.8,4.8,5.7,5.1,5.1,6.0,6.3
57,4.8,4.8,5.7,5.1,5.1,6.0,6.3,5.1
58,4.8,5.7,5.1,5.1,6.0,6.3,5.1,6.9
59,5.7,5.1,5.1,6.0,6.3,5.1,6.9,6.0
60,5.1,5.1,6.0,6.3,5.1,6.9,6.0,6.6
61,5.1,6.0,6.3,5.1,6.9,6.0,6.6,6.6
62,6.0,6.3,5.1,6.9,6.0,6.6,6.6,5.4
63,6.3,5.1,6.9,6.0,6.6,6.6,5.4,3.9
64,5.1,6.9,6.0,6.6,6.6,5.4,3.9,5.4
65,6.9,6.0,6.6,6.6,5.4,3.9,5.4,7.2
66,6.0,6.6,6.6,5.4,3.9,5.4,7.2,4.2
67,6.6,6.6,5.4,3.9,5.4,7.2,4.2,5.1
68,6.6,5.4,3.9,5.4,7.2,4.2,5.1,3.0
69,5.4,3.9,5.4,7.2,4.2,5.1,3.0,2.7689
70,3.9,5.4,7.2,4.2,5.1,3.0,2.7689,2.7
71,5.4,7.2,4.2,5.1,3.0,2.7689,2.7,4.2
