,1,2,3,4,5,6,7,pre
0,5.4,6.6,4.5,6.0,7.2,4.8,5.1,5.7
1,6.6,4.5,6.0,7.2,4.8,5.1,5.7,6.9
2,4.5,6.0,7.2,4.8,5.1,5.7,6.9,6.3
3,6.0,7.2,4.8,5.1,5.7,6.9,6.3,6.9
4,7.2,4.8,5.1,5.7,6.9,6.3,6.9,6.9
5,4.8,5.1,5.7,6.9,6.3,6.9,6.9,4.5
6,5.1,5.7,6.9,6.3,6.9,6.9,4.5,5.4
7,5.7,6.9,6.3,6.9,6.9,4.5,5.4,6.6
8,6.9,6.3,6.9,6.9,4.5,5.4,6.6,6.0
9,6.3,6.9,6.9,4.5,5.4,6.6,6.0,5.4
10,6.9,6.9,4.5,5.4,6.6,6.0,5.4,5.1
11,6.9,4.5,5.4,6.6,6.0,5.4,5.1,7.8
12,4.5,5.4,6.6,6.0,5.4,5.1,7.8,6.9
13,5.4,6.6,6.0,5.4,5.1,7.8,6.9,7.8
14,6.6,6.0,5.4,5.1,7.8,6.9,7.8,9.3
15,6.0,5.4,5.1,7.8,6.9,7.8,9.3,6.5862
16,5.4,5.1,7.8,6.9,7.8,9.3,6.5862,6.6
17,5.1,7.8,6.9,7.8,9.3,6.5862,6.6,4.2
18,7.8,6.9,7.8,9.3,6.5862,6.6,4.2,4.2
19,6.9,7.8,9.3,6.5862,6.6,4.2,4.2,4.8
20,7.8,9.3,6.5862,6.6,4.2,4.2,4.8,4.8
21,9.3,6.5862,6.6,4.2,4.2,4.8,4.8,3.9
22,6.5862,6.6,4.2,4.2,4.8,4.8,3.9,3.6
23,6.6,4.2,4.2,4.8,4.8,3.9,3.6,3.0
24,4.2,4.2,4.8,4.8,3.9,3.6,3.0,3.6
25,4.2,4.8,4.8,3.9,3.6,3.0,3.6,2.7
26,4.8,4.8,3.9,3.6,3.0,3.6,2.7,1.8
27,4.8,3.9,3.6,3.0,3.6,2.7,1.8,3.0
28,3.9,3.6,3.0,3.6,2.7,1.8,3.0,4.2
29,3.6,3.0,3.6,2.7,1.8,3.0,4.2,3.9
30,3.0,3.6,2.7,1.8,3.0,4.2,3.9,4.5
31,3.6,2.7,1.8,3.0,4.2,3.9,4.5,7.5
32,2.7,1.8,3.0,4.2,3.9,4.5,7.5,7.2
33,1.8,3.0,4.2,3.9,4.5,7.5,7.2,7.2
34,3.0,4.2,3.9,4.5,7.5,7.2,7.2,8.4
35,4.2,3.9,4.5,7.5,7.2,7.2,8.4,5.4
