,1,2,3,4,5,6,7,pre
0,6.0,5.9448,5.4,6.6,6.9,5.4,7.2,6.6
1,5.9448,5.4,6.6,6.9,5.4,7.2,6.6,7.2
2,5.4,6.6,6.9,5.4,7.2,6.6,7.2,7.8
3,6.6,6.9,5.4,7.2,6.6,7.2,7.8,6.9
4,6.9,5.4,7.2,6.6,7.2,7.8,6.9,6.6
5,5.4,7.2,6.6,7.2,7.8,6.9,6.6,6.9
6,7.2,6.6,7.2,7.8,6.9,6.6,6.9,6.9
7,6.6,7.2,7.8,6.9,6.6,6.9,6.9,6.6
8,7.2,7.8,6.9,6.6,6.9,6.9,6.6,6.0
9,7.8,6.9,6.6,6.9,6.9,6.6,6.0,6.6
10,6.9,6.6,6.9,6.9,6.6,6.0,6.6,7.2
11,6.6,6.9,6.9,6.6,6.0,6.6,7.2,8.1
12,6.9,6.9,6.6,6.0,6.6,7.2,8.1,7.5
13,6.9,6.6,6.0,6.6,7.2,8.1,7.5,7.5
14,6.6,6.0,6.6,7.2,8.1,7.5,7.5,6.9
15,6.0,6.6,7.2,8.1,7.5,7.5,6.9,8.1
16,6.6,7.2,8.1,7.5,7.5,6.9,8.1,4.8
17,7.2,8.1,7.5,7.5,6.9,8.1,4.8,4.8
18,8.1,7.5,7.5,6.9,8.1,4.8,4.8,4.5
19,7.5,7.5,6.9,8.1,4.8,4.8,4.5,3.9
20,7.5,6.9,8.1,4.8,4.8,4.5,3.9,5.1
21,6.9,8.1,4.8,4.8,4.5,3.9,5.1,3.0
22,8.1,4.8,4.8,4.5,3.9,5.1,3.0,3.0
23,4.8,4.8,4.5,3.9,5.1,3.0,3.0,2.7
24,4.8,4.5,3.9,5.1,3.0,3.0,2.7,1.8
25,4.5,3.9,5.1,3.0,3.0,2.7,1.8,2.7
26,3.9,5.1,3.0,3.0,2.7,1.8,2.7,4.2
27,5.1,3.0,3.0,2.7,1.8,2.7,4.2,3.0
28,3.0,3.0,2.7,1.8,2.7,4.2,3.0,4.2
29,3.0,2.7,1.8,2.7,4.2,3.0,4.2,4.8
30,2.7,1.8,2.7,4.2,3.0,4.2,4.8,6.0
31,1.8,2.7,4.2,3.0,4.2,4.8,6.0,7.5
32,2.7,4.2,3.0,4.2,4.8,6.0,7.5,7.2
33,4.2,3.0,4.2,4.8,6.0,7.5,7.2,7.5
34,3.0,4.2,4.8,6.0,7.5,7.2,7.5,8.4
35,4.2,4.8,6.0,7.5,7.2,7.5,8.4,7.5
36,4.8,6.0,7.5,7.2,7.5,8.4,7.5,6.0
37,6.0,7.5,7.2,7.5,8.4,7.5,6.0,6.9
38,7.5,7.2,7.5,8.4,7.5,6.0,6.9,6.3
39,7.2,7.5,8.4,7.5,6.0,6.9,6.3,6.3
40,7.5,8.4,7.5,6.0,6.9,6.3,6.3,6.6
41,8.4,7.5,6.0,6.9,6.3,6.3,6.6,7.2
42,7.5,6.0,6.9,6.3,6.3,6.6,7.2,7.2
43,6.0,6.9,6.3,6.3,6.6,7.2,7.2,6.6
44,6.9,6.3,6.3,6.6,7.2,7.2,6.6,6.6
45,6.3,6.3,6.6,7.2,7.2,6.6,6.6,6.3
46,6.3,6.6,7.2,7.2,6.6,6.6,6.3,6.9
47,6.6,7.2,7.2,6.6,6.6,6.3,6.9,6.9
48,7.2,7.2,6.6,6.6,6.3,6.9,6.9,6.9
49,7.2,6.6,6.6,6.3,6.9,6.9,6.9,7.2
50,6.6,6.6,6.3,6.9,6.9,6.9,7.2,5.1
51,6.6,6.3,6.9,6.9,6.9,7.2,5.1,6.0
52,6.3,6.9,6.9,6.9,7.2,5.1,6.0,7.2
53,6.9,6.9,6.9,7.2,5.1,6.0,7.2,6.0
54,6.9,6.9,7.2,5.1,6.0,7.2,6.0,5.4
55,6.9,7.2,5.1,6.0,7.2,6.0,5.4,4.8
56,7.2,5.1,6.0,7.2,6.0,5.4,4.8,6.0
57,5.1,6.0,7.2,6.0,5.4,4.8,6.0,7.2
58,6.0,7.2,6.0,5.4,4.8,6.0,7.2,5.1
59,7.2,6.0,5.4,4.8,6.0,7.2,5.1,4.2
60,6.0,5.4,4.8,6.0,7.2,5.1,4.2,4.8
61,5.4,4.8,6.0,7.2,5.1,4.2,4.8,5.1
62,4.8,6.0,7.2,5.1,4.2,4.8,5.1,4.8
63,6.0,7.2,5.1,4.2,4.8,5.1,4.8,4.5
64,7.2,5.1,4.2,4.8,5.1,4.8,4.5,6.0
65,5.1,4.2,4.8,5.1,4.8,4.5,6.0,4.2
66,4.2,4.8,5.1,4.8,4.5,6.0,4.2,4.5
67,4.8,5.1,4.8,4.5,6.0,4.2,4.5,3.0
68,5.1,4.8,4.5,6.0,4.2,4.5,3.0,2.7
69,4.8,4.5,6.0,4.2,4.5,3.0,2.7,3.0
