,1,2,3,4,5,6,7,pre
0,7.2,6,5.4,4.8,6.3,6.6,6,4.8
1,6,5.4,4.8,6.3,6.6,6,4.8,6
2,5.4,4.8,6.3,6.6,6,4.8,6,7.2
3,4.8,6.3,6.6,6,4.8,6,7.2,8.4
4,6.3,6.6,6,4.8,6,7.2,8.4,7.5
5,6.6,6,4.8,6,7.2,8.4,7.5,7.2
6,6,4.8,6,7.2,8.4,7.5,7.2,7.8
7,4.8,6,7.2,8.4,7.5,7.2,7.8,6.6
8,6,7.2,8.4,7.5,7.2,7.8,6.6,8.4
9,7.2,8.4,7.5,7.2,7.8,6.6,8.4,7.5
10,8.4,7.5,7.2,7.8,6.6,8.4,7.5,7.5
11,7.5,7.2,7.8,6.6,8.4,7.5,7.5,7.2
12,7.2,7.8,6.6,8.4,7.5,7.5,7.2,6
13,7.8,6.6,8.4,7.5,7.5,7.2,6,6.6
14,6.6,8.4,7.5,7.5,7.2,6,6.6,6.6
15,8.4,7.5,7.5,7.2,6,6.6,6.6,7.5
16,7.5,7.5,7.2,6,6.6,6.6,7.5,8.1
17,7.5,7.2,6,6.6,6.6,7.5,8.1,4.8
18,7.2,6,6.6,6.6,7.5,8.1,4.8,6.3
19,6,6.6,6.6,7.5,8.1,4.8,6.3,6.6
20,6.6,6.6,7.5,8.1,4.8,6.3,6.6,5.7
21,6.6,7.5,8.1,4.8,6.3,6.6,5.7,6
22,7.5,8.1,4.8,6.3,6.6,5.7,6,5.7
23,8.1,4.8,6.3,6.6,5.7,6,5.7,3
24,4.8,6.3,6.6,5.7,6,5.7,3,2.7
25,6.3,6.6,5.7,6,5.7,3,2.7,1.5
26,6.6,5.7,6,5.7,3,2.7,1.5,1.2
27,5.7,6,5.7,3,2.7,1.5,1.2,3.6
28,6,5.7,3,2.7,1.5,1.2,3.6,3
29,5.7,3,2.7,1.5,1.2,3.6,3,2.7
30,3,2.7,1.5,1.2,3.6,3,2.7,3.3
31,2.7,1.5,1.2,3.6,3,2.7,3.3,7.8
32,1.5,1.2,3.6,3,2.7,3.3,7.8,6.6
33,1.2,3.6,3,2.7,3.3,7.8,6.6,7.2
34,3.6,3,2.7,3.3,7.8,6.6,7.2,7.5
35,3,2.7,3.3,7.8,6.6,7.2,7.5,7.8
36,2.7,3.3,7.8,6.6,7.2,7.5,7.8,7.5
37,3.3,7.8,6.6,7.2,7.5,7.8,7.5,8.4
38,7.8,6.6,7.2,7.5,7.8,7.5,8.4,8.1
39,6.6,7.2,7.5,7.8,7.5,8.4,8.1,8.7
40,7.2,7.5,7.8,7.5,8.4,8.1,8.7,7.2
41,7.5,7.8,7.5,8.4,8.1,8.7,7.2,7.8
42,7.8,7.5,8.4,8.1,8.7,7.2,7.8,8.4
43,7.5,8.4,8.1,8.7,7.2,7.8,8.4,8.7
44,8.4,8.1,8.7,7.2,7.8,8.4,8.7,7.2
45,8.1,8.7,7.2,7.8,8.4,8.7,7.2,7.8
46,8.7,7.2,7.8,8.4,8.7,7.2,7.8,6
47,7.2,7.8,8.4,8.7,7.2,7.8,6,4.8
48,7.8,8.4,8.7,7.2,7.8,6,4.8,5.1
49,8.4,8.7,7.2,7.8,6,4.8,5.1,4.8
50,8.7,7.2,7.8,6,4.8,5.1,4.8,5.1
51,7.2,7.8,6,4.8,5.1,4.8,5.1,3.9
52,7.8,6,4.8,5.1,4.8,5.1,3.9,5.1
53,6,4.8,5.1,4.8,5.1,3.9,5.1,6.6
54,4.8,5.1,4.8,5.1,3.9,5.1,6.6,5.4
55,5.1,4.8,5.1,3.9,5.1,6.6,5.4,5.4
56,4.8,5.1,3.9,5.1,6.6,5.4,5.4,6.6
57,5.1,3.9,5.1,6.6,5.4,5.4,6.6,6.3
58,3.9,5.1,6.6,5.4,5.4,6.6,6.3,6.3
59,5.1,6.6,5.4,5.4,6.6,6.3,6.3,6.9
60,6.6,5.4,5.4,6.6,6.3,6.3,6.9,6
61,5.4,5.4,6.6,6.3,6.3,6.9,6,4.8
62,5.4,6.6,6.3,6.3,6.9,6,4.8,4.8
63,6.6,6.3,6.3,6.9,6,4.8,4.8,4.8
64,6.3,6.3,6.9,6,4.8,4.8,4.8,6
65,6.3,6.9,6,4.8,4.8,4.8,6,6.9
66,6.9,6,4.8,4.8,4.8,6,6.9,4.8
