ycid,time,a,b,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,sum
1923270,2014/7/23,1,1.11111E+95,4.2,4.8,4.2,4.8,3.9,5.1,4.5,5.4,4.5,5.4,4.8,5.4,4.2,4.2,3.9,4.5,3.9,4.2,3.6,3.9,3.6,4.2,3.3,4.2,3.3,3.9,3.3,3.9,3,3.6,3.3,4.2,3.9,4.5,3.9,4.8,4.2,5.1,4.5,5.7,4.8,6,5.1,5.4,4.8,5.4,4.2,6,5.7,6,4.613,4.5654,5.1,5.7,4.4325,4.4025,4.2,4.8,4.3526,4.3412,4.8,5.4,4.4175,4.5328,5.1,6.3,5.4,6,5.1,5.4,4.8,5.4,4.8,5.4,4.5,5.1,4.2,4.8,4.2,5.1,4.5,4.8,4.5,4.8,4.5,4.8,5.1,6,5.1,6,4.8,5.7,4.5,4.5,4.2,4.8,449.06
1923270,2014/7/24,1,1.11111E+95,4.2,4.8,3.9,4.8,3.9,4.5,3.6,3.9,3.3,3.6,3.6,3.9,3.6,3.9,4.2,4.8,3.9,3.9,3.3,3.9,3.3,4.5,4.2,3.9,3,3.6,3.9,4.8,4.2,5.4,5.1,5.4,3.9,4.5,4.2,4.5,4.2,4.2,4.2,4.2,4.2,5.1,5.1,6,4.8,5.7,4.5,5.4,4.8,4.8,3.9,4.2,3.9,4.2,3.6,4.2,3.9,3.9,3.9,4.5,4.8,5.4,4.8,5.7,5.4,6.3,5.4,5.1,4.2,4.2,3.6,4.2,3.6,4.2,3.3,3.9,3.6,4.2,3.6,4.5,3.9,4.5,3.9,4.2,3.9,4.2,4.3869,4.3768,3.9,4.5,4.3262,4.3002,3.9,4.8,4.2067,4.169,412.77
1923270,2014/7/25,1,1.11111E+95,4.5,4.8,4.2,5.1,3.6,3.9,3,3.3,3,3,3,3.3,2.7,3.6,3.3,4.5,3.3,3.6,3,3.3,3.3,3,3,3.3,2.7,3.3,3,3.9,3.3,5.1,4.8,5.1,4.5,5.1,4.2,3.9,3.3,3.6,3.3,3.6,3.9,4.8,4.5,4.8,4.5,4.8,3.9,4.5,3.9,4.2,3.9,4.8,3.9,3.9,3.6,4.2,3.9,4.5,3.9,4.5,3.9,4.2,3.9,4.2,4.2,5.7,4.8,6,4.8,5.4,4.2,4.2,3.9,4.2,3.6,4.5,3.9,3.9,4.0659,4.075,3.6,4.2,4.0784,4.0833,4.2,4.5,4.0891,4.0778,3.9,4.5,4.0226,3.9948,3.6,4.2,3.6,3.6,384.09
1923270,2014/7/26,1,1.11111E+95,3.3,3.6,3.6,4.5,3.6,4.2,3.9,4.2,2.7,2.7,2.7,2.7,2.7,3,3,3.3,3,2.7,2.4,2.7,2.4,3.3,2.7,3.3,2.4,3.3,2.7,2.7,3,3.3,3.3,3.3,3,3.6,3,3.3,3,3.6,3.9,4.2,4.5,5.4,5.1,5.7,4.8,5.4,3.6,3.9,3.6,4.2,3,3.3,3.3,4.2,3.3,3.4831,3.468,4.2,3.3,3.4345,3.4329,3.9,3.9,3.6159,3.7726,4.2,4.2,3.9773,3.8799,3.9,3.6,3.6705,3.6731,4.2,3.6,3.7104,3.7331,3.9,3.3,5.1,4.5,4.8,5.1,5.4,5.1,5.4,3.9,4.5,3.6,3.9,3.6,4.5,3.3,3.9,3.3,4.2,355.25
1923270,2014/7/27,1,1.11111E+95,3.3,3.9,3.3,3.3,2.7,3,2.7,2.7,2.4,2.4,2.4,2.7,2.1,2.7,2.7,3,2.4,3.3,3.6,3.9,3.6,4.5,3.9,4.5,3.9,3.9,3.6,3.9,3.6,4.2,3.3,3.9,3,3.3,3,3.3,3.6,3.6,3.6,4.2,3.9,4.5,4.2,4.5,3.9,4.5,3.6,4.5,3.6,4.2,3.6,4.2,3.6,3.9,3.9,4.2,3.6,4.5,4.5,5.4,4.8,5.7,5.1,5.4,4.2,5.1,4.5,5.4,3.6,4.2,3.6,4.2,3,3.9,3,3.9,3.6,4.2,3.6,3.9,3.6,3.9,3,3.9,3,3.6,3.3,3.6,3,3.9,3.6,4.5,3.9,4.2,3.3,4.2,359.1
1923270,2014/7/28,1,1.11111E+95,2.7,3,2.4,2.7,2.4,3,2.4,3,1.8,2.4,2.7,2.4,3,2.7,2.7,2.7,3,3.6,3.9,3,2.7,2.4,2.4,1.8,1.8,1.8,2.1,1.5,2.4,2.7,3.6,3.3,4.2,3.3,4.5,3,3.6,3.3,3.9,3.3,3.9,3.6,4.2,3.6,4.2,3.3,4.8,4.2,3.9,3.9,3.9,3.6,4.2,3.6,3.9,3.3,3.6,3.0828,3.0721,3.3,4.2,3.078,3.1315,3.6,3.6,3.5413,3.6164,3.9,4.5,3.382,3.3093,4.8,5.1,3.2994,3.3115,3.3,3.6,3.3761,3.3963,3.3,3.6,3.9,3.6,3.3,3,3.3,3.3,3.3,3.9,3.3,3.9,3.6,3.3,3,3.6,3.6,317.1
1923270,2014/7/29,1,1.11111E+95,3.9,3.3,3.6,3.3,4.5,3.9,4.5,3.6,4.2,3.9,3.6,3,3,3.3,3.6,3.3,3.9,2.7,4.2,3.3,4.5,3,3.6,2.4,3.3,3.9231,3.9223,3,3.6,3.9481,3.9834,3.3,4.2,4.1142,4.1476,3.6,4.5,4.2127,4.2692,4.5,5.1,4.6247,4.689,5.4,6.3,5.4,6.6,5.1,4.8,4.5,5.1,4.5,4.8,4.2,4.8,4.5,4.8,4.2,5.1,4.2,4.5,4.5,5.1,4.2,5.1,4.2,4.5,3.9,4.2,3.6,4.8,4.2,4.5,3.9,4.2,3.6,3.6,3.3,4.2,3.3,5.1,4.8,5.1,4.5,5.4,4.5,4.5,3.6,3.9,3.3,3.9,3.3,3.6,3,3.6,3,395.83
1923270,2014/7/30,1,1.11111E+95,3.6,3,3.6,2.7,3.6,3,3.3,3.3,3.3,3,3,2.7,3,2.7,3,2.7,3.3,3.3,4.5,4.2,3.9,4.2,3.9,3.9,3,2.4,3,3,3.6,3.6,3.9,3.9,4.5,4.2,4.8,4.2,4.8,4.2,5.4,4.8,5.1,4.8,5.4,4.2,4.8,4.8,5.4,5.1,5.1,4.8,5.4,4.5,5.4,4.8,4.8,4.8,5.4,4.8,5.1,5.1,5.4,4.5,5.1,5.7,6.9,5.7,6.3,5.7,6,5.1,4.5,4.2,4.5,3.9,4.2,3.6,3.9,3.6,4.5,3.9,4.5,3.9,4.2,3.3,4.5,3.9,3.9,3.6,4.2,3.6,4.5,3.9,4.2,3.6,4.2,4.2,405
1923270,2014/7/31,1,1.11111E+95,4.2,3.6,5.4,5.1,5.4,4.2,4.8,4.2,3.6,3.3,3.6,3.3,3.9,3.3,3.3,3,3.9,3.9,4.2,4.2,4.2,3.3,3,2.7,3.3,3,3,3.6,3.9,3.9,3.9,3.9,4.5,3.6,3.9,3.9,3.9,3.9,3.9,4.5,5.4,5.1,5.4,5.7,6.6,4.5,5.1,5.1,5.1,4.8,5.1,4.8,5.1,4.5,5.4,4.5,5.1,4.2,5.1,4.5,4.5,4.5,4.8,4.8,5.1,5.1,6,5.1,5.4,3.9,4.8,4.5,4.5,3.9,4.5,4.2,4.2,3.3,4.2,3.9,4.2,4.2,4.5,3.9,5.1,4.2,5.4,4.2,4.8,4.5,5.1,3.6,3.9,3.3,3.6,3.6,414.6
1923270,2014/8/1,1,1.11111E+95,3.9,3,3.9,3,3.9,3.9,3.9,3.3,3.9,3.3,3.6,3.3,3.6,3.3,3.6,3,3.3,3.6,4.2,3.6,3.9,3.3,3.9,3,4.2,3.9,4.5,3.9,4.8,3.9,3.3,3.3,3.9,3.6,4.2,3.6,3.9,3.6,3.9,3.3,4.2,3.6,3.9,3.3,4.2,3.6,3.3,3,3.6,3.3,3.9,3.6,4.8,4.2,4.8,4.2,5.1,4.2,4.5,3.6,3.9,3.3,3.9,3.3,4.2,3.9,4.5,3.9,4.2,3.3,3.9,3.3,3.9,3,3.3,3,3.3,3.3,3.6,3.3,3.9,3.9,4.5,3.9,4.2,3.9,3.9,2.7,3,3,3,2.7,3.6,3,3.6,3.3,354.3
1923270,2014/8/2,1,1.11111E+95,3.6,3.3,3.6,3.3,3.6,3,3.3,3,3,2.7,2.4,2.4,3.6,3.6,4.2,3.3,3.9,4.2,4.5,3.3,3.3,3,3,2.4,2.7,2.7,2.7,2.7,3,2.7,3,3,3.3,3.3,3.3,3,3.6,3.3,4.2,3.6,3.6,3,3.3,3,4.8,4.2,4.8,4.5,5.1,3.4084,3.3737,3,3.6,3.2713,3.24,3,3.3,3.1934,3.1823,2.4,3,3.1882,3.2422,3.3,3.9,3.6541,3.7299,3.6,3.3,2.7,3,2.7,3.3,3.6,4.2,4.2,4.5,3.9,4.5,4.2,4.8,3.3,3.6,3,3.6,3.3,3.9,3.3,3.9,3,3.6,3,3.3,3,3.6,3.3,328.08
1923270,2014/8/3,1,1.11111E+95,3.3,3,3.9,3,3.9,3.2059,3.1786,3.6,3.9,3.2038,3.2834,3.3,3.3,3.6208,3.7007,3.3,3,2.7,3.3,2.4,3,2.7,3.3,2.7,3,2.4,2.7,2.4,3.3,2.7,3,3,3.3,3,3.3,3,3.9,3.9,4.2,4.2,4.5,5.4,4.2,4.2,3.6,3.9,3.6,4.5,3.9,4.2,3.6,4.2,3.6,3.9,3.3,4.5,3.3,3.9,3.6,3.9,3.3,3.9,3,3.9,3.9,4.8,3.9,5.1,3.9,3.9,3.6,4.2,3.6,3.9,3,3.9,3,3.3,3.6,4.5,4.5,4.5,3.9,4.5,3.6,4.2,2.4,3,2.4,2.7,2.7,2.7,2.4,2.7,2.7,2.7,336.69
1923270,2014/8/4,1,1.11111E+95,2.4,3,2.4,2.4,2.4,2.4,2.1,2.4,2.1,2.4,2.1,2.4,2.4,3.3,3,3,2.7,2.4,3,3.9,3.3,4.2,3.3,3.9,3,3,3,3.3,3.3,3.9,3,3.6,3,3.6,3.3,4.2,3.6,4.2,3.9,3.9,3.9,4.8,4.2,5.1,4.2,5.4,4.5,5.1,4.2,4.8,4.2,5.1,4.5,4.8,4.2,4.8,4.5,4.2,4.2,4.5,3.9,4.2,3.9,4.8,3.9,3.9735,4.0513,5.1,3.9,3.8212,3.7483,5.7,5.1,3.7356,3.7468,5.1,3.9,4.2,3.9,4.2,3.6,4.2,3.6,4.2,3.6,4.5,3.6,4.2,3.6,4.2,3.6,3.9,3.6,4.2,3.3,4.2,360.88
1923270,2014/8/5,1,1.11111E+95,3.6,3.6,3.3,4.2,3,3.9,3,3.3,2.7,4.2,4.2,4.5,4.2,4.8,4.5,4.8,3.9,3.9,2.7,3.3,3,3.6,3.3,3.3,2.7,3.3,3,2.7,2.7,3.3,3.3,3.3,3,4.2,3.6,4.2,3.6,4.2,3.9,4.5,4.2,4.8,4.8,5.7,4.5,5.1,3.9,5.1,3.9,4.8,4.2,5.1,4.2,4.2,3.9,4.5,4.2,4.5,5.1,5.4,5.1,5.7,5.1,5.4,3.9,4.8,4.5,5.1,3.9,4.8,4.8,4.8,4.2,4.2,3.9,3.9,3.6,4.2,3.9,4.5,3.9,4.5,3.9,4.2,3.6,4.2,3.6,4.2,3.6,3.9,3.9,4.2,3.6,4.2,3.6,4.5,390.3
1923270,2014/8/6,1,1.11111E+95,4.5,4.8,4.2,5.1,4.2,4.2,3.6,3.6,2.7,3.6,3,3.9,3,3.9,3.6,4.2,3.3,3.6,2.7,3.3,2.7,3.9,2.7,3.6,2.7,3.3,3.3,3.3,3.3,3.9,3,3.6,3.3,3.9,3.3,4.2,4.2,5.1,3.9,4.5,4.2,5.4,5.4,6.6,5.7,6.6,5.4,5.4,4.5,4.8,4.2,5.1,4.8,4.8,4.5,4.8,4.5,5.1,4.2,5.1,4.2,4.8,4.5,5.4,4.5,6,5.1,6,4.5,5.4,4.2,4.5,3.9,4.2,3.6,4.2,3.9,4.8,3.9,4.8,3.9,4.2,3.6,4.5,4.8,6,4.8,5.7,4.5,5.4,4.2,4.2,3.6,3.9,3.6,3.9,411
1923270,2014/8/7,1,1.11111E+95,3,3.9,3.6,3.6,3.3,3.6,3,3.9,3,3.6,3,3.9,3.3,3.6,3,4.2,3.3,3.9,2.7,3.6,2.7,3.3,2.7,4.2,4.2,4.5,4.5,4.8,3.9,3.9,3.3,4.2,3.9,4.5,3.3,4.2,3.9,4.2,3.6,4.2,3.9,4.5,4.2,5.1,4.5,4.5,3.9,5.1,3.9,4.8,3.6,4.8,4.2,4.8,3.9,4.8,4.2,5.1,4.2,4.8,3.9,4.5,3.6,4.5,4.2,5.1,4.5,5.1,5.1,5.7,4.5,5.4,4.8,5.7,4.2,4.2,3.6,4.8,4.2,4.5,3.6,4.5,3.6,3.9,3.6,4.2,3.3,4.5,3.6,3.9,3.6,3.9,3.6,3.9,3.3,4.2,389.1
1923270,2014/8/8,1,1.11111E+95,3,3.9,3.3,3.6,3.6,4.5,4.2,4.5,3.9,4.5,4.2,3.3,3.3,3,3.9,3.3,3.9,2.7,3.3,2.7,3.3,3,3.6,2.7,3.3,3.861,3.8603,3.3,4.2,3.8863,3.9216,3.3,3.9,4.0518,4.0848,4.2,4.8,4.1488,4.205,4.2,4.5,4.2,5.7,4.8,5.4,4.8,6,5.4,5.1,4.2,4.5,3.6,4.2,3.3,3.9,3.6,4.2,3.9,4.2,3.6,4.5,3.9,4.5,4.2,5.4,4.8,5.1,4.5,5.1,3.9,4.2,3.3,4.2,3.3,4.2,3.9,4.2,3.9,4.5,3.9,4.2,3.9,5.7,4.8,5.1,5.1,5.1,4.5,3.9,3.6,3.9,3.6,3.9,3,3.3,3.3,389.92
1923270,2014/8/9,1,1.11111E+95,3.6,3.3,3.6,2.7,3.6,3,3.3,2.4,3,2.7,3.3,2.7,3.3,2.7,4.2,4.2,4.5,3.9,4.5,3.9,3.6,2.7,3.1113,3.0228,3,2.7,2.9531,2.9574,3.3,2.4,3.0165,3.0596,3,2.4,3.1663,3.1836,2.7,2.4,3,2.7,3,2.4,3,3,2.4,2.4,3.3,2.7,3.3,3.3,3.9,3.3,3.6,3.3,3.6,3.3,3,2.4,2.7,2.4,2.7,2.7,2.7,2.7,3.6,3.3,3.9,3.6,3.6,3.3,3.3,3.3,3.3,2.4,3.3,2.7,3,2.4,2.7,2.4,2.7,3.3,3.9,3,3.6,3.3,3.6,3.9,4.5,3.6,4.5,3.9,4.2,3,2.7,2.7,304.37
1923270,2014/8/10,1,1.11111E+95,2.7,2.4,2.7,2.7,2.7,2.7,2.4,2.4,2.4,2.4,2.7,2.4,3,2.4,2.4,2.4,3,2.7,3,3,2.7,2.4,2.8487,2.7605,2.4,2.1,2.6922,2.6969,3.3,3,2.7562,2.7987,3.9,3,3.3,2.7,2.7,2.7,3,2.4,3.6,2.7,3.9,3,3.3,3,3.3,3.3,3,2.7,2.7,2.7,2.7,2.4,2.4,2.1,2.7,2.4,2.7,2.4,3.6,3.3,3.9,3.3,3.3,3.6,3.3,2.4,2.4,2.4,2.7,2.1,3,2.1,3,2.7,3.3,2.7,3,3.6,3.6,3.6,3.6,3.3,3.6,3,3.3,3,3.6,2.7,3.3,3.3,3.9,3.3,3.9,3.3,279.65
1923270,2014/8/11,1,1.11111E+95,3.6,2.4,2.1,1.8,1.8,2.1,1.8,1.5,2.1,1.5,1.8,1.5,2.4,1.8,2.4,2.1,2.7,2.4,2.1,2.4,3,1.8,2.4,1.5,1.8,1.5,2.1,1.8,2.7,2.7,3.6,3.3,4.5,3.3,3,2.4,2.7,2.7,2.7,2.7,3.6,3.3,3.9,3.3,3.6,3.3,3.3,3.3,3,3.3,2.4,3,2.7,3,3,3.9,3.3,3.3,3.6,3.6,3.6,3.9,3.3,4.5,3.6,4.2,3.3,4.2,3,3,3.9,4.2,3.6,3.9,3.9,4.2,3.9,3.3,2.7,3.3,3.3,3.3,3.047,3.0495,3,3.3,3.0452,3.0294,2.7,3.6,2.958,2.9242,3,2.7,2.8061,2.7598,282.22
1923270,2014/8/12,1,1.11111E+95,2.4,2.7,2.4,2.7,2.4,2.3072,2.283,3.6,3,2.3132,2.3926,3.6,2.1,2.7237,2.8004,2.4,2.1,2.7,2.4,2.1,1.8,2.4,1.5,3,2.4,2.1,1.8,2.1,1.8,2.1,2.1,2.4,2.1,3,2.7,3,2.4,2.7,2.7,3,3.6,4.8,4.5,4.5,3.6,4.2,3.6,2.7,2.4,2.4,2.4,2.4,2.4,2.7,2.4,3.3,2.7,3,2.4,2.1,1.8,2.4,1.8,2.1,2.1,2.7,2.7,2.7,2.1,3,3,3.6,3.3,3.9,3,2.7,2.1,3,2.1,2.4,2.1,2.4,2.1,2.4,2.4,2.7,2.4,2.7,2.4,2.1,1.8,2.1,1.8,2.4,2.1,2.7,249.72
1923270,2014/8/13,1,1.11111E+95,2.1,2.4,2.7,3.6,3,3.3,3,3.6,3,3,2.1,2.7,2.1,3,2.7,2.7,2.7,2.7,2.4,2.7,2.4,2.4,1.5,1.8,1.8,2.4,2.4,3.3,2.7,2.4,2.4,3.3,2.7,2.7,2.1,3.3,3.6,4.8,4.2,5.4,4.2,3.9,3.3,4.2,3.3,4.2,3.9,4.2,3.9,3.9,3.3,4.2,3.3,3.3,3.6,3.9,3.3,3.6,3,3.3,3,3.6,3.3,4.2,3.9,3.9,3.9,4.5,3.3,3.9,3.9,4.5,4.5,4.8,4.2,4.8,3.9,4.2,3.3,3.6,3,3.3,3.3,3.3,3.3,3.6,3,3.6,3.3,3.6,3,3.6,3,3.6,3.3,3.3,319.2
1923270,2014/8/14,1,1.11111E+95,2.7,3,2.4,3,2.4,2.7,3,2.7,3.6,3.3,3.3,3.9,3.3,3.9,3.3,3.3,3.3,3.3,2.7,3.3,3.3,2.4,2.4,2.4,2.4,3,2.4,3,2.4,3,3,3,3.6,5.1,3.9,4.5,3.6,3.9,3.3,4.8,4.2,5.4,4.2,4.8,3.9,3.6,2.7,3.3,3.3,3.6,3.3,3.6,3.3,3.6,4.2,4.8,4.2,4.8,4.2,4.5,3.9,4.2,3,2.7,2.7,3.9,3.6,3.9,3,3.3,2.4,3,2.7,2.7,2.1,2.4,2.4,3,2.7,2.7,2.1,3.3,2.7,3.3,2.4,2.7,3.3,3.6,3.3,3.6,3.6,4.2,3,2.4,2.4,3,316.5
1923270,2014/8/15,1,1.11111E+95,2.4,2.4,1.8,2.1,1.8,1.8,1.5,1.5,1.5,2.1,1.5,2.4,2.1,3,2.1,2.7,3,3,2.7,2.7,2.7,3.9,3,3.3,3,3.3,2.7,2.1,1.8,2.4,2.1,3,2.7,3.3,2.7,3.3,2.4,3,2.4,2.7,2.4,3,3,3.6,2.7,3,3,3,2.4,2.7,2.1,2.4,2.4,2.7,2.1,2.7,3,3.6,3,3.6,3,3.6,3.3,2.4,1.8,2.7,2.4,2.4,2.7,2.7,2.1,2.4,1.8,2.7,2.4,2.7,2.4,3,2.7,3,2.7,3.3,2.7,3.3,3,3,2.4,3,2.4,2.4,2.4,2.7,2.1,3.6,3,3.6,254.1
1923270,2014/8/16,1,1.11111E+95,3,3.6,2.7,2.4,1.8,2.1,2.1,1.8,1.8,1.8,1.5,1.8,1.8,1.8,1.8,3,2.4,2.1,2.4,3.3,2.4,3,3,2.7,1.8,2.4,1.8,1.8,1.8,2.1,2.7,3.6,3,3.6,3.3,4.5,4.2,4.5,3.3,2.7,2.4,3.3,3.3,3.6,2.4,2.7,3,3.6,2.7,3.3,3,2.4,2.7,3,2.4,3,2.7,3,2.7,3.3,3,3.3,3,3,3,4.2,3.3,3.6,2.4,2.7,2.1,3.9,3,3.6,3.3,3.9,3,3.9,2.4,2.7,2.7,3.6,3,3,3,3.3,2.7,2.7,2.1,2.7,2.4,2.4,2.4,2.7,2.4,2.7,268.8
1923270,2014/8/17,1,1.11111E+95,2.4,2.4,2.4,2.1,1.8,2.1,2.1,3,3,3.6,3,3.9,3.3,4.5,2.7,3.3,3,2.4,2.1,1.8,2.1,2.7,2.1,2.4,2.1,2.4,1.8,2.1,2.1,2.1,1.8,1.8,1.8,1.8,1.8,2.1,1.5,2.1,1.5,1.5,3,3.6,3.3,3.6,3,3,1.5,2.1,2.1,2.1,1.8,2.1,2.7,2.7,2.1,2.7,2.4,2.7,2.4,2.7,2.1,2.4,1.8,2.1,2.7,3,2.4,3,2.4,3,2.7,3,2.7,3,2.4,2.7,1.8,1.8,1.8,2.1,1.8,2.1,1.2,1.8,1.5,2.1,1.5,1.5,1.5,1.8,1.8,1.8,1.2,1.5,1.2,1.5,220.8
1923270,2014/8/18,1,1.11111E+95,1.2,1.5,1.5,1.5,1.8,2.4,2.4,2.4,2.1,3,2.4,1.8,1.5,2.1,2.1,2.4,1.8,1.8,0.9,1.5,1.5,1.8,1.8,1.8,1.5,1.8,1.5,1.5,1.2,1.2,1.5,1.8,2.1,1.8,1.5,1.8,1.8,2.1,2.1,2.7,3,4.2,3.3,4.2,3.3,3.6,2.1,2.1,1.8,2.4,1.8,2.1,1.8,2.1,2.1,2.1,1.8,2.1,1.5,1.8,1.5,1.8,1.5,1.8,1.8,2.7,2.1,2.7,2.1,1.8,3,3.3,3,3.6,3.3,3.3,2.4,3,2.4,3,2.4,3,2.4,3.3,2.4,3,2.1,2.7,2.4,2.7,2.4,2.7,2.1,2.7,2.4,2.1,213
1923270,2014/8/19,1,1.11111E+95,2.4,3,3,3.3,3,3,3,3.6,2.4,2.4,2.4,2.4,2.7,2.1,3.3,2.7,3,1.8,2.1,2.1,2.1,1.8,3,2.7,2.4,2.1,2.7,1.8,2.1,1.8,1.8,1.8,1.5,2.1,2.7,2.7,3,2.7,3,2.4,2.7,2.1,2.7,2.1,1.8,1.5,1.5,1.8,2.1,1.5,1.8,1.8,1.2,1.2,1.5,1.2,1.5,1.5,1.8,1.5,1.5,1.8,3,2.4,3.9,3.3,3.3,3.3,3.3,1.5,1.5,1.5,1.5,1.8,1.5,1.5,1.8,1.8,2.1,2.1,2.1,1.5,2.1,1.8,2.1,2.4,2.1,1.8,2.1,1.5,2.4,1.8,1.8,2.1,3.3,3,213
1923270,2014/8/20,1,1.11111E+95,3.3,2.7,3,2.7,2.1,1.2,1.5,1.2,1.5,1.5,2.1,2.1,2.1,1.8,2.7,2.1,2.1,1.5,1.5,1.5,1.5,2.1,2.7,2.1,2.1,1.8,2.1,1.8,1.5,1.8,1.8,2.4,3.3,2.4,3.3,2.4,2.4,1.5,2.1,2.1,2.1,2.1,2.4,1.8,2.4,1.5,1.8,1.8,1.8,1.5,1.8,1.5,1.5,1.5,1.5,1.2,1.5,3,2.7,2.4,2.7,2.4,2.7,2.1,2.1,2.1,2.1,1.8,1.8,1.2,2.0893,2.066,2.1,1.5,2.1013,2.1181,1.5,1.2,2.1869,2.1937,2.1,1.8,2.1873,2.1877,3,2.7,2.1749,2.1554,3,3,2.0705,2.0317,1.5,1.5,2.1,1.2,195.96
1923270,2014/8/21,1,1.11111E+95,1.8,1.2,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.5,1.5,1.5,1.8,1.5,2.1,1.8,2.4,1.8,1.5,1.8,2.7,2.4,3.9,3,3,2.4,1.5,1.5,1.5,1.5,1.8,1.2,1.8,1.5,2.1,1.5,1.5,1.5,2.4,1.5,2.7,2.4,2.4,2.1,2.7,1.8,2.1,2.4,2.4,2.4,2.7,2.1,2.7,2.4,2.7,2.4,3,3.6,4.5,3.6,3.9,3.3,4.2,3,3,3,2.7,2.7,2.7,2.1,2.3914,2.3677,2.7,2.1,2.401,2.4174,2.7,2.4,2.4864,2.4936,2.7,2.4,2.4888,2.4899,2.7,2.7,2.48,2.4619,2.7,3.3,3.6,3.3,3.9,3,4.2,3.3,226.98
1923270,2014/8/22,1,1.11111E+95,3,1.8,2.1,1.8,1.8,1.5,1.5,1.8,1.5,1.8,2.7,2.1,2.4,1.5,1.8,2.1,2.7,1.8,1.5,1.2,1.8,1.5,2.1,1.8,2.4,2.7,3.6,2.7,3.6,3,3.6,2.1,2.4,1.5,2.4,1.8,2.4,2.9122,2.9618,3.3,3.3,3.3038,3.3681,3.3,3.3,3.1133,3.0125,2.7,3.3,2.8712,2.8432,2.7,3.3,2.757,2.7296,2.7,3.6,3,3.6,3.6,4.5,3.9,4.5,4.5,5.4,4.5,4.2,3.6,3.3,3,3.3,2.7,3.6,2.7,3,2.4,3.3,2.7,3.3,3,3.3,3,3.6,3.3,3.9,3.6,3.9,3.3,3.3,3,3,2.7,3.3,3.6,4.2,3.9,277.67
1923270,2014/8/23,1,1.11111E+95,4.2,3.3,3.9,3,2.4,1.8,2.1,2.1,2.7,2.1,2.7,2.1,2.7,2.4,2.7,3.3451,3.3747,2.7,2.4,1.8,2.1,3.1434,3.0389,2.7,3,2.7,3,2.1,2.7,2.1,2.4,2.1,2.4,2.1,3.3,3.3,3.9,3.6,4.5,3.9,4.2,3.9,4.5,4.2,4.2,3.3,4.2,3.6,4.2,3,3.6,3,3.3,2.7,3.3,2.7,3,3,3.3,2.4,3.3,2.7,3,2.7,3.3,3.3,4.5,3.6,4.2,3.3,3.6,3,3.3,3,3.3,3.3,3.3,3.3,4.5,3.6,3.9,3.6,4.2,3.3,2.7,2.7,3,2.7,3,2.7,3,2.4,2.7,2.4,3,2.4,297.3
1923270,2014/8/24,1,1.11111E+95,2.7,2.1,2.7,2.1,2.4,2.4,2.4,1.8,2.1,1.8,2.1,1.8,2.7,2.7,3.3,3,3.6,3.9,4.8,4.2,5.1,4.2,4.5,2.7,2.7,2.4,2.7,2.4,3,3,3.6,3,3.3,2.7,3,2.4,2.7,2.7,3.3,3,3.9,3.6,3.9,3.6,4.2,3.6,4.5,3.9,4.5,3.9,4.2,3.9,3.9,3.6,3.9,3.6,4.2,3.3,3.3,3,3.6,3.3,4.2,4.2,4.5,3.9,5.1,4.5,4.8,3,4.2,3.3,3.6,3,3.9,3.3,3.6,3.3,3.9,3,3.3,3,3,3,3.3,3,3.3,3,3,2.7,3.6,2.7,3.3,2.4,3,2.4,317.7
1923270,2014/8/25,1,1.11111E+95,4.2,3.3,3.9,3.3,3.9,3.6,3,2.4,3,2.4,2.7,3,3.3,3.3,3.9,2.4,3,3,3.3,3,3,2.7,2.7,2.1,2.4,2.4,2.7,2.4,3,2.7,2.4,2.7,3.6,4.2,3.3,3.9,3.3,3.9,2.4,3,3,3.9,3.6,4.2,3.6,3.6,3,4.2,3,3.6,3,3.3,3,3.3,3.3,3.6,3,3.6,2.7,3,3,3,3,3.3,3.3,3.9,3.6,3.6,3.6,4.8,4.2,4.5,4.2,4.2,4.2,4.2,3,3.3,2.7,3,2.4,3,2.7,2.7,2.7,3.3,2.4,3,2.4,3.3,2.4,3,2.1,3,2.7,3,306.9
1923270,2014/8/26,1,1.11111E+95,2.7,2.7,3,2.7,2.4,2.4,2.4,3.9,3.3,3.6,3,3.9,3.9,3.6,3,2.7,2.1,3,3,3.6,2.7,3,2.1,2.7,2.1,2.7,2.4,3,2.4,2.4,2.4,3,2.7,3,2.7,3,2.7,3.3,3,3,3.3,3.3,3,3.3,2.7,3.6,3,3.3,2.7,3.9,3.9,4.5,3.6,3.9,3.6,3.6,2.4,2.7,2.7,2.7,2.7,3.6,2.967,3.0743,3,3.9,3.3,3.6,3,3.6,3,3.3,2.7,3.6,3,3.3,2.7,3.3,2.7,3.6,3,3.3,3,3.6,3.3,4.5,3.6,4.5,3.9,4.2,3.6,3.6,2.7,3,2.4,3.3,300.34
