ycid,time,a,b,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,sum
1923270,2015/2/15,1,1.11111E+95,3.3,3,3.3,2.7,3,2.7,3,2.7,4.2,3.6,4.2,3.9,4.8,4.2,5.7,4.8,5.7,4.5,4.5,3.3,3.3,2.7,3.3,3,3.3,2.7,3.6,3,3.9,3.6,4.5,3.6,3.6,3.3,3.3,3.6,4.2,3.6,4.8,4.2,4.8,4.5,5.4,5.1,6,4.8,5.1,3.6,4.5,3.6,4.2,2.7,3,2.4,3.3,2.7,3,2.7,2.7,2.7,3,2.4,3,2.7,3,3,3.6,3.3,4.8,4.2,4.5,3.6,4.5,3.6,4.2,3.6,4.2,3.3,4.2,3.6,3.9,3.3,3.6,3,3.9,3,3.3,3,3.6,3.3,3.6,3,3.3,3,3.6,3,350.7
1923270,2015/2/16,1,1.11111E+95,3.3,3.9,4.2,3.6,4.5,3.6,4.2,3.6,4.2,3.6,4.5,4.5,5.7,4.8,5.7,3.9,4.8,4.2,3.9,3,3.6,3.3,3.3,2.7,3.3,3,3.3,3,3,2.7,2.4,2.4,3.3,3,3.9,3.6,4.2,3.9,4.2,3.6,3.9,3.3,3.9,3.6,3.9,3.3,2.4,1.8,1.8,1.2,1.8,1.5,1.8,1.2,1.5,1.2,1.5,1.5,2.4,2.1,2.4,2.1,2.4,2.4,2.4,2.4,2.7,2.4,2.7,2.1,3,2.1,3,2.4,2.4,1.8,2.4,1.8,1.8,1.5,1.5,1.5,1.8,1.5,1.8,1.5,1.8,1.5,2.1,1.8,2.1,2.1,3,2.7,3,2.7,273.6
1923270,2015/2/17,1,1.11111E+95,3.3,2.7,3.3,3,3,2.7,3.3,2.4,3.3,2.7,2.4,1.8,1.8,1.8,2.1,1.5,1.8,1.8,1.8,1.2,1.8,1.5,1.8,1.5,1.5,1.5,2.4,3,3,2.4,3.3,2.4,2.7,2.7,2.7,2.7,2.7,1.8,1.8,1.5,2.1,1.5,2.1,1.5,2.1,1.2,1.2,1.5,1.2,1.5,1.5,1.2,1.5,0.9,1.5,1.2,1.2,1.2,2.1,2.1,2.1,2.1,2.4,1.8,2.4,2.1,2.4,2.4,2.4,2.1,2.4,1.8,1.5,1.2,2.1,1.5,1.8,1.5,1.8,1.5,1.8,1.5,1.8,2.1,2.4,2.4,2.7,2.7,3.6,3.6,3.9,3.6,3.6,3.3,3.9,3.3,208.2
1923270,2015/2/18,1,1.11111E+95,3.9,3.3,4.2,3.6,3.9,3.9,4.2,3.6,4.5,3.6,4.2,3.6,4.2,3.9,4.5,3.9,4.2,3.9,3.3,2.7,3.3,3,3.6,3,3.3,3,3.3,3,3.3,3,3.3,2.1,2.4,2.1,2.4,2.7,3.3,2.7,3.3,3.3,3.6,3.3,3.6,3,3.6,3.3,3.3,3,2.4,2.4,2.4,2.1,2.7,2.1,2.4,2.1,2.1,2.1,2.4,2.1,2.4,2.1,2.4,2.7,3.6,3.3,3.6,3,3.6,3.3,3.3,3.3,4.2,3.3,3.9,3.3,3.6,3.3,3.6,3.3,3.6,3.3,3.9,3.3,3.9,3.6,3.6,3.3,3.9,3.3,4.2,3.9,3.6,3.6,3.6,3.6,313.8
1923270,2015/2/19,1,1.11111E+95,4.5,3.6,4.2,3.3,3.6,2.7,3,2.7,2.7,2.7,3,2.7,3,2.7,3.3,3,3,2.7,3.3,3.3,4.2,3.6,4.2,3.6,3.9,3.9,3.9,3.3,4.2,3,3.3,3.3,3.6,3.3,3.9,3.3,2.7,2.1,2.7,2.4,2.7,2.4,2.7,2.4,2.7,2.1,3,2.1,3,2.4,2.7,2.1,2.7,2.7,2.7,3,3,2.7,3,2.7,2.7,2.7,3.3,3,3,2.4,2.4,1.8,2.1,2.1,2.4,2.1,2.4,2.1,2.7,2.1,2.7,2.1,2.4,2.1,2.4,2.4,3.9,3.6,4.2,3.3,3.9,3.6,3.9,3.3,3.9,3.3,4.2,3.3,3.9,3.6,289.5
1923270,2015/2/20,1,1.11111E+95,4.5,3.3,3.9,3,2.7,2.4,2.7,2.4,2.7,2.4,2.7,2.4,3,2.7,2.7,2.7,3.3,2.7,3.3,3.6,3.9,3.3,3.9,3,3.6,3.3,3.9,3.3,3.9,3.3,3.9,2.7,2.7,2.4,2.7,2.7,3.3,2.7,3,2.4,2.7,2.4,2.7,2.4,3,2.4,2.7,3,3.6,3,3.6,3.3,3.9,3.3,3.6,2.7,3.3,3,3,2.7,2.7,2.1,2.1,2.1,2.1,2.1,2.4,2.1,2.1,2.1,2.4,2.1,2.4,2.1,2.1,2.1,2.1,3,3.3,3,3.9,3,3.6,3,3.6,3.3,3.6,3.3,2.7,1.8,2.1,1.8,2.1,2.1,2.4,1.8,273.9
1923270,2015/2/21,1,1.11111E+95,2.4,2.1,2.4,1.8,2.4,1.8,2.4,2.1,2.7,3,3.3,3.3,3.3,3.6,3.6,3,3.6,3,3,2.1,2.4,1.8,2.4,1.8,2.1,1.8,2.1,1.8,2.7,2.1,2.4,2.1,2.4,2.1,2.4,2.1,2.4,2.1,3.3,3.3,3.6,3,3.6,3.3,3.9,3.3,3.6,2.7,2.7,1.5,2.1,1.5,1.8,2.1,2.1,1.8,2.1,1.5,2.1,1.8,2.1,1.8,1.8,1.5,2.1,1.8,3,2.7,2.7,2.7,2.7,2.4,3,2.7,3,2.7,2.7,2.7,2.7,1.8,2.1,2.4,3,2.4,3,2.4,2.7,2.4,3,2.1,2.7,2.4,2.4,2.1,3.3,3,240.6
1923270,2015/2/22,1,1.11111E+95,3.6,3.3,3,3,3,3,3.6,3,2.7,2.1,2.4,1.8,2.7,1.8,2.4,2.1,2.4,1.8,2.4,2.1,2.1,2.4,2.1,1.5,1.8,1.8,2.1,2.4,2.7,2.4,3.3,2.7,3.6,3,3.6,3,3.3,2.4,1.8,2.1,2.4,1.8,2.4,2.1,2.4,2.1,2.4,2.1,2.4,1.8,2.4,2.1,2.7,2.7,3,2.7,2.7,2.7,3,2.4,3.3,2.7,3,2.7,3,2.7,2.4,1.8,2.1,1.8,2.1,1.8,2.4,1.8,2.1,2.1,1.8,1.8,1.8,1.8,2.1,1.5,2.1,3,3.3,2.7,3.6,3,3,3,3.3,2.7,3.6,3,3.3,3,241.8
1923270,2015/2/23,1,1.11111E+95,3.6,3,3.3,3.3,3.3,3.3,3.6,2.4,2.7,2.4,2.4,2.4,2.7,2.4,3,2.4,2.7,2.4,2.7,2.4,2.7,3,3.6,3,3.9,3,3.6,3,3.6,3,3.6,3,3.6,3,3.6,3,2.7,2.4,2.4,2.1,2.7,2.4,2.4,2.1,2.4,2.1,2.4,2.1,2.7,2.1,2.4,2.1,2.4,2.7,3.6,3,3.3,2.7,3.6,3,3.3,3,3.3,3,3.6,2.4,2.1,2.1,2.4,1.8,2.4,2.4,2.4,2.1,2.7,2.7,2.7,2.7,3,2.4,2.7,2.4,2.7,3,3.6,3.3,3.6,3,3.3,3.3,3.6,3,3.6,3.3,3.6,3.3,274.2
1923270,2015/2/24,1,1.11111E+95,2.7,2.1,3,2.4,2.7,2.4,2.4,2.4,2.7,2.4,2.7,2.1,3,2.4,2.7,2.4,2.7,3,3.6,3.3,3.6,3.3,3.6,3,3.6,3,3.9,3,2.7,2.1,2.7,2.7,2.4,2.1,2.7,2.4,2.4,2.4,2.7,2.1,2.7,2.4,2.7,2.1,2.7,2.1,3.6,3.3,3.6,3,3.6,3.3,3.6,3,3.9,3.6,3.6,3.3,3.9,2.4,2.7,2.4,2.7,2.4,3,3,2.7,2.7,2.7,2.4,2.7,2.7,3,2.7,3,3,3.9,3.3,3.6,3.3,3.6,3,3.9,3.3,3.6,3.3,3.6,3,3.9,3,3.6,3,3,2.4,2.4,2.4,280.8
1923270,2015/2/25,1,1.11111E+95,2.7,2.1,2.4,2.4,2.7,2.1,2.4,2.4,2.4,2.1,2.7,3,3.6,3,3.6,3,3.3,3,3.3,3,3.3,3.3,3.3,3,2.4,1.8,2.1,2.1,2.1,2.1,2.4,1.8,2.7,2.1,2.7,2.1,2.4,2.1,2.4,2.1,3,3.3,3.9,3.3,3.6,3.6,3.9,3.3,4.2,3.3,3.9,3.3,3.9,2.7,3,2.4,3,2.4,3,2.7,3.6,2.7,3,3,3.6,3,3.6,4.2,4.8,3.9,4.8,3.9,4.8,3.9,4.8,3.9,4.8,4.2,4.8,4.2,4.8,3.6,3.3,3.3,3.3,3,3.6,3,3.9,3.3,3.9,3.6,3.6,3.3,3.6,3.9,305.7
1923270,2015/2/26,1,1.11111E+95,4.5,4.2,4.8,3.9,4.8,4.5,4.8,4.5,5.4,4.5,5.7,4.8,5.4,4.2,4.2,3.6,4.2,3.9,4.2,3.6,3.9,3.6,3.9,3.3,3.6,3.3,4.5,4.5,5.7,5.4,5.7,5.1,4.8,3.9,4.8,5.1,5.1,4.5,5.4,4.5,5.7,5.7,5.1,3.6,4.5,3.3,3.9,3.3,3.3,3.3,3.6,3.6,4.2,3.9,5.4,4.8,5.4,4.8,5.4,5.1,5.4,4.8,5.1,4.5,5.7,5.4,4.9405,4.9226,6.3,4.8,5.7,4.8,5.7,4.8,5.4,4.5,5.4,4.5,6,5.4,6,4.5,4.8,4.5,5.1,4.2,5.1,4.2,5.1,4.5,5.4,4.5,5.1,4.5,5.1,5.1,449.96
1923270,2015/2/27,1,1.11111E+95,6,4.8,5.7,5.1,5.7,5.4,5.4,4.8,5.7,4.8,5.4,4.8,4.8,4.5,4.8,4.2,4.8,4.2,3.9,3.3,3.9,3.3,3.9,3.3,3.9,3.9,5.4,4.8,5.4,4.8,4.5,4.2,4.8,5.1,6.6,5.4,6.3,5.4,5.7,5.4,6.3,5.1,6.6,6,7.2,5.4,6.3,5.4,6.3,5.4,6.3,5.4,6.3,5.7,6.3,5.4,6.6,5.7,6.9,5.7,6.3,6.3,6.9,5.7,7.5,6.3,7.2,6.3,7.5,6.6,7.2,6,7.2,5.7,6,4.8,5.1,4.5,5.1,4.2,4.8,4.2,5.4603,5.4685,5.1,4.8,5.7,5.1,6,4.8,6,5.1,5.7,5.4,6,5.4,521.83
1923270,2015/2/28,1,1.11111E+95,6,5.4,5.7,5.7,6,5.1,5.7,5.4,5.7,4.8,5.7,4.8,5.4,4.8,5.7,4.2,4.8,3.9,4.8,4.2,4.5,4.2,4.5,3.9,4.2,4.5,5.4,5.1,6.3,6.6,7.5,5.4,6.3,6.3,6.9,6,7.2,6,6.9,6.6,7.2,6.9,8.4,7.2,8.1,6.6,7.2,6,7.2,6,6.6,5.7,5.4,5.1,5.7,4.8,6,4.5,5.4,4.8,5.4,4.8,5.4,6,6.9,6.3,7.2,6.3,7.8,6.3,7.2,5.7,6.3,5.4,6.3,5.4,6.6,5.7,6.6,5.7,6,5.4,6.3,5.7,6.3,5.4,6.3,5.4,6.3,5.4,6.6,4.8,5.4,5.1,5.4,4.8,556.8
1923270,2015/3/1,1,1.11111E+95,5.4,4.8,5.4,5.1,5.7,4.5,5.4,5.1,6.3,6,6.3,6.3,7.2,6.6,8.1,6.9,7.8,6.6,7.5,5.7,6.9,5.4,6,5.4,6.3,5.4,6.3,5.4,6.6,5.1,6,5.4,5.4,5.1,6,5.1,6,5.4,5.7,5.1,5.7,5.1,6.3,5.7,6.3,4.8,5.4,4.8,5.1,3.9,4.5,3.6,4.2,3.3,3.9,3.6,3.9,3.6,3.3,3,3.3,2.7,4.2,3.6,4.5,4.8,5.4,4.8,5.4,3.9,4.5,3.9,4.2,3.9,4.8,3.9,5.1,3.9,4.8,4.8,5.1,5.1,5.7,4.8,5.4,5.1,5.7,4.8,5.4,4.8,4.8,3.9,4.5,3.9,4.2,3.9,490.2
1923270,2015/3/2,1,1.11111E+95,4.2,3.9,4.2,3.6,4.2,3.9,4.2,3.9,4.5,4.5,6.6,5.7,6,6.3,6.9,6,7.5,6.3,6.9,5.7,6.3,5.4,5.7,5.4,5.7,5.1,6.3,5.4,6,4.2,4.2,3.6,4.2,3.9,4.2,4.2,4.5,3.6,4.5,3.9,4.5,3.6,4.2,4.8,5.4,4.2,4.8,3.9,5.1,4.2,4.8,4.2,4.8,4.2,4.5,4.2,4.8,4.2,4.5,3.9,4.5,3.9,4.5,4.2,5.1,4.8,4.8,4.2,4.5,3,3.3,3,3,3,3.3,3,3.3,3,3.6,2.7,3.6,3.9,5.1,4.5,5.1,4.5,5.4,4.5,5.4,4.5,5.4,4.8,5.1,4.5,4.5,3.3,438.9
1923270,2015/3/3,1,1.11111E+95,3.6,3.3,3.6,3.3,3.9,3.3,3.9,3.3,3.6,3,4.8,3.6,4.5,5.1,6,5.1,6.3,5.1,5.7,4.8,5.1,4.2,5.1,4.2,4.8,4.2,4.2,3.6,4.2,3.9,4.2,3.6,4.5,4.2,4.5,3.6,3.9,3.9,4.2,3.3,3.9,4.8,5.7,5.4,5.1,3.9,4.2,3.6,4.5,4.2,4.5,4.2,4.2,3.9,3.6,3,3.3,2.7,3.3,3,3.9,3.6,3.6,3.3,3.6,3.9,4.8,3.9,4.5,3.9,4.2,3.6,4.5,4.2,5.1,4.5,5.7,4.8,5.4,4.8,5.7,5.1,6,5.4,6,5.1,6.3,5.1,6.3,5.1,6,5.7,6.3,5.1,6,5.1,426.3
1923270,2015/3/4,1,1.11111E+95,5.7,5.1,5.7,5.1,6,5.1,6,4.8,5.7,5.1,5.4,4.8,5.4,5.4,6.3,5.7,6.3,5.1,6,6,6.6,5.1,5.4,4.5,6,6,6.3,5.7,6,5.7,6,5.4,6,5.1,6.3,6,6.3,5.1,5.4,4.8,5.4,5.7,6.6,5.7,6.3,5.1,5.7,5.1,5.7,4.8,6,4.8,6,4.5,4.8,3.9,4.8,4.5,4.5,4.2,4.8,4.2,4.8,3.9,5.4,5.4,5.4,5.1,5.7,4.2,5.1,4.5,5.4,4.5,4.8,4.5,5.1,4.2,5.1,4.5,4.8,4.8,4.8,4.5,5.4,4.5,5.4,4.5,5.1,4.8,5.7,4.8,5.4,4.8,5.1,4.2,503.7
1923270,2015/3/5,1,1.11111E+95,4.5,3.9,4.5,3.9,4.5,3.9,4.5,3.9,4.5,4.2,4.8,4.2,5.7,4.8,4.8,4.5,5.4,4.2,4.8,4.5,5.1,5.1,5.1,3.9,4.2,3.9,4.8,4.2,4.8,4.5,5.4,4.8,5.4,5.1,6,5.7,6,5.1,5.4,5.1,5.7,6,6.6,5.7,6.6,5.1,6,5.7,6,5.1,6,5.1,6,5.1,5.7,5.4,5.7,4.8,4.5,4.2,4.8,4.5,5.1,4.5,6.3,5.1,6.6,5.7,6.3,5.7,6.6,5.7,6.3,5.4,6.3,5.4,6.6,5.1,6.3,5.1,6.3,5.1,6,5.1,5.7,5.4,6,5.4,6.3,5.4,6.3,5.7,6.3,5.4,6.3,5.4,506.1
1923270,2015/3/6,1,1.11111E+95,6.6,5.4,6.3,5.4,6.3,5.4,6.3,6,6.3,5.7,6.6,6.3,7.2,6.3,7.8,6,6.3,5.4,6.3,5.7,6,5.9173,5.8126,4.8,5.4,5.1,5.7,4.8,5.7,4.8,6.3,6,6.6,6,6.6,6,6.6,5.4,6.3,5.4,6,6.3,6.3,7.5,5.7,6,5.1,5.4,4.8,5.4,5.1,5.7,5.1,5.7,5.4,6.3,5.4,6,5.7,6.3,5.4,6.3,5.4,6.3,6,6.9,6.6,7.2,6,6,5.1,6.3,4.5,5.1,4.5,5.1,4.5,5.1,4.8,5.4,4.8,5.1,4.5,5.4,4.5,5.4,5.7,6.3,6,6.3,5.4,6.6,6,6.6,5.7,6,556.83
1923270,2015/3/7,1,1.11111E+95,5.7,6,5.7,6.6,5.4,6.3,5.4,6,5.4,5.7,4.8,6,4.8,6.6,5.4,6,5.7,6.6,5.1,6.9,4.8,5.1,4.5,5.4,4.8,4.8,5.1,6,5.1,5.4,4.8,5.4,4.8,5.4,5.7,6.3,5.1,5.4,5.1,5.4,4.5,5.7,4.5,5.4,4.5,4.8,4.2,4.5,3.9,4.5,3.6,3,3,3.3,3,3.3,3,3.3,3,3,3,3.6,3,3.3,3,5.1,4.2,4.8,4.2,4.5,4.2,4.8,3.9,4.5,4.5,4.5,3.9,4.8,4.2,5.1,4.8,5.1,4.8,5.1,4.8,5.1,4.5,5.1,4.8,5.1,4.5,5.7,4.8,5.7,4.8,6.3,462.6
1923270,2015/3/8,1,1.11111E+95,5.1,5.4,4.8,5.1,4.2,3.9,3.3,3.9,3.3,3.9,3.9,4.5,4.2,5.4,4.5,5.1,3.9,4.5,4.2,4.8,3.9,5.4,4.5,4.8,4.5,5.1,4.8,5.4,4.2,4.8,4.2,4.8,4.2,3.9,3,3.9,3,3.6,3.3,3.3,3,3.9,4.5,4.5,4.2,4.2,3.9,4.8,4.2,4.8,4.2,4.8,4.2,4.8,4.2,5.1,5.1,4.2,4.8,4.5,4.8,4.5,5.4,4.5,4.8,5.1,6.6,5.7,6.3,5.1,5.7,5.1,5.7,5.1,5.7,5.1,5.4,4.2,4.2,3.6,4.5,3.9,4.8,3.9,4.8,3.9,4.2,3.6,4.2,3.3,4.2,4.8,5.1,4.8,5.1,4.8,432.9
1923270,2015/3/9,1,1.11111E+95,5.1,4.2,5.4,4.2,5.1,4.2,5.4,4.2,5.1,4.2,5.7,4.8,5.1,3.9,5.1,4.5,5.4,4.2,5.1,4.2,5.4,4.2,4.2,3.6,4.2,4.5,4.2,3.6,5.4,4.8,6.3,5.7,6,5.4,6.3,5.7,5.4,4.5,5.1,4.2,5.1,4.8,6,5.4,6.9,5.4,5.7,4.8,6,5.7,5.1,4.2,4.8,4.2,4.8,4.2,5.1,3.6,3.9,3.6,5.4,4.5,5.1,4.2,5.1,5.4,6,5.4,6.6,5.1,5.7,4.8,5.7,4.8,6,5.1,6,5.4,6.3,6,6.6,5.7,6,5.7,6.6,5.7,6.6,5.7,6.9,5.7,6.6,5.4,6.6,5.7,6.9,5.7,499.8
1923270,2015/3/10,1,1.11111E+95,6.9,5.7,6.6,5.4,6.6,5.7,6.6,6,6.3,5.7,6.9,6.6,8.1,6.6,7.8,6.9,7.8,7.2,7.5,6,6,5.7,6,5.1,6,4.8,5.7,5.1,6.3,6.3,6.9,6.3,7.2,6.6,7.8,6.6,6.9,6.3,7.2,6,6.9,6.6,7.2,6.3,7.8,6.3,7.5,6.3,6.9,6,6.9,6.6,7.2,6,7.5,6.3,7.2,6,6.3,6,7.2,5.9989,6.0638,6.3,7.8,6.5296,6.6237,6.3,6.9,5.7,6.9,5.7,6.9,6,6.9,6,6.6,5.7,6.9,6,6.9,6.3,6.9,6.3,6.9,5.7,6.3,5.4,6,5.4,6.6,5.4,6,5.7,5.7,5.4,617.42
1923270,2015/3/11,1,1.11111E+95,6,5.1,6.3,5.4,6.3,5.7,6.6,5.1,6.6,5.4,6.3,6.3,7.8,6.9,7.8,6.6,8.1,6.9,6.9,6,6.9,6.6,6.6,5.1,5.4,5.1,5.7,5.1,5.7,4.8,5.4,5.1,6.9,6.6,7.2,6.6,6.6,5.1,6.3,6,6.9,5.7,6,6,6.9,6,6.9,6,6.6,5.7,6,5.1,6,5.7,6.6,6,6.3,5.4,6,4.5,5.4,4.8,5.7,4.8,6.6,5.1,6,5.4,6.6,6,6,6,5.7,5.4,6.3,6,6.6,5.4,6,5.7,6.3,5.1,5.4,4.5,5.1,4.2,5.1,4.5,5.1,4.2,4.8,4.2,4.8,4.2,4.8,4.2,559.2
1923270,2015/3/12,1,1.11111E+95,6,5.4,6.6,5.4,6.3,5.4,6,5.4,6,5.4,6,5.4,7.2,6.3,6.9,6.3,6.6,6.9,7.8,5.7,6,5.7,6,4.5,5.4,4.5,4.8,4.5,5.1,4.8,5.1,5.1,6.3,5.1,5.7,5.4,6,4.8,5.4,4.8,6,5.7,6.3,5.4,6,4.8,5.4,4.8,5.7,5.1,6,4.8,5.7,4.8,5.7,5.1,5.1,3.9,4.2,4.2,5.1,4.5,5.4,4.2,4.2,3.9,4.5,3.9,5.7,5.1,5.7,5.1,6,4.8,6,4.8,5.7,5.1,5.7,5.4,6.3,5.7,6,4.8,6,4.8,5.7,4.8,5.4,5.1,5.4,4.8,5.4,4.8,5.1,4.8,518.4
1923270,2015/3/13,1,1.11111E+95,5.7,4.8,6,5.1,5.7,3.9,4.5,3.9,4.5,4.5,4.5,4.5,5.7,5.4,6,5.1,6,5.4,6.6,6.3,7.5,5.7,6.6,5.7,6.3,5.1,6.3,5.4,6.3,4.8,5.4,5.1,5.4,6,6.6,6.3,6,5.1,6,3.9,5.7,5.4,4.8,3.6,3.9,3,3.9,3,4.8,3.9,4.5,3.9,4.8,4.5,4.8,4.5,4.8,4.2,4.5,3.6,6,6.3,7.2,6.3,6,4.2,4.8,4.2,4.5,3.9,4.8,3.9,3.9,3,3.6,3.3,3.3,3.3,3.6,3.3,3.3,2.7,3,3,3,3.3,4.2,3.9,4.5,3.6,3.9,3.6,4.2,3.6,4.5,3.9,453.3
1923270,2015/3/14,1,1.11111E+95,4.5,4.2,4.8,4.2,4.5,3.9,4.5,3.9,4.8,3.9,4.2,4.2,4.8,3.6,3.6,4.2,4.5,3.9,4.2,5.1,4.8,3.6,3.6,3,3.6,3.3,3.9,3.3,4.2,3.9,4.8,4.2,5.7,6.6,7.5,6.6,7.2,5.4,4.5,3.9,4.8,4.8,5.4,5.4,6,4.8,5.1,4.5,5.1,5.1,5.1,4.2,4.8,4.3172,4.278,4.2,4.5,4.2,4.2,3.3,3.9,3.9,4.5,3.6,5.1,5.4,6.3,5.7,6.3,4.8,5.1,5.1,5.1,4.8,5.1,4.5,5.4,4.5,5.4,4.5,5.1,4.5,5.1,4.5,4.8,4.2,4.2,3,3.3,3,3.6,2.7,3.3,3,3.3,3,432.8
1923270,2015/3/15,1,1.11111E+95,3.3,3,3.9,3.3,3.9,3.9,4.5,4.2,4.5,4.2,4.5,5.1,5.4,5.7,6,5.7,6,5.4,5.4,4.2,4.5,4.8,4.8,3.6,4.2,3.3,4.2,3.6,3.9,3.6,4.2,3.6,4.5,3.9,4.5,4.8,4.8,4.5,4.8,3.6,6.6,4.5,5.1,4.8,5.1,4.5,5.1,4.5,5.1,4.8,5.1,4.8,4.8,4.5,5.1,4.8,4.8,4.2,4.8,4.5,4.8,4.2,4.5,3.3,3.6,3.6,3.9,3.6,4.5,3.6,4.5,3.6,3.6,3.3,4.5,3.9,4.8,3.9,4.5,4.2,4.8,4.2,4.8,4.5,4.8,4.2,4.8,4.2,4.5,4.2,4.8,4.5,4.5,3.9,4.5,4.2,425.1
1923270,2015/3/16,1,1.11111E+95,4.5,4.2,3.9,3,3.6,3.3,3.6,3,3.3,3,3.6,3.6,4.2,3.6,4.8,3.9,5.1,3.9,5.1,5.4,5.4,4.5,4.8,4.2,4.2,3.9,5.1,4.5,4.8,4.2,4.2,3.6,6,5.7,6.3,5.7,6.9,3.6,3.9,3,3.6,3.6,4.5,3.9,5.4,5.1,5.4,5.4,5.4,5.1,5.7,4.5,4.8,4.8,5.1,4.8,6,5.4,5.7,5.1,5.1,4.8,7.5,6.6,8.1,6.6,5.4,3.9,5.1,4.2,4.5,3.3,4.2,3.6,4.2,3.3,4.5,3.9,4.5,4.5,5.4,4.8,4.8,4.2,4.8,4.2,4.8,4.2,4.8,4.2,5.1,4.2,4.8,4.2,4.5,4.2,443.4
1923270,2015/3/17,1,1.11111E+95,5.1,4.5,5.1,3.9,4.8,3.6,3.9,3,3.6,3,3.3,3.9,4.8,3.9,4.8,3.9,4.2,4.2,4.8,5.1,4.5,3.6,3.9,3.9,4.5,4.2,4.5,3.9,4.5,4.2,4.8,5.1,6.6,5.4,6,5.1,5.4,3.3,3,2.7,3.6,3,3.9,3.6,4.5,3.9,4.2,3.3,4.2,3.3,3.6,3.6,4.5,5.1,6,5.1,6,3.3,3.3,2.7,3,3,2.7,3,3.6,3.3,3,2.7,3.6,2.4,3,2.7,2.7,3,3,2.7,3,3,3.3,3.3,4.5,3.6,4.2,3.3,3,3.3,3.6,3,3.6,2.7,3.3,3,3,4.2,2.7,2.7,366.9
1923270,2015/3/18,1,1.11111E+95,3,3,2.7,3,2.4,2.7,2.1,2.4,2.1,2.7,2.1,2.4,2.1,2.7,2.4,3.3,3.6,4.5,4.2,4.8,3.6,3.9,3.3,3.6,2.7,2.4,2.4,2.1,2.4,3,2.1,3.3,2.7,4.2,3.6,4.2,3.9,3.6,2.7,3.3,3.3,3.3,3.6,4.2,3.6,3.3,3.3,3.3,2.7,3.6,3,3.6,3,3.3,3,3.3,2.7,2.4,2.7,3.3,2.7,3,3,2.7,2.1,3.9,2.7,3.3,3,2.7,2.1,3,3,3.9,3.6,4.2,3.6,4.5,3.6,4.5,3.9,3.9,3.6,3.6,3.6,3.9,3.3,3.6,3.3,4.2,3,3,2.1,2.1,2.1,2.4,302.4
1923270,2015/3/19,1,1.11111E+95,2.1,2.4,2.4,2.7,2.4,2.4,2.4,2.7,2.4,3,3.6,4.8,3.9,4.8,3.9,5.1,4.5,4.8,4.5,5.1,5.1,5.1,3.6,3,2.7,3,3,2.7,2.4,3.3,2.7,3.6,3.6,3.6,3.9,4.5,3.9,4.5,4.2,4.2,3.9,4.8,4.5,4.8,3.6,4.2,3.3,3.9,3.9,4.2,3.3,3.6,3.6,4.2,3.3,3.6,3.3,3.3,2.4,2.4,2.4,3.3,2.7,3.6,3.3,3.6,3.3,3.3,3.6,3.6,2.7,4.2,3.9,3.9,3.9,4.2,3.6,4.2,3.6,4.5,3.6,4.2,3.9,3.9,3.9,4.2,3.6,4.5,3.6,4.5,3.6,4.8,3.6,4.5,3.3,3,350.7
1923270,2015/3/20,1,1.11111E+95,3,3.6,2.7,3.3,2.7,3.3,2.7,3.6,3,3.3,2.7,3.6,3.3,3.6,3.3,5.4,4.8,5.4,4.5,5.1,4.2,5.4,4.2,4.2,3.9,4.8,3.6,4.8,3,3.3,3,3.3,2.7,4.5,4.2,4.8,3.9,4.8,3.3,3.3,3,3.6,4.2,5.1,4.2,4.2,3.6,4.2,3.6,4.5,4.5,4.8,4.2,4.5,3.9,4.2,3.9,4.5,3.9,3.9,4.5,5.1,3.6,4.2,3.9,4.2,3.3,3.9,3.9,3.9,3.3,4.2,3.6,4.2,4.2,5.4,4.8,5.4,4.5,5.4,4.5,5.1,4.2,5.1,4.5,5.1,4.2,4.8,4.5,5.1,3.9,4.5,3.6,4.5,4.2,4.5,392.4
1923270,2015/3/21,1,1.11111E+95,4.2,4.8,4.2,4.8,4.5,4.5,3.6,3.6,3.6,3.9,3.9,4.8,4.5,5.4,4.8,5.1,4.5,5.7,4.5,5.7,5.1,5.4,4.8,5.1,4.8,5.4,4.5,4.8,4.2,4.5,3.9,4.8,5.1,5.7,5.1,5.7,4.8,4.5,2.7,2.7,2.7,3,3,3.3,2.4,3,2.7,3.3,2.4,2.4,2.1,2.4,2.4,3.3,3.3,3.9,3.9,3.6,3,3.6,2.7,3.6,3,3,3,4.2,4.5,3.9,2.4,2.7,2.1,2.7,2.7,2.7,2.1,2.7,2.1,2.7,2.4,2.4,2.1,2.4,2.4,3,3.3,4.2,3.3,3.9,3.3,3.6,3.3,3.6,3.3,3.3,3,3.6,353.1
