,1,2,3,4,5,6,7,pre
0,5.4,5.7,6.3,5.4,6.6,5.4807,4.8,6.9
1,5.7,6.3,5.4,6.6,5.4807,4.8,6.9,7.2
2,6.3,5.4,6.6,5.4807,4.8,6.9,7.2,8.4
3,5.4,6.6,5.4807,4.8,6.9,7.2,8.4,6.3
4,6.6,5.4807,4.8,6.9,7.2,8.4,6.3,7.5
5,5.4807,4.8,6.9,7.2,8.4,6.3,7.5,7.8
6,4.8,6.9,7.2,8.4,6.3,7.5,7.8,6.3
7,6.9,7.2,8.4,6.3,7.5,7.8,6.3,6.6
8,7.2,8.4,6.3,7.5,7.8,6.3,6.6,6.6
9,8.4,6.3,7.5,7.8,6.3,6.6,6.6,5.4
10,6.3,7.5,7.8,6.3,6.6,6.6,5.4,7.5
11,7.5,7.8,6.3,6.6,6.6,5.4,7.5,5.7
12,7.8,6.3,6.6,6.6,5.4,7.5,5.7,6.9
13,6.3,6.6,6.6,5.4,7.5,5.7,6.9,6.3
14,6.6,6.6,5.4,7.5,5.7,6.9,6.3,6.9
15,6.6,5.4,7.5,5.7,6.9,6.3,6.9,6.3
16,5.4,7.5,5.7,6.9,6.3,6.9,6.3,3.9
17,7.5,5.7,6.9,6.3,6.9,6.3,3.9,4.5
18,5.7,6.9,6.3,6.9,6.3,3.9,4.5,5.1
19,6.9,6.3,6.9,6.3,3.9,4.5,5.1,4.8
20,6.3,6.9,6.3,3.9,4.5,5.1,4.8,4.2
21,6.9,6.3,3.9,4.5,5.1,4.8,4.2,3.6
22,6.3,3.9,4.5,5.1,4.8,4.2,3.6,3.6
23,3.9,4.5,5.1,4.8,4.2,3.6,3.6,2.5945
24,4.5,5.1,4.8,4.2,3.6,3.6,2.5945,1.5
25,5.1,4.8,4.2,3.6,3.6,2.5945,1.5,1.8
26,4.8,4.2,3.6,3.6,2.5945,1.5,1.8,4.2
27,4.2,3.6,3.6,2.5945,1.5,1.8,4.2,3.3
28,3.6,3.6,2.5945,1.5,1.8,4.2,3.3,3.6
29,3.6,2.5945,1.5,1.8,4.2,3.3,3.6,3.3
