,1,2,3,4,5,6,7,pre
0,5.1,3.9,4.5,4.8,5.7,4.5,3.9,6.0
1,3.9,4.5,4.8,5.7,4.5,3.9,6.0,6.3
2,4.5,4.8,5.7,4.5,3.9,6.0,6.3,5.7
3,4.8,5.7,4.5,3.9,6.0,6.3,5.7,6.3
4,5.7,4.5,3.9,6.0,6.3,5.7,6.3,5.7
5,4.5,3.9,6.0,6.3,5.7,6.3,5.7,7.5
6,3.9,6.0,6.3,5.7,6.3,5.7,7.5,6.3
7,6.0,6.3,5.7,6.3,5.7,7.5,6.3,6.0
8,6.3,5.7,6.3,5.7,7.5,6.3,6.0,6.9
9,5.7,6.3,5.7,7.5,6.3,6.0,6.9,6.9
10,6.3,5.7,7.5,6.3,6.0,6.9,6.9,5.1
11,5.7,7.5,6.3,6.0,6.9,6.9,5.1,5.4
12,7.5,6.3,6.0,6.9,6.9,5.1,5.4,5.1
13,6.3,6.0,6.9,6.9,5.1,5.4,5.1,5.7
14,6.0,6.9,6.9,5.1,5.4,5.1,5.7,4.8
15,6.9,6.9,5.1,5.4,5.1,5.7,4.8,5.4
16,6.9,5.1,5.4,5.1,5.7,4.8,5.4,5.1
17,5.1,5.4,5.1,5.7,4.8,5.4,5.1,3.9
18,5.4,5.1,5.7,4.8,5.4,5.1,3.9,6.0
19,5.1,5.7,4.8,5.4,5.1,3.9,6.0,3.9
20,5.7,4.8,5.4,5.1,3.9,6.0,3.9,5.1
21,4.8,5.4,5.1,3.9,6.0,3.9,5.1,3.3
22,5.4,5.1,3.9,6.0,3.9,5.1,3.3,2.7
23,5.1,3.9,6.0,3.9,5.1,3.3,2.7,1.2
24,3.9,6.0,3.9,5.1,3.3,2.7,1.2,1.8
25,6.0,3.9,5.1,3.3,2.7,1.2,1.8,2.1
26,3.9,5.1,3.3,2.7,1.2,1.8,2.1,3.3
27,5.1,3.3,2.7,1.2,1.8,2.1,3.3,3.6
28,3.3,2.7,1.2,1.8,2.1,3.3,3.6,3.9
29,2.7,1.2,1.8,2.1,3.3,3.6,3.9,4.2
30,1.2,1.8,2.1,3.3,3.6,3.9,4.2,4.5
31,1.8,2.1,3.3,3.6,3.9,4.2,4.5,5.1
32,2.1,3.3,3.6,3.9,4.2,4.5,5.1,5.7
33,3.3,3.6,3.9,4.2,4.5,5.1,5.7,6.9
34,3.6,3.9,4.2,4.5,5.1,5.7,6.9,6.9
35,3.9,4.2,4.5,5.1,5.7,6.9,6.9,7.5
36,4.2,4.5,5.1,5.7,6.9,6.9,7.5,7.5
37,4.5,5.1,5.7,6.9,6.9,7.5,7.5,7.2
38,5.1,5.7,6.9,6.9,7.5,7.5,7.2,4.2
39,5.7,6.9,6.9,7.5,7.5,7.2,4.2,6.9
40,6.9,6.9,7.5,7.5,7.2,4.2,6.9,6.3
41,6.9,7.5,7.5,7.2,4.2,6.9,6.3,7.8
42,7.5,7.5,7.2,4.2,6.9,6.3,7.8,7.8
43,7.5,7.2,4.2,6.9,6.3,7.8,7.8,7.2
44,7.2,4.2,6.9,6.3,7.8,7.8,7.2,5.7
45,4.2,6.9,6.3,7.8,7.8,7.2,5.7,5.7
46,6.9,6.3,7.8,7.8,7.2,5.7,5.7,4.5
47,6.3,7.8,7.8,7.2,5.7,5.7,4.5,5.7
48,7.8,7.8,7.2,5.7,5.7,4.5,5.7,4.5
49,7.8,7.2,5.7,5.7,4.5,5.7,4.5,3.9
50,7.2,5.7,5.7,4.5,5.7,4.5,3.9,2.7
51,5.7,5.7,4.5,5.7,4.5,3.9,2.7,4.5
52,5.7,4.5,5.7,4.5,3.9,2.7,4.5,5.1
53,4.5,5.7,4.5,3.9,2.7,4.5,5.1,4.5
54,5.7,4.5,3.9,2.7,4.5,5.1,4.5,3.6
55,4.5,3.9,2.7,4.5,5.1,4.5,3.6,5.1
56,3.9,2.7,4.5,5.1,4.5,3.6,5.1,6.0
57,2.7,4.5,5.1,4.5,3.6,5.1,6.0,6.6
58,4.5,5.1,4.5,3.6,5.1,6.0,6.6,4.8
59,5.1,4.5,3.6,5.1,6.0,6.6,4.8,6.6
60,4.5,3.6,5.1,6.0,6.6,4.8,6.6,5.7
61,3.6,5.1,6.0,6.6,4.8,6.6,5.7,3.6
62,5.1,6.0,6.6,4.8,6.6,5.7,3.6,5.1
63,6.0,6.6,4.8,6.6,5.7,3.6,5.1,3.0
64,6.6,4.8,6.6,5.7,3.6,5.1,3.0,6.3
65,4.8,6.6,5.7,3.6,5.1,3.0,6.3,4.2
66,6.6,5.7,3.6,5.1,3.0,6.3,4.2,2.1
67,5.7,3.6,5.1,3.0,6.3,4.2,2.1,2.7
68,3.6,5.1,3.0,6.3,4.2,2.1,2.7,3.0
69,5.1,3.0,6.3,4.2,2.1,2.7,3.0,3.3
70,3.0,6.3,4.2,2.1,2.7,3.0,3.3,3.9
71,6.3,4.2,2.1,2.7,3.0,3.3,3.9,4.5
72,4.2,2.1,2.7,3.0,3.3,3.9,4.5,3.6
73,2.1,2.7,3.0,3.3,3.9,4.5,3.6,2.7
74,2.7,3.0,3.3,3.9,4.5,3.6,2.7,4.0123
75,3.0,3.3,3.9,4.5,3.6,2.7,4.0123,3.3
76,3.3,3.9,4.5,3.6,2.7,4.0123,3.3,3.3
77,3.9,4.5,3.6,2.7,4.0123,3.3,3.3,1.8
78,4.5,3.6,2.7,4.0123,3.3,3.3,1.8,3.3
79,3.6,2.7,4.0123,3.3,3.3,1.8,3.3,1.2
80,2.7,4.0123,3.3,3.3,1.8,3.3,1.2,1.5
81,4.0123,3.3,3.3,1.8,3.3,1.2,1.5,1.8
82,3.3,3.3,1.8,3.3,1.2,1.5,1.8,2.4
83,3.3,1.8,3.3,1.2,1.5,1.8,2.4,0.9
84,1.8,3.3,1.2,1.5,1.8,2.4,0.9,1.2
85,3.3,1.2,1.5,1.8,2.4,0.9,1.2,0.9
86,1.2,1.5,1.8,2.4,0.9,1.2,0.9,2.4
87,1.5,1.8,2.4,0.9,1.2,0.9,2.4,2.7
88,1.8,2.4,0.9,1.2,0.9,2.4,2.7,1.8
89,2.4,0.9,1.2,0.9,2.4,2.7,1.8,2.7
90,0.9,1.2,0.9,2.4,2.7,1.8,2.7,0.9
91,1.2,0.9,2.4,2.7,1.8,2.7,0.9,2.1563
92,0.9,2.4,2.7,1.8,2.7,0.9,2.1563,0.6
93,2.4,2.7,1.8,2.7,0.9,2.1563,0.6,0.9
94,2.7,1.8,2.7,0.9,2.1563,0.6,0.9,4.2
95,1.8,2.7,0.9,2.1563,0.6,0.9,4.2,1.5
96,2.7,0.9,2.1563,0.6,0.9,4.2,1.5,2.7
97,0.9,2.1563,0.6,0.9,4.2,1.5,2.7,1.5
98,2.1563,0.6,0.9,4.2,1.5,2.7,1.5,1.8
99,0.6,0.9,4.2,1.5,2.7,1.5,1.8,1.8
100,0.9,4.2,1.5,2.7,1.5,1.8,1.8,1.8
101,4.2,1.5,2.7,1.5,1.8,1.8,1.8,1.8
102,1.5,2.7,1.5,1.8,1.8,1.8,1.8,2.1
103,2.7,1.5,1.8,1.8,1.8,1.8,2.1,2.4
104,1.5,1.8,1.8,1.8,1.8,2.1,2.4,3.3
105,1.8,1.8,1.8,1.8,2.1,2.4,3.3,1.5
106,1.8,1.8,1.8,2.1,2.4,3.3,1.5,2.1
107,1.8,1.8,2.1,2.4,3.3,1.5,2.1,1.8
108,1.8,2.1,2.4,3.3,1.5,2.1,1.8,2.4
109,2.1,2.4,3.3,1.5,2.1,1.8,2.4,3.0
110,2.4,3.3,1.5,2.1,1.8,2.4,3.0,3.6
111,3.3,1.5,2.1,1.8,2.4,3.0,3.6,1.8
112,1.5,2.1,1.8,2.4,3.0,3.6,1.8,1.2
113,2.1,1.8,2.4,3.0,3.6,1.8,1.2,1.8
114,1.8,2.4,3.0,3.6,1.8,1.2,1.8,0.6
115,2.4,3.0,3.6,1.8,1.2,1.8,0.6,0.9
116,3.0,3.6,1.8,1.2,1.8,0.6,0.9,2.1
117,3.6,1.8,1.2,1.8,0.6,0.9,2.1,0.9
118,1.8,1.2,1.8,0.6,0.9,2.1,0.9,1.8
119,1.2,1.8,0.6,0.9,2.1,0.9,1.8,1.2
120,1.8,0.6,0.9,2.1,0.9,1.8,1.2,0.9
121,0.6,0.9,2.1,0.9,1.8,1.2,0.9,0.9
122,0.9,2.1,0.9,1.8,1.2,0.9,0.9,2.4
