,1,2,3,4,5,6,7,pre
0,6.9,5.4,5.1,5.8864,5.4,6.0,6.6,6.9
1,5.4,5.1,5.8864,5.4,6.0,6.6,6.9,7.5
2,5.1,5.8864,5.4,6.0,6.6,6.9,7.5,7.8
3,5.8864,5.4,6.0,6.6,6.9,7.5,7.8,6.9
4,5.4,6.0,6.6,6.9,7.5,7.8,6.9,6.3
5,6.0,6.6,6.9,7.5,7.8,6.9,6.3,6.9717
6,6.6,6.9,7.5,7.8,6.9,6.3,6.9717,6.9
7,6.9,7.5,7.8,6.9,6.3,6.9717,6.9,6.6
8,7.5,7.8,6.9,6.3,6.9717,6.9,6.6,6.0
9,7.8,6.9,6.3,6.9717,6.9,6.6,6.0,6.6
10,6.9,6.3,6.9717,6.9,6.6,6.0,6.6,7.2
11,6.3,6.9717,6.9,6.6,6.0,6.6,7.2,8.1
12,6.9717,6.9,6.6,6.0,6.6,7.2,8.1,7.8
13,6.9,6.6,6.0,6.6,7.2,8.1,7.8,7.8
14,6.6,6.0,6.6,7.2,8.1,7.8,7.8,7.2
15,6.0,6.6,7.2,8.1,7.8,7.8,7.2,7.8
16,6.6,7.2,8.1,7.8,7.8,7.2,7.8,5.1
17,7.2,8.1,7.8,7.8,7.2,7.8,5.1,4.5
18,8.1,7.8,7.8,7.2,7.8,5.1,4.5,4.2
19,7.8,7.8,7.2,7.8,5.1,4.5,4.2,4.2
20,7.8,7.2,7.8,5.1,4.5,4.2,4.2,5.4
21,7.2,7.8,5.1,4.5,4.2,4.2,5.4,3.0
22,7.8,5.1,4.5,4.2,4.2,5.4,3.0,3.6
23,5.1,4.5,4.2,4.2,5.4,3.0,3.6,2.1
24,4.5,4.2,4.2,5.4,3.0,3.6,2.1,2.7
25,4.2,4.2,5.4,3.0,3.6,2.1,2.7,2.7
26,4.2,5.4,3.0,3.6,2.1,2.7,2.7,4.2
27,5.4,3.0,3.6,2.1,2.7,2.7,4.2,3.0
28,3.0,3.6,2.1,2.7,2.7,4.2,3.0,4.2
29,3.6,2.1,2.7,2.7,4.2,3.0,4.2,4.5
30,2.1,2.7,2.7,4.2,3.0,4.2,4.5,6.0
31,2.7,2.7,4.2,3.0,4.2,4.5,6.0,7.5
32,2.7,4.2,3.0,4.2,4.5,6.0,7.5,7.2
33,4.2,3.0,4.2,4.5,6.0,7.5,7.2,8.1
34,3.0,4.2,4.5,6.0,7.5,7.2,8.1,8.1
35,4.2,4.5,6.0,7.5,7.2,8.1,8.1,6.9
36,4.5,6.0,7.5,7.2,8.1,8.1,6.9,6.0
37,6.0,7.5,7.2,8.1,8.1,6.9,6.0,6.6
38,7.5,7.2,8.1,8.1,6.9,6.0,6.6,6.0
39,7.2,8.1,8.1,6.9,6.0,6.6,6.0,6.3
40,8.1,8.1,6.9,6.0,6.6,6.0,6.3,6.9
41,8.1,6.9,6.0,6.6,6.0,6.3,6.9,7.2
42,6.9,6.0,6.6,6.0,6.3,6.9,7.2,7.5
43,6.0,6.6,6.0,6.3,6.9,7.2,7.5,6.6
44,6.6,6.0,6.3,6.9,7.2,7.5,6.6,6.6
45,6.0,6.3,6.9,7.2,7.5,6.6,6.6,6.0
46,6.3,6.9,7.2,7.5,6.6,6.6,6.0,6.9
47,6.9,7.2,7.5,6.6,6.6,6.0,6.9,7.2
48,7.2,7.5,6.6,6.6,6.0,6.9,7.2,7.2
49,7.5,6.6,6.6,6.0,6.9,7.2,7.2,7.2
50,6.6,6.6,6.0,6.9,7.2,7.2,7.2,5.4
51,6.6,6.0,6.9,7.2,7.2,7.2,5.4,6.9
52,6.0,6.9,7.2,7.2,7.2,5.4,6.9,6.9
53,6.9,7.2,7.2,7.2,5.4,6.9,6.9,6.6
54,7.2,7.2,7.2,5.4,6.9,6.9,6.6,5.7
55,7.2,7.2,5.4,6.9,6.9,6.6,5.7,4.8
56,7.2,5.4,6.9,6.9,6.6,5.7,4.8,6.0
57,5.4,6.9,6.9,6.6,5.7,4.8,6.0,7.5
58,6.9,6.9,6.6,5.7,4.8,6.0,7.5,5.1
59,6.9,6.6,5.7,4.8,6.0,7.5,5.1,4.5
60,6.6,5.7,4.8,6.0,7.5,5.1,4.5,4.8
61,5.7,4.8,6.0,7.5,5.1,4.5,4.8,4.8
62,4.8,6.0,7.5,5.1,4.5,4.8,4.8,5.4
63,6.0,7.5,5.1,4.5,4.8,4.8,5.4,4.5
64,7.5,5.1,4.5,4.8,4.8,5.4,4.5,6.3
65,5.1,4.5,4.8,4.8,5.4,4.5,6.3,4.2
66,4.5,4.8,4.8,5.4,4.5,6.3,4.2,4.5
67,4.8,4.8,5.4,4.5,6.3,4.2,4.5,2.4
68,4.8,5.4,4.5,6.3,4.2,4.5,2.4,2.7
69,5.4,4.5,6.3,4.2,4.5,2.4,2.7,3.0
70,4.5,6.3,4.2,4.5,2.4,2.7,3.0,5.4
71,6.3,4.2,4.5,2.4,2.7,3.0,5.4,6.3
72,4.2,4.5,2.4,2.7,3.0,5.4,6.3,5.1
73,4.5,2.4,2.7,3.0,5.4,6.3,5.1,3.6
74,2.4,2.7,3.0,5.4,6.3,5.1,3.6,5.1
75,2.7,3.0,5.4,6.3,5.1,3.6,5.1,3.3
