-0.706813,9.657561083,93.27116423,2.983361113,25.176,-0.000805762,0.000613521,1
-1.017658,9.851616241,97.0596777,2.527889388,30.822,-0.001095808,0.000740811,1
-1.211627333,9.700848145,94.11425431,2.492308966,24.523,-0.001507968,0.0007881,1
-1.671537333,11.01707321,121.3874115,4.142930831,25.533,-0.00062901,0.000289905,1
-0.653593667,7.403726223,54.81905844,2.089638587,22.086,-0.00295359,0.002574747,1
-0.004663667,5.244893707,27.50891039,2.357776985,9.488,3.70E-05,0.003070155,1
2.93E-05,5.738918716,32.93518803,2.596532062,9.983,-1.41E-05,0.002077725,1
-0.017576667,5.797658028,33.6128432,2.627543229,10.003,-1.39E-05,0.00199434,1
-0.00316,5.799159867,33.63025531,2.628760392,9.983,-2.08E-06,0.001991228,1
-0.008127667,5.742658803,32.97813113,2.607423708,9.884,-9.58E-06,0.002071009,1
-0.006671,5.728989701,32.82132367,2.597226575,9.864,-5.96E-06,0.002090754,1
-0.007652667,5.280645354,27.88521641,2.366189069,9.607,4.02E-05,0.002990489,1
-0.010824,5.298398797,28.0730319,2.414421039,9.567,-1.72E-05,0.002918039,1
-0.018156667,5.24716736,27.53277129,2.398782456,9.349,4.45E-05,0.00304506,1
-0.016166667,5.397460202,29.13258112,2.486182166,9.666,-1.01E-05,0.00270172,1
-0.014908667,5.465101549,29.86733866,2.501508032,9.587,1.65E-05,0.002545409,1
0.000828,5.471302471,29.93515074,2.484568775,9.587,-1.26E-05,0.002537311,1
-0.017321667,5.613001469,31.50579026,2.56885733,9.765,-4.40E-06,0.002274452,1
-0.019160667,5.581714723,31.15554515,2.527092677,9.627,-1.63E-05,0.002322391,1
-0.005438,5.571098803,31.03714235,2.519966784,9.647,-1.38E-05,0.002342228,1
-1.340277,12.54842068,157.4685655,6.029652352,28.306,-0.000144893,0.000125685,1
-0.976917667,16.26918194,264.6880839,7.347630194,33.377,-4.54E-05,4.08E-05,1
-1.599117667,14.68065223,215.5274824,5.915330684,35.159,-6.10E-05,7.34E-05,1
-2.214140667,13.33533772,177.8450155,6.461159059,24.523,-0.000224605,8.98E-05,1
-0.795376333,9.209685489,84.82203601,3.335933428,28.246,-0.000498435,0.000656033,1
-0.000964667,5.167243323,26.70040358,2.339903505,9.052,-3.04E-06,0.003174772,1
-0.013699,5.159140884,26.61673818,2.332209007,8.973,-1.70E-05,0.00319864,1
-0.014639,5.181376175,26.84666306,2.339645192,9.072,2.78E-05,0.003154571,1
-0.004233333,5.200271873,27.04282788,2.355440818,9.072,3.49E-05,0.003095045,1
-0.000992333,5.356212791,28.68901548,2.429733744,9.25,1.45E-05,0.002744318,1
-0.000734667,5.494962774,30.1946159,2.494477763,9.548,1.44E-05,0.002475246,1
0.002290333,5.498965775,30.23862468,2.492203166,9.488,8.62E-06,0.002469188,1
-0.004367667,5.024090747,25.24148821,2.279569896,8.973,1.52E-05,0.003577218,1
-0.013728333,5.083798586,25.84501171,2.32102677,8.914,-1.84E-05,0.003400195,1
0.007341667,5.054960097,25.55262263,2.313886321,8.894,-4.95E-05,0.003469486,1
0.001023667,5.164490866,26.67196592,2.352695969,9.013,-1.28E-05,0.003186409,1
-0.014024333,5.123907445,26.25443125,2.343935806,8.933,2.36E-05,0.003284138,1
-0.005403333,5.119408169,26.20834056,2.344471751,8.973,-1.49E-05,0.003297345,1
0.006726,5.179292559,26.82507225,2.384300744,9.072,-3.42E-06,0.003149955,1
0.004057,5.14444846,26.46535027,2.326635414,9.033,-2.72E-05,0.003236287,1
-0.638215333,3.249402349,10.5778865,1.122923637,3.348,-0.086408896,0.107299449,1
-0.875643,5.038722549,25.40382066,2.728373579,8.676,-0.005354966,0.004767425,1
-0.062264333,1.256245953,1.579381702,0.643164606,7.408,-1.770017437,10.41169743,1
-1.190948,12.74214613,162.3666558,6.445914952,26.147,-0.000142344,0.0001043,1
-0.541457333,6.325377172,40.01405995,2.291397436,19.313,-0.002851823,0.003273845,1
-1.057709667,9.507732,90.40315556,4.906835091,21.551,-0.000579405,0.000431398,1
-0.001454667,5.343138583,28.54912995,2.416371406,9.211,-2.25E-05,0.002775601,1
-0.012217333,32.38977403,1049.097462,14.34952291,57.662,-5.66E-07,2.10E-06,1
0.074326,30.74596852,945.3145831,13.68755026,55.998,-1.58E-07,2.59E-06,1
-0.164305,32.28009555,1042.004582,14.44049635,57.186,-3.99E-07,2.12E-06,1
-0.313667333,30.98388741,960.00133,13.78495396,57.226,-4.17E-07,2.52E-06,1
0.024393667,29.27986047,857.3102294,13.07470432,53.641,-2.93E-07,3.15E-06,1
-0.016891667,20.27293622,410.9919432,9.062530926,36.11,-1.27E-06,1.36E-05,1
-0.118250333,18.88962211,356.8178429,8.404462701,34.664,-1.54E-06,1.83E-05,1
-0.002346667,5.366989864,28.80458029,2.422970085,9.29,-1.76E-05,0.002725448,1
-0.003188,5.268370217,27.75572493,2.388568405,9.112,-2.26E-05,0.002936147,1
0.004443,5.275706223,27.83307651,2.392724704,9.151,-1.06E-05,0.002923246,1
-0.019348333,5.315297442,28.25239352,2.445432208,9.132,-2.34E-05,0.002838973,1
-0.010913,5.219430127,27.24245303,2.392461702,9.052,-2.71E-05,0.00305319,1
-0.015490333,5.232454629,27.37858583,2.420205965,9.033,-1.66E-05,0.003027159,1
-0.003782333,5.132921502,26.34688341,2.360530416,8.894,-2.72E-05,0.003274837,1
-0.025362,5.072138805,25.72660456,2.313610129,8.775,-4.04E-05,0.003434131,1
0.132987333,32.23553427,1039.129678,14.25334308,57.246,-4.11E-07,2.14E-06,1
-0.401430333,7.44962433,55.49835448,3.438995159,20.085,-0.000529317,0.001353117,1
0.021054,2.827353122,7.993953399,1.079201849,12.459,0.007323392,0.148015878,1
-0.811911333,10.86638151,118.0810385,5.248205208,23.492,-0.000200149,0.000230531,1
-0.660165,4.571569415,20.90967095,2.525175028,8.22,-0.007504865,0.007453092,1
-0.608265333,6.553824015,42.95691592,2.495290537,19.333,-0.001424499,0.002614928,1
0.035137333,5.143910444,26.45983799,2.318589098,8.953,-1.36E-05,0.003272794,1
0.121226333,24.97991703,623.9962664,11.10019161,45.123,-4.57E-08,5.90E-06,1
-0.002778333,23.38529281,546.8719197,10.41162633,42.053,-8.16E-07,7.68E-06,1
0.006142667,5.672883366,32.18160627,2.556941393,9.864,-2.51E-06,0.002182194,1
0.002837333,5.575972879,31.09147367,2.524729899,9.706,-4.75E-06,0.002337061,1
0.000488,5.668982421,32.13736169,2.575318604,10.32,-4.25E-07,0.002188463,1
-0.001455667,5.391088541,29.06383569,2.444760344,9.349,1.06E-05,0.002682878,1
0.001412,5.386435561,29.01368809,2.474580659,9.33,3.43E-06,0.002695987,1
0.006365,5.281955417,27.89905375,2.415428496,9.191,1.42E-05,0.002916908,1
0.020757333,5.171577765,26.74522463,2.360024509,8.973,-3.96E-06,0.003182981,1
-0.008468,5.135454766,26.37289702,2.336919484,8.874,-1.72E-05,0.003273265,1
-0.047585333,8.306089806,68.99114427,3.729464021,14.42,-2.13E-05,0.000484638,1
-0.302105333,17.32594072,300.1883739,7.543398374,31.515,-5.47E-06,2.64E-05,1
-0.114011,40.54952994,1644.264382,18.01188372,70.319,-5.85E-08,8.47E-07,1
-0.060498667,40.31234962,1625.085533,17.86098841,71.032,-5.55E-08,8.68E-07,1
-0.193436,37.08913451,1375.603912,16.46816887,64.634,-1.31E-07,1.21E-06,1
0.201265667,35.99241066,1295.453641,15.97744041,63.446,-1.70E-08,1.37E-06,1
-0.440795,0.800208948,0.777385571,0.372161796,0.792,-1.307995357,5.214244042,2
0.242070667,0.748854468,0.61079931,0.356742043,1.783,1.090874767,6.873616578,2
0.200511,0.728807363,0.567746237,0.34912924,1.664,1.034321868,7.729859557,2
0.319316667,0.761008556,0.661331497,0.374660365,1.941,1.208103047,6.404941007,2
-0.196937,0.719465297,0.553827882,0.350263635,1.03,-1.0057508,8.184630231,2
