,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
22,0.13,0.63,0.2,0.07,0.08,0.07,0.07,0.18,0.12,0.17,0.219,0.243,0.78,0.14,0.14,0.09,0.08,0.07,0.11,0.314,0.3317,0.23,0.32,0.25
388,0.12,0.09,0.08,0.09,0.1,0.11,0.07,0.1,0.11,0.08,0.08,0.1,0.1,0.09,0.1,0.12,0.1,0.12,0.07,0.6145,1.1392,2.69,1.94,2.53
1095,0.16,0.12,0.08,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0026,0.0027,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0
2367,0.25,0.04,0.03,0.21,0.04,0.02,0.04,0.04,1.16,0.84,0.02,0.18,0.03,0.02,0.25,0.17,0.05,0.06,0.19,0.05,0.03,0.05,0.05,0.56
3099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4172,0.29,0.16,0.22,0.26,0.09,0.41,0.21,0.9,2.13,0.4,0.07,0.11,0.08,0.1,0.08,0.1,0.08,0.11,0.08,1.85,2.82,1.39,1.09,0.67
4538,0.0334,0.032,0.0323,0.0339,0.14,0.12,0.13,0.11,0.11,0.05,0.04,0.09,0.04,0.07,0.04,0.03,0.21,0.32,0.13,0.15,0.17,0.14,0.09,0.02
4904,0.39,0.25,0.07,0.05,0.06,0.05,0.06,0.05,0.05,0.06,0.17,0.2,0.27,0.15,0.14,0.13,0.14,0.26,0.33,0.24,0.2,0.23,0.26,0.27
5262,0.1,0.08,0.1,0.08,0.11,0.08,0.11,0.09,0.14,0.12,0.1,0.08,0.13,0.13,0.09,0.1,0.27,0.41,0.36,0.62,0.2,0.14,0.1,0.1
5627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5993,0.12,0.09,0.12,0.1,0.12,0.1,0.12,0.11,0.09,0.12,0.1,0.1,0.1,0.12,0.11,0.09,0.1,0.12,0.12,0.35,0.22,0.23,0.2,0.22
6359,0.03,0.03,0.03,0.03,0.04,0.1,0.09,0.05,0.05,0.04,0.04,0.0763,0.03,0.05,0.08,0.07,0.08,0.08,0.08,0.06,0.06,0.09,0.04,0.04
6725,0.25,0.13,0.89,2.21,1.1,2.07,1.09,0.29,0.5,0.86,0.4,0.16,0.41,0.13,0.11,0.14,0.94,0.49,0.92,1.46,1.17,0.86,0.61,1.65
7089,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02
7455,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.0253,0.0253,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02
8158,0.3,0.12,0.17,0.21,0.1,0.23,0.16,0.37,1.99,0.19,0.33,0.48,0.23,0.2,0.25,0.44,0.28,0.48,0.54,0.3,0.76,2.55,0.72,0.47
8864,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9571,0.24,0.08,0.14,0.2,0.11,0.17,0.14,0.23,0.23,0.4,0.44,0.51,0.55,0.49,0.44,0.44,0.48,0.41,0.51,0.44,0.48,0.39,0.21,0.2
9936,0.19,0.1462,0.1277,0.14,0.11,0.14,0.12,0.14,0.1,0.11,0.17,0.06,0.63,0.25,0.05,0.1651,0.1797,0.12,0.29,0.21,0.338,0.3573,0.31,0.31
10637,1.0342,0.9388,0.8871,1.05,1.16,1.04,0.96,1.05,1.24,0.56,0.23,0.31,0.23,1.19,1.09,1.23,0.25,0.19,0.55,1.05,0.33,0.31,0.36,0.34
10998,0.46,0.36,0.43,0.44,0.47,0.44,0.41,0.33,0.67,0.42,0.46,1.37,0.33,0.22,0.19,0.22,0.34,0.4,0.62,0.47,0.53,0.78,0.59,0.62
11360,0.27,0.22,0.23,0.25,0.3,0.28,0.3,0.58,2.37,0.33,0.19,0.24,0.27,0.3,0.28,0.24,0.49,0.4338,0.5502,0.99,1.31,0.45,1.2316,1.3638
11726,1.48,1.14,0.16,0.18,0.28,0.18,0.17,0.17,0.15,0.24,0.13,0.31,0.32,0.52,0.31,0.17,0.19,0.12,0.17,0.82,0.27,0.56,1.12,0.31
12109,0.54,0.45,0.51,0.49,0.48,0.51,0.48,0.53,0.5,0.73,0.84,0.96,0.82,0.89,0.58,0.53,0.54,0.53,0.48,0.46,0.48,0.49,0.47,0.49
12451,0.68,0.63,0.68,0.67,0.64,0.84,2.71,2.36,2.01,2.15,1.93,3.07,1.66,1.37,0.97,1.12,1.91,2.03,2.07,3.12,0.85,0.85,0.75,0.69
12817,0.16,0.09,0.12,0.13,0.14,0.12,0.13,0.35,0.16,0.19,0.18,0.38,0.55,0.68,0.31,0.3026,0.17,0.22,0.46,0.29,0.69,0.29,0.26,0.15
13176,0.64,0.07,0.05,0.04,0.08,0.1684,0.2,0.3,0.06,0.0992,0.0564,0.0309,0.0157,0.08,0.0134,0.0175,0.01,0.05,0.07,0.04,0.06,0.13,2.48,1.01
13404,1.54,0.95,0.9,1.0,0.46,0.35,0.74,2.69,2.78,0.19,0.13,0.4512,0.3963,0.36,0.39,0.41,0.38,0.25,1.86,3.14,2.61,3.1458,3.0531,2.4
13770,2.68,0.07,0.08,0.08,0.1,0.08,0.11,0.22,0.96,0.74,0.12,0.1,0.48,0.36,0.36,0.35,0.39,0.13,0.25,0.42,0.49,3.87,2.61,0.55
14136,0.11,0.08,0.07,0.07,0.09,0.1,0.09,0.07,0.27,0.25,0.2167,0.1958,0.08,0.13,0.14,0.11,0.17,0.12,0.08,0.07,0.08,0.48,2.93,3.03
