,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
1,0.15,0.08,0.09,0.07,0.08,0.06,0.08,0.07,0.07,0.08,0.06,0.07,0.07,0.07,0.08,0.07,0.06,0.08,0.07,0.06,0.08,0.15,0.08,0.08
367,0.89,0.54,0.69,0.61,0.67,0.62,0.67,0.57,1.94,1.86,1.54,0.67,0.13,0.9207,1.46,1.09,1.41,1.35,1.24,1.48,1.16,1.31,1.62,1.67
1074,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0
2346,1.59,0.36,0.33,0.1,0.2,0.06,0.2149,0.2796,0.05,0.52,0.83,0.16,0.37,0.09,0.22,0.04,0.12,0.25,0.3,0.37,0.69,0.36,0.83,0.76
3078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4151,0.19,0.19,0.07,0.24,0.25,0.09,0.44,0.09,0.72,1.92,1.35,1.56,1.85,1.28,1.26,1.13,1.02,1.04,1.1,1.17,1.13,2.18,1.65,0.54
4517,0.04,0.03,0.03,0.05,0.02,0.03,0.04,0.04,0.14,0.06,0.06,0.23,0.09,0.1,0.13,0.12,0.04,0.1381,0.15,0.12,0.15,0.1,0.09,0.04
4883,0.31,0.07,0.06,0.04,0.07,0.04,0.07,0.03,0.06,0.07,0.13,0.49,0.28,0.21,0.16,0.13,0.26,0.31,0.49,0.48,0.49,0.31,0.57,0.26
5241,0.08,0.1,0.08,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.07,0.1,0.08,0.08,0.09,0.07,0.19,0.24,0.2,0.09,0.11,0.09,0.11
5606,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.0
5972,0.11,0.12,0.1,0.1,0.11,0.12,0.11,0.11,0.1654,0.2189,0.12,0.25,0.24,1.45,1.17,0.11,0.1,0.11,0.3,0.29,0.11,0.11,0.12,0.12
6338,0.04,0.03,0.03,0.04,0.03,0.03,0.09,0.1,0.07,0.0632,0.0711,0.07,0.05,0.03,0.04,0.03,0.06,0.0719,0.08,0.07,0.07,0.08,0.06,0.03
6704,1.07,1.64,0.63,1.19,2.48,0.4,0.61,0.22,0.5,0.2,0.22,0.29,0.61,0.5,0.18,1.29,1.78,2.26,3.38,2.22,0.29,0.58,0.54,0.31
7068,0.07,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.02,0.02,0.02,0.01,0.02
7434,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.03
8137,1.22,1.1,0.25,0.3002,0.295,0.14,0.19,0.14,0.22,4.02,3.77,4.05,2.6771,1.9316,1.07,0.25,0.27,1.2074,1.3667,1.23,1.59,1.82,4.26,0.15
8843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9550,0.22,0.08,0.13,0.2,0.13,0.12,0.2,0.15,0.16,0.45,0.46,0.42,0.98,1.13,1.05,1.16,0.94,0.94,0.81,0.84,0.5,0.32,0.15,0.15
9915,0.16,0.13,0.13,0.13,0.13,0.13,0.26,0.26,0.14,0.16,0.05,0.05,0.17,0.08,0.26,0.2,0.17,0.1,0.09,0.06,0.07,0.08,0.29,0.26
10281,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02
