,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
16,0.23,0.73,0.1874,0.16,0.07,0.07,0.08,0.07,0.07,0.16,0.31,0.42,0.48,0.22,0.34,0.15,0.09,0.13,0.22,0.18,0.2,0.17,1.15,0.5
382,1.82,1.1777,0.9582,0.69,0.55,0.6,0.6,0.56,1.52,1.83,1.58,1.04,0.15,0.14,0.581,0.7049,0.7518,0.6728,0.11,0.12,0.991,1.4369,1.51,2.43
1089,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0028,0.0029,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.07,0.15,0.16
2361,0.17,0.05,0.24,0.06,0.04,0.04,0.1195,0.161,0.35,0.18,0.04,0.04,1.16,0.78,0.18,0.18,0.05,0.05,0.25,0.16,0.62,0.11,0.37,0.2
3093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4166,0.13,0.1,0.12,0.11,0.11,0.12,0.11,0.11,0.71,1.09,1.04,1.15,0.4185,1.27,0.05,0.02,0.02,0.04,0.06,0.02,0.02,0.03,0.03,0.07
4532,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.13,0.09,0.1,0.12,0.12,0.19,0.09,0.08,0.04,0.37,0.17,0.07,0.22,0.09,0.11,0.06
4898,0.24,0.18,0.05,0.06,0.05,0.06,0.05,0.04,0.07,0.04,0.07,0.04,0.2,0.2,0.3,0.15,0.14,0.21,0.3,0.21,0.18,0.21,0.19,0.23
5256,0.15,0.08,0.11,0.09,0.11,0.09,0.11,0.09,0.11,0.09,0.09,0.09,0.09,0.39,0.11,0.09,0.08,0.14,0.65,0.29,0.26,0.24,0.17,0.15
5621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5987,0.14,0.15,0.1,0.11,0.12,0.1111,0.1135,0.1,0.11,0.11,0.1,0.13,0.18,0.09,0.11,0.16,0.37,0.64,0.67,1.1684,0.9663,1.57,1.57,0.1638
6353,0.05,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.07,0.08,0.07,0.1,0.05,0.05,0.08,0.07,0.07,0.08,0.07,0.08,0.09,0.12,0.05,0.04
6719,0.77,2.76,1.82,1.95,0.96,0.71,1.04,1.21,0.6,0.56,0.18,0.16,0.11,0.97,1.55,0.36,1.76,0.83,1.65,1.46,0.88,0.34,0.19,0.45
7083,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02
7449,0.03,0.02,0.03,0.02,0.0263,0.0263,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03
8152,1.36,1.03,0.88,0.8,0.8,0.3127,0.77,0.84,1.16,1.8873,2.1609,2.44,1.46,1.07,0.8905,0.7839,0.45,1.86,1.21,2.3444,2.6526,2.81,2.96,0.92
8858,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9565,0.16,0.176,0.1669,0.13,0.2,0.12,0.12,0.21,0.15,0.42,0.47,0.55,0.5,0.42,0.83,1.03,1.08,1.11,0.46,0.76,0.6706,0.82,0.86,0.3153
9930,0.53,0.1785,0.1605,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.2,0.32,0.13,0.23,0.13,0.12,0.2,0.28,0.22,0.31,0.43,0.44,0.36,0.27
10631,1.03,0.7641,0.6833,0.12,0.13,0.13,0.64,1.04,1.37,1.16,0.62,0.15,0.9028,0.9875,1.22,1.56,1.48,1.21,0.73,1.31,2.29,1.33,1.264,1.1765
10992,0.53,0.4595,0.3712,0.26,0.48,0.2761,0.3275,0.37,0.51,0.69,1.13,0.91,0.56,0.92,0.6,0.56,0.52,0.77,2.85,3.64,1.98,0.69,0.56,0.49
11354,3.72,1.86,1.47,0.77,0.73,0.86,0.8,0.74,0.8,0.78,1.82,2.48,1.1,1.34,1.14,0.85,0.72,2.08,1.18,1.29,1.01,2.01,2.28,3.79
11720,0.79,0.21,0.11,1.09,0.2,0.12,0.08,0.08,0.1,0.08,0.07,0.08,0.11,0.12,0.22,0.2,0.49,0.82,0.22,0.21,0.31,0.23,0.76,1.38
12103,0.49,0.43,0.46,0.48,0.49,0.48,0.52,0.48,0.55,0.5,0.51,0.5,0.51,0.47,0.5,0.48,0.52,0.4388,0.4013,0.5,0.54,0.5,0.52,0.52
12445,0.83,0.72,0.83,0.73,0.67,0.65,1.2,2.77,1.3,1.61,1.23,2.33,1.33,1.14,1.26,1.05,1.25,1.58,2.27,3.31,1.51,0.84,0.64,0.64
12811,0.56,0.2,0.17,0.14,0.14,0.15,0.13,0.27,0.13,0.23,0.16,0.14,0.31,0.49,0.62,0.24,0.26,0.22,0.96,0.57,0.51,0.73,0.35,0.14
13171,1.1,0.6452,0.3977,0.07,0.04,0.03,0.09,0.07,0.09,0.08,0.06,0.1871,0.198,0.18,0.2028,0.2025,0.71,0.3313,0.5628,2.07,0.43,2.52,2.23,3.58
13398,1.34,0.46,0.48,0.52,0.49,0.53,0.51,0.84,1.2297,0.9591,0.6,0.47,0.44,0.39,0.32,0.38,0.17,0.2,1.86,3.12,2.51,1.84,2.13,2.27
13764,0.09,0.06,0.06,0.07,0.07,0.06,0.06,0.28,0.34,0.41,0.37,0.76,0.27,0.4,0.31,0.28,0.32,0.19,1.01,1.23,1.59,1.06,0.27,0.46
14130,3.59,1.5138,0.9705,0.09,0.11,0.07,0.07,0.1,0.07,0.89,0.14,0.09,0.08,0.07,0.09,0.09,0.08,0.07,0.1,0.07,0.08,0.1416,0.655,0.41
14495,0.41,0.29,0.17,0.15,0.21,0.15,0.16,0.2,0.16,0.2,0.59,0.44,0.31,0.36,0.2,0.2,0.32,0.22,0.21,0.21,0.23,0.2,0.22,0.71
14861,0.04,0.02,0.03,0.03,0.04,0.04,0.1659,0.1,0.15,0.2,0.15,0.5,0.3,0.12,0.05,0.12,0.13,0.03,0.03,0.04,0.19,0.21,0.11,0.03
15227,0.8,0.5451,0.2401,0.03,0.03,0.02,0.03,0.1,0.1562,0.09,0.03,0.03,0.03,0.25,2.01,2.03,1.96,0.93,0.8,1.0,1.98,2.2,1.23,0.63
15593,0.2678,0.2439,0.2364,0.2362,0.2389,0.2495,0.28,0.19,0.13,0.98,0.21,0.27,0.26,0.4,0.49,0.36,0.36,0.32,0.77,2.23,3.07,1.27,0.23,0.28
15959,0.03,0.04,0.07,0.03,0.0445,0.0465,0.03,0.06,0.02,0.11,0.04,0.1,0.16,0.11,0.15,0.12,0.12,0.8,0.67,0.21,0.16,0.13,0.65,0.07
16325,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.05,0.06,0.05,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.05,0.06
16684,0.28,0.13,0.14,0.26,0.15,0.45,0.32,0.34,0.32,0.5667,0.5308,0.4961,0.4762,0.459,0.4723,0.6372,1.1987,2.1986,3.34,3.49,3.53,3.19,1.35,0.52
17050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.25,0.6,0.05,0.0,0.0,0.0,0.0767
17415,0.21,0.06,0.08,0.09,0.06,0.09,0.19,0.18,0.1412,0.15,0.16,0.15,0.17,0.12,0.1,0.11,0.07,0.08,0.09,0.05,0.25,0.18,0.17,0.17
17780,0.04,0.01,0.01,0.01,0.02,0.0,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.02
18178,0.12,0.03,0.07,0.03,0.33,0.22,0.5,0.15,0.14,0.08,0.17,0.08,0.43,0.2,0.09,0.09,0.1,0.08,0.17,0.2,0.22,0.2,0.57,0.39
18544,0.07,0.02,0.06,0.04,0.06,0.05,0.04,0.07,0.04,0.05,0.06,0.03,0.06,0.12,0.21,0.18,0.04,0.06,0.04,0.05,0.06,0.03,0.06,0.04
18910,0.1777,0.1057,0.0704,0.06,0.05,0.06,0.0776,0.092,0.08,0.07,0.18,0.54,0.16,0.14,0.24,0.2438,0.48,0.12,0.25,0.29,0.77,0.27,0.24,0.08
