,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
15,0.32,0.42,0.1712,0.07,0.08,0.07,0.07,0.07,0.08,0.51,0.16,0.33,0.13,0.07,0.07,0.1573,0.1701,0.16,0.36,0.28,0.19,0.33,0.81,0.23
381,0.12,0.07,0.1,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.11,0.08,0.09,0.1,0.26,1.35,0.98,0.11,0.82,0.9188,2.33,2.61,2.69,1.61
1088,0.01,0.0,0.0,0.0,0.01,0.0037,0.0036,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0
2360,0.51,0.23,0.09,0.07,0.07,0.25,0.06,0.06,0.49,0.34,0.18,0.03,0.34,0.17,0.04,0.21,0.04,0.03,0.1,0.14,0.71,0.13,0.65,0.47
3092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4165,0.26,0.23,0.24,0.09,0.26,0.25,0.11,0.4,1.29,0.49,0.1,0.08,0.11,0.07,0.11,0.08,0.1,0.08,0.1,0.2,2.19,1.33,1.29,0.66
4531,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.11,0.06,0.06,0.05,0.21,0.19,0.34,0.2877,0.39,0.73,0.13,0.08,0.08,0.11,0.08,0.06
4897,0.31,0.21,0.07,0.05,0.05,0.05,0.06,0.04,0.08,0.03,0.07,0.07,0.34,0.15,0.14,0.16,0.17,0.21,0.3,0.24,0.16,0.2,0.17,0.3
5255,0.06,0.075,0.0673,0.1,0.07,0.11,0.08,0.12,0.07,0.11,0.08,0.09,0.08,0.16,0.09,0.09,0.09,0.38,0.24,0.55,0.35,0.29,0.25,0.16
