,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
9,0.72,0.2979,0.2027,0.18,0.08,0.07,0.07,0.14,0.1,0.08,0.11,0.45,0.51,0.2,0.34,0.06,0.11,0.18,0.28,0.26,0.19,0.19,0.93,0.2
375,1.81,0.94,0.64,0.68,0.62,0.59,0.62,0.59,1.51,1.68,1.58,0.7,0.13,0.89,1.56,1.22,1.82,0.38,0.12,0.21,1.77,1.57,1.23,1.5649
1082,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01
2354,0.26,0.06,0.07,0.04,0.07,0.06,0.04,0.06,0.31,0.15,0.04,0.52,0.2,0.03,0.02,0.04,0.04,0.05,0.79,0.37,0.13,0.17,0.32,0.78
3086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4159,0.12,0.12,0.11,0.12,0.11,0.11,0.16,0.21,0.19,0.15,0.27,0.03,0.05,0.03,0.02,0.03,0.06,0.1,1.98,2.67,1.38,1.28,1.99,1.31
4525,0.04,0.03,0.04,0.02,0.04,0.03,0.04,0.03,0.11,0.04,0.07,0.05,0.11,0.04,0.05,0.05,0.09,0.19,0.1,0.18,0.2,0.09,0.11,0.06
4891,0.26,0.06,0.07,0.04,0.06,0.04,0.07,0.04,0.06,0.05,0.13,0.24,0.14,0.16,0.27,0.3,0.16,0.22,0.26,0.18,0.18,0.18,0.34,0.25
5249,0.09,0.08,0.1,0.08,0.1,0.09,0.1,0.07,0.1,0.09,0.17,0.09,0.12,0.08,0.14,0.15,0.16,0.1,0.46,0.68,0.346,0.2899,0.13,0.09
5614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5980,0.15,0.12,0.1,0.11,0.15,0.18,0.12,0.11,0.1,0.11,0.31,0.61,0.48,0.16,0.14,0.15,0.16,0.15,0.92,0.54,0.16,0.17,0.17,0.17
6346,0.03,0.04,0.03,0.03,0.13,0.08,0.04,0.05,0.05,0.07,0.08,0.22,0.05,0.03,0.03,0.03,0.06,0.08,0.08,0.08,0.07,0.08,0.05,0.0433
6712,1.02,0.2,0.28,0.74,1.85,0.35,0.17,0.21,0.65,1.37,0.6,0.26,0.22,0.35,0.17,1.19,0.69,1.23,2.62,2.53,2.45,1.16,1.57,1.38
7076,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02
7442,0.03,0.02,0.03,0.0263,0.0266,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03
8145,0.4,0.12,0.14,0.14,0.24,0.2159,0.2518,0.12,0.15,0.2412,0.37,0.11,0.2,0.18,0.19,0.11,0.13,0.18,0.18,0.56,0.22,0.25,0.29,0.3
8851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9558,0.13,0.1367,0.1316,0.09,0.09,0.18,0.09,0.09,0.19,0.1,0.11,0.2,0.26,0.4,0.46,0.41,0.47,0.42,0.45,0.52,0.28,0.3,0.2128,0.1573
9923,0.24,0.19,0.13,0.14,0.13,0.11,0.14,0.12,0.14,0.1093,0.1209,0.21,0.12,0.19,0.14,0.16,0.09,0.22,0.16,0.2,0.31,0.35,0.37,0.32
10624,0.21,0.3281,0.2614,0.13,0.11,0.11,0.12,0.26,0.29,0.35,0.39,0.27,0.4,0.3,0.26,0.26,0.6,0.7384,0.8134,1.4,1.35,0.5,0.66,0.7172
10985,0.53,0.38,0.45,0.47,0.44,0.45,0.52,0.75,1.19,1.1,0.4,0.25,0.21,0.22,0.22,0.22,0.22,0.35,2.22,3.81,3.93,2.29,0.93,1.28
11347,0.62,0.25,0.33,0.27,0.26,0.24,0.26,0.22,0.23,0.77,0.3,0.3,0.48,0.0772,0.1369,0.27,0.28,0.58,0.5,1.51,4.24,3.92,3.76,4.47
11713,0.37,0.18,0.09,0.16,0.19,0.2,0.14,0.08,0.06,0.07,0.06,0.08,0.19,0.14,0.22,0.64,0.76,0.66,0.76,0.94,0.22,0.24,1.09,0.42
12096,0.51,0.43,0.46,0.47,0.49,0.48,0.46,0.45,0.46,0.45,0.45,0.43,0.43,0.43,0.42,0.43,0.44,0.42,0.41,0.41,0.41,0.42,0.42,0.43
12438,0.7,0.55,0.6,0.59,0.7,1.93,2.61,2.22,1.12,1.73,1.77,2.15,1.99,0.93,0.87,1.23,1.11,1.83,1.04,1.07,1.96,0.86,1.14,1.36
12804,0.67,0.11,0.16,0.14,0.14,0.34,0.17,0.18,0.26,0.22,0.18,0.41,0.63,0.6,0.21,0.18,0.23,0.34,0.44,0.41,1.06,0.41,0.56,0.34
13164,0.246,0.07,0.04,0.07,0.1,0.09,0.08,0.06,0.05,0.14,0.1022,0.1001,0.48,0.08,0.05,0.1046,0.1203,0.09,0.11,0.06,0.29,0.4,0.5,0.33
13391,1.6,1.05,1.16,1.17,1.15,1.14,0.77,0.64,3.51,0.88,0.15,0.19,0.59,0.97,0.42,0.41,0.18,0.16,2.86,2.33,2.01,2.23,2.2,2.3054
13757,0.14,0.09,0.09,0.07,0.07,0.08,0.07,0.07,0.15,0.69,0.56,0.11,0.16,0.4,0.41,0.27,0.3,0.3,0.45,1.11,1.49,1.082,0.95,1.62
