,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
2,0.08,0.06,0.08,0.07,0.07,0.07,0.08,0.06,0.08,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.15,0.08,0.08,0.07,0.07,0.07,0.07
368,1.41,0.56,0.57,0.55,0.56,0.47,0.59,0.68,1.84,1.47,1.2,1.54,0.1,0.67,0.7979,1.77,1.45,0.89,0.09,0.1,0.1,0.1,0.08,0.08
1075,0.0,0.0,0.01,0.0,0.0025,0.0032,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.16,0.15
2347,0.41,0.21,0.21,0.33,0.21,0.18,0.41,0.17,0.29,0.04,0.21,0.3626,0.3393,0.44,0.59,0.21,0.65,0.31,0.23,0.43,0.63,0.28,0.88,1.41
3079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4152,0.12,0.1,0.11,0.12,0.1,0.12,0.1,0.25,0.12,0.22,0.15,0.17,0.32,0.23,1.71,1.45,0.41,0.43,0.44,1.06,0.7,0.65,1.06,0.4
4518,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.04,0.12,0.06,0.04,0.45,0.44,0.07,0.11,0.09,0.11,0.46,0.11,0.08,0.11,0.11,0.1,0.03
4884,0.14,0.07,0.07,0.04,0.06,0.05,0.05,0.06,0.04,0.07,0.04,0.21,0.43,0.21,0.27,0.36,0.38,0.31,0.42,0.23,0.27,0.33,0.32,0.21
5242,0.1,0.1,0.1,0.09,0.11,0.08,0.12,0.12,0.14,0.08,0.1,0.08,0.1,0.08,0.08,0.07,0.1,0.08,0.08,0.24,0.19,0.11,0.09,0.11
