,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
11,0.9,0.2455,0.1681,0.31,0.07,0.07,0.08,0.07,0.1205,0.17,0.12,0.08,0.09,0.07,0.07,0.29,0.14,0.51,0.32,0.25,0.18,0.35,0.27,1.06
377,1.24,0.43,0.53,0.55,0.4033,0.403,0.53,0.45,0.43,0.4256,0.3342,0.1,0.09,0.09,0.1463,0.1588,0.09,0.11,0.1,0.1,0.08,0.1,0.11,0.1
1084,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0027,0.0029,0.0,0.0,0.01,0.11,0.15,0.16
2356,0.22,0.04,0.05,0.03,0.32,0.03,0.05,0.04,0.38,0.2,0.28,0.43,0.07,0.19,0.07,0.04,0.06,0.05,0.29,0.29,0.25,0.33,0.16,0.57
3088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4161,0.85,0.23,0.26,0.12,0.24,0.09,0.3,0.19,1.27,0.08,0.09,0.1,0.07,0.07,0.07,0.12,0.07,0.07,0.2,2.81,2.76,3.29,0.93,0.07
4527,0.03,0.03,0.04,0.03,0.03,0.04,0.07,0.05,0.12,0.06,0.05,0.05,0.1,0.04,0.06,0.21,0.08,0.23,0.09,0.07,0.07,0.1,0.08,0.03
4893,0.27,0.17,0.04,0.06,0.06,0.04,0.07,0.03,0.07,0.03,0.11,0.24,0.14,0.15,0.13,0.15,0.14,0.14,0.36,0.23,0.33,0.17,0.19,0.24
5251,0.17,0.11,0.1,0.11,0.1,0.11,0.09,0.11,0.07,0.1,0.07,0.11,0.07,0.1,0.08,0.11,0.18,0.15,0.1981,0.17,0.32,0.17,0.11,0.09
5616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5982,0.13,0.09,0.09,0.12,0.1,0.1,0.11,0.11,0.08,0.23,0.14,0.15,1.34,0.16,0.22,0.21,0.15,1.13,1.7759,1.8393,1.4634,1.6,1.01,0.11
6348,0.03,0.0381,0.0424,0.03,0.04,0.04,0.04,0.1,0.05,0.08,0.07,0.27,0.07,0.05,0.04,0.03,0.0751,0.083,0.07,0.08,0.09,0.1,0.05,0.03
6714,0.36,0.2,0.21,2.16,1.78,0.99,0.7,0.23,0.96,0.35,0.3,0.14,0.38,0.12,0.15,0.08,1.4,3.08,0.85,0.64,1.83,0.54,0.74,0.99
7078,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02
7444,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02
8147,0.81,0.2715,0.2379,0.22,0.17,0.12,0.24,0.46,2.03,0.3,0.37,0.88,0.21,0.33,0.47,0.3,0.45,0.4,0.52,0.39,1.33,3.24,0.38,0.27
8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9560,0.23,0.1403,0.1343,0.16,0.12,0.17,0.14,0.13,0.21,0.37,0.44,0.64,0.46,0.47,0.47,0.44,0.48,0.41,0.49,0.47,0.26,0.3,0.12,0.09
9925,0.29,0.22,0.23,0.23,0.23,0.38,0.27,0.1424,0.1222,0.09,0.06,0.09,0.03,0.16,0.07,0.1,0.11,0.11,0.24,0.24,0.38,0.3,0.41,0.2
10626,1.25,0.8946,0.8096,0.8,0.85,0.83,0.74,0.6067,0.5371,0.4483,0.1,0.09,0.14,0.2605,0.2777,0.47,0.33,0.24,0.92,0.92,1.04,1.52,0.94,0.27
10987,1.46,0.35,0.31,0.35,0.36,0.35,0.38,0.52,0.45,0.36,0.32,0.31,0.29,0.23,0.31,0.37,0.43,0.98,2.27,0.77,2.0,0.71,1.16,0.57
11349,0.86,0.29,0.3,0.3,0.29,0.29,0.32,0.79,2.46,1.11,0.29,0.26,1.53,0.21,0.17,0.3254,0.4182,0.29,0.65,0.64,2.0433,2.4865,3.95,2.74
11715,0.09,0.07,0.11,0.11,0.04,0.1,0.08,0.09,0.1,0.06,0.52,0.71,0.34,0.25,0.12,0.23,0.38,0.37,0.44,0.68,0.64,0.24,1.25,0.26
12098,0.48,0.35,0.41,0.42,0.41,0.41,0.41,0.42,0.43,0.61,0.7658,0.9226,0.8,0.93,0.86,0.79,0.95,0.9,0.6,0.42,0.4,0.42,0.42,0.43
