,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
19,0.34,0.15,0.08,0.23,0.08,0.07,0.07,0.07,0.1165,0.25,0.44,0.19,0.186,0.1637,0.1,0.12,0.2,0.5,0.2,0.31,0.37,0.3,0.82,0.83
385,0.11,0.125,0.1182,0.1,0.11,0.08,0.1,0.09,0.09,0.1,0.08,0.09,0.09,0.11,0.09,0.09,0.11,0.08,0.1,0.09,0.09,0.09,0.11,0.08
1092,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0
2364,0.13,0.03,0.06,0.22,0.06,0.05,0.03,0.06,0.68,0.41,0.03,0.17,0.03,0.04,0.03,0.02,0.27,0.03,0.03,0.05,0.27,0.49,0.35,0.36
3096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4169,0.09,0.08,0.1,0.1,0.09,0.25,0.2,1.27,3.26,0.22,0.03,0.05,0.04,0.05,0.04,0.05,0.03,0.06,0.03,2.85,2.88,3.32,1.49,0.3
4535,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.14,0.05,0.07,0.05,0.08,0.1,0.12,0.1,0.12,0.16,0.1517,0.16,0.12,0.11,0.11,0.06
4901,0.24,0.19,0.05,0.06,0.05,0.06,0.04,0.07,0.04,0.07,0.03,0.07,0.25,0.15,0.14,0.28,0.19,0.19,0.12,0.24,0.32,0.22,0.19,0.2
5259,0.11,0.1,0.11,0.09,0.11,0.09,0.13,0.08,0.1,0.07,0.11,0.07,0.1407,0.1306,0.09,0.06,0.33,0.23,0.24,0.51,0.35,0.28,0.2828,0.2252
5624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5990,0.13,0.11,0.11,0.09,0.12,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.23,0.18,0.11,0.1,0.1,0.3016,0.3949,0.46,0.42,0.33,0.32,0.15
6356,0.04,0.0365,0.036,0.04,0.03,0.03,0.04,0.03,0.07,0.07,0.08,0.07,0.04,0.03,0.0673,0.074,0.07,0.24,0.08,0.05,0.08,0.04,0.03,0.03
6722,1.36,0.18,0.28,1.57,0.48,0.16,0.76,1.07,0.96,0.14,0.3,0.23,0.48,0.47,0.59,1.79,3.2,2.26,1.27,1.19,0.83,0.56,0.43,0.44
7086,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02
7452,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03
8155,0.8,0.2545,0.41,0.25,0.08,0.2,0.23,0.62,1.95,0.2,0.42,0.61,0.26,0.26,0.22,0.3605,0.4066,0.64,0.5,0.46,0.827,0.8468,0.96,0.2
8861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0
9568,0.17,0.09,0.09,0.11,0.16,0.09,0.12,0.16,0.11,0.42,0.43,0.6,0.58,0.46,0.47,0.52,0.44,0.73,0.69,0.48,0.33,0.27,0.19,0.12
9933,0.2,0.15,0.14,0.12,0.13,0.13,0.14,0.11,0.1,0.12,0.08,0.11,0.07,0.1,0.1,0.11,0.09,0.08,0.22,0.42,0.45,0.4,0.32,0.21
10634,0.52,0.4277,0.3724,0.24,0.21,0.18,0.18,0.55,0.45,0.48,0.23,0.26,0.24,0.3352,0.3711,0.57,0.34,0.41,0.55,0.5773,0.6023,0.32,0.56,0.98
10995,0.59,0.49,0.52,0.52,0.54,0.51,0.46,0.77,0.4,0.36,0.43,0.42,0.25,0.33,0.35,0.31,0.23,0.26,0.3,0.31,0.68,0.61,0.63,0.59
11357,0.74,0.21,0.2,0.2,0.21,0.2,0.21,0.4,1.52,0.41,0.25,0.27,0.19,0.19,0.17,0.21,0.17,0.53,1.32,1.26,1.56,1.12,2.58,2.9
11723,0.4,0.13,0.09,0.07,0.11,0.1,0.08,0.07,0.19,0.07,0.07,0.11,1.3,0.3,0.78,0.44,0.2,0.2,0.19,0.2,0.32,0.25,0.15,0.41
12106,0.48,0.37,0.45,0.4,0.42,0.48,0.44,0.49,0.44,0.83,0.75,0.83,1.25,1.13,1.39,2.45,1.35,0.77,0.43,0.49,0.46,0.48,0.48,0.49
12448,0.73,0.55,0.59,0.61,0.59,1.192,1.5624,2.38,1.3,1.66,1.95,2.71,1.91,1.05,1.17,1.08,2.02,2.35,1.65,1.36,0.84,1.53,0.77,0.72
12814,0.31,0.11,0.14,0.13,0.14,0.13,0.13,0.14,0.21,0.14,0.41,0.5,0.68,0.15,0.23,0.28,0.22,0.13,0.45,0.57,0.51,0.4,0.28,0.15
13173,0.17,0.2,0.22,0.22,0.22,0.18,0.16,0.35,0.2,0.18,0.04,0.09,0.04,0.08,0.02,0.05,0.11,0.52,0.68,1.44,0.87,0.28,0.7537,0.6203
13401,0.21,0.25,0.27,0.25,0.2,0.37,0.21,2.61,1.82,0.15,0.08,0.17,0.37,0.41,0.52,2.36,1.33,0.48,1.82,1.9638,2.3205,1.91,3.25,1.69
13767,0.23,0.1,0.09,0.09,0.09,0.07,0.09,0.12,0.76,0.96,0.07,0.36,1.65,1.09,0.43,0.33,0.2,0.15,0.22,0.56,0.54,1.98,1.04,0.1
14133,0.1,0.3079,0.1126,0.12,0.08,0.07,0.08,0.1,0.33,0.16,0.14,0.11,0.09,0.07,0.1,0.09,0.1,0.45,0.36,0.31,0.26,0.28,1.95,1.45
14498,0.39,0.33,0.22,0.23,0.23,0.21,0.21,0.44,0.64,0.24,0.2,0.19,0.43,0.2,0.21,0.22,0.4,0.97,1.04,0.5,0.73,0.95,0.98,1.23
14864,0.05,0.02,0.04,0.03,0.02,0.14,0.1623,0.12,0.17,0.17,0.16,0.3,0.15,0.14,0.08,0.09,0.11,0.12,0.08,0.09,0.18,0.15,0.16,0.07
15230,0.0767,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.0068,0.0183,0.02,0.02,0.01,0.02,0.02,0.02
15596,0.19,0.14,0.26,0.18,0.26,0.17,0.16,0.24,0.57,0.67,0.28,0.18,0.45,0.5,0.44,0.35,0.34,0.83,1.49,3.31,4.31,3.7,1.19,0.18
15962,0.06,0.02,0.04,0.05,0.03,0.03,0.04,0.07,0.02,0.09,0.12,0.13,0.15,0.1,0.04,0.16,0.1,0.8,0.53,0.2,0.15,0.2115,0.3367,0.8
16328,0.05,0.04,0.05,0.04,0.05,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.0588,0.0637,0.04
16687,0.35,0.18,0.19,0.27,0.19,0.27,0.22,0.3,0.76,0.66,0.42,0.18,0.29,0.3,0.31,0.37,0.37,0.47,0.8,0.69,0.54,0.55,0.73,0.27
17053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17418,0.1,0.08,0.06,0.1,0.05,0.08,0.27,0.35,0.13,0.05,0.09,0.06,0.08,0.07,0.07,0.09,0.05,0.18,0.25,0.34,0.34,0.1,0.32,0.51
17783,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.0,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.07,0.04
18181,0.11,0.1279,0.1205,0.09,0.33,0.2159,0.2373,0.31,0.23,0.18,0.42,0.09,0.12,0.14,0.16,0.16,0.11,0.16,0.34,0.34,0.2,0.2,0.25,0.23
18547,0.07,0.03,0.06,0.06,0.05,0.13,0.07,0.06,0.03,0.07,0.05,0.04,0.06,0.04,0.06,0.06,0.03,0.56,0.3038,0.35,0.37,0.28,0.05,0.07
18913,0.1119,0.01,0.04,0.05,0.04,0.04,0.09,0.05,0.14,0.05,0.07,0.05,0.04,0.06,0.04,0.05,0.07,0.03,0.04,0.04,0.04,0.23,0.2,0.0617
19279,0.13,0.01,0.02,0.03,0.04,0.39,0.03,0.42,0.32,0.04,0.03,0.02,0.03,0.02,0.07,0.03,0.06,0.15,0.24,0.2,0.43,0.28,0.26,0.21
