,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
21,0.1655,0.14,0.08,0.07,0.08,0.07,0.07,0.07,0.1105,0.5,0.23,0.1,0.07,0.26,0.07,0.07,0.07,0.1179,0.1283,0.12,0.08,0.08,0.0815,0.0584
387,0.11,0.08,0.1,0.09,0.08,0.12,0.08,0.1,0.09,0.09,0.09,0.1,0.11,0.07,0.09,0.1,0.11,0.08,0.1,0.08,0.1,0.1,0.09,0.08
1094,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.13,0.16
2366,0.45,0.23,0.05,0.05,0.23,0.1128,0.1445,0.03,0.91,0.52,0.3642,0.3713,0.03,0.67,0.85,0.21,0.06,0.22,0.07,0.04,0.07,0.73,0.51,0.3
3098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4171,0.11,0.07,0.08,0.07,0.09,0.11,0.09,0.24,2.4,0.78,0.04,0.07,0.04,0.03,0.06,0.03,0.02,0.03,0.03,0.61,2.3,2.37,2.8,0.27
4537,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.1,0.07,0.08,0.04,0.05,0.05,0.04,0.11,0.17,0.06,0.07,0.08,0.09,0.09,0.22,0.0476
4903,0.17,0.05,0.06,0.05,0.05,0.06,0.05,0.06,0.04,0.07,0.05,0.26,0.13,0.16,0.32,0.14,0.18,0.21,0.2,0.19,0.2,0.24,0.19,0.21
5261,0.12,0.06,0.11,0.07,0.1,0.08,0.1,0.09,0.1,0.08,0.09,0.1,0.08,0.12,0.09,0.18,0.22,0.1579,0.17,0.15,0.09,0.1,0.08,0.1
5626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5992,0.16,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.09,0.2,0.17,0.12,1.23,3.24,2.42,1.44,1.45,0.33,0.13
6358,0.03,0.03,0.1,0.11,0.06,0.04,0.04,0.03,0.05,0.08,0.07,0.07,0.04,0.03,0.06,0.08,0.07,0.073,0.07,0.04,0.09,0.09,0.05,0.04
6724,0.37,0.25,2.08,0.89,0.54,0.3,0.14,0.92,0.77,0.7,0.12,0.1,0.1,0.1,0.14,0.43,0.23,4.24,4.31,0.95,2.38,1.38,0.83,0.24
