,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
27,0.24,0.63,0.07,0.07,0.08,0.07,0.08,0.06,0.1066,0.21,0.18,0.36,0.3,0.12,0.1255,0.1389,0.12,0.19,0.32,0.2,0.23,0.29,1.04,1.27
393,0.12,0.1343,0.1258,0.1,0.1,0.13,0.12,0.09,0.1,0.11,0.12,0.12,0.08,0.1,0.11,0.13,0.08,0.11,0.12,0.11,0.1394,0.1272,0.11,0.1
734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,0.0,0.0,0.01,0.0,0.003,0.0032,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0
1441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.48,0.88,0.21,0.02,0.03
2250,0.02,0.02,0.03,0.04,0.01,0.03,0.03,0.01,0.03,0.03,0.02,0.02,0.03,0.03,0.01,0.03,0.03,0.01,0.03,0.04,0.0,0.1,0.18,0.0404
2270,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.28,0.01,0.01,0.01,0.01,0.01
2289,0.89,1.32,0.8,0.02,0.02,0.02,0.33,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.49,0.87,0.94
2304,0.03,0.02,0.02,0.02,0.01,0.03,0.02,0.02,0.07,0.02,0.07,0.01,0.03,0.01,0.02,0.01,0.03,0.01,0.03,0.0,0.0401,0.03,0.03,0.14
2319,0.01,0.01,0.02,0.01,0.29,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.27,0.04,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01
2333,1.21,0.01,0.02,0.01,0.02,0.3,0.02,0.01,0.02,0.57,0.02,0.01,0.02,0.01,0.32,0.01,0.01,0.02,0.01,0.02,0.5,0.85,2.02,1.66
2372,0.17,0.54,0.03,0.04,0.21,0.02,0.04,0.04,0.15,0.64,0.22,0.04,0.04,0.02,0.22,0.03,0.02,0.06,0.02,0.29,0.05,1.23,0.62,0.83
3104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
