,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
20,0.24,0.16,0.12,0.16,0.1,0.09,0.07,0.08,0.0905,0.0976,0.0969,0.07,0.07,0.07,0.08,0.07,0.07,0.12,0.13,0.16,0.23,0.62,0.94,0.671
386,0.09,0.1198,0.114,0.09,0.09,0.09,0.1,0.09,0.09,0.1,0.1,0.08,0.1,0.11,0.08,0.09,0.08,0.1,0.1,0.09,0.1,0.09,0.09,0.1
1093,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
2365,0.5,0.06,0.09,0.17,0.02,0.1184,0.1483,0.03,0.66,0.43,0.02,0.04,0.2,0.03,0.02,0.04,0.04,0.04,0.27,0.05,0.03,0.1,0.59,0.17
3097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4170,0.27,0.28,0.26,0.64,1.11,0.4,0.37,0.25,2.16,0.62,0.03,0.06,0.03,0.02,0.05,0.04,0.02,0.03,0.37,2.43,1.22,2.98,1.77,0.1
4536,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.04,0.09,0.05,0.07,0.14,0.11,0.12,0.17,0.1,0.15,0.34,0.28,0.1,0.12,0.1,0.1,0.06
4902,0.25,0.12,0.06,0.05,0.06,0.05,0.06,0.05,0.05,0.07,0.1,0.11,0.21,0.13,0.26,0.29,0.15,0.17,0.2,0.33,0.21,0.21,0.19,0.26
5260,0.11,0.0768,0.0729,0.11,0.08,0.11,0.08,0.13,0.11,0.1,0.11,0.11,0.11,0.16,0.11,0.1,0.14,0.48,0.44,0.14,0.16,0.09,0.11,0.07
5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5991,0.15,0.09,0.1,0.12,0.12,0.1,0.11,0.11,0.16,0.19,0.13,0.2,0.38,0.25,0.16,0.15,0.15,0.17,0.8,0.85,0.42,0.22,0.17,0.11
6357,0.04,0.0404,0.0388,0.03,0.03,0.04,0.03,0.03,0.06,0.08,0.06,0.08,0.09,0.03,0.08,0.1,0.08,0.1,0.05,0.08,0.09,0.1,0.1,0.1
6723,0.13,0.07,0.55,0.54,1.17,2.25,0.6,0.21,0.21,0.61,0.44,0.51,0.13,0.67,0.13,0.36,0.22,1.43,0.44,0.22,1.49,1.23,2.32,1.09
7087,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02
7453,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02
8156,0.15,0.2813,0.2452,0.38,0.24,0.12,0.16,0.17,2.94,0.46,0.42,0.74,0.36,0.4919,0.4351,0.41,0.2,0.36,1.2069,1.4692,0.85,3.44,0.17,0.5
8862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9569,0.24,0.1366,0.1314,0.19,0.12,0.17,0.16,0.24,0.3,0.12,0.23,0.3567,0.3956,0.46,0.51,0.43,0.4788,0.4756,0.51,0.38,0.33,0.2,0.12,0.13
9934,0.13,0.08,0.11,0.1,0.08,0.1,0.08,0.11,0.05,0.08,0.0963,0.109,0.18,0.06,0.06,0.06,0.06,0.04,0.26,0.25,0.53,0.49,0.43,0.39
10635,1.31,1.2705,1.1611,1.24,1.07,1.11,1.04,1.13,0.69,0.24,0.24,0.25,0.23,0.2539,0.262,0.51,0.28,0.32,0.38,1.03,1.69,2.01,1.43,1.23
