,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
17,0.19,0.28,0.1782,0.33,0.09,0.07,0.07,0.07,0.07,0.07,0.2031,0.2243,0.24,0.23,0.25,0.08,0.1,0.27,0.55,0.18,0.25,0.81,0.33,0.23
383,1.45,1.01,0.61,0.59,0.52,0.52,0.6,0.73,1.9,1.91,1.3399,1.02,0.1,0.09,1.72,1.52,1.38,1.68,0.1,0.09,0.4883,0.3416,0.11,0.07
1090,0.17,0.14,0.15,0.11,0.06,0.02,0.01,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0
2362,0.06,0.06,0.24,0.04,0.04,0.04,0.04,0.27,0.18,0.1,0.23,0.03,0.04,0.57,0.18,0.06,0.19,0.1,0.03,0.07,0.51,0.86,0.69,0.42
3094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4167,0.03,0.06,0.03,0.06,0.03,0.06,0.03,0.05,0.03,0.06,0.03,0.05,0.04,0.05,0.03,0.06,0.03,0.1,1.76,1.53,1.69,1.49,3.43,2.16
4533,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.12,0.05,0.05,0.18,0.17,0.12,0.1,0.11,0.12,0.14,0.13,0.1,0.11,0.1,0.11,0.06
4899,0.27,0.2,0.07,0.04,0.07,0.04,0.06,0.05,0.04,0.08,0.03,0.09,0.12,0.26,0.15,0.13,0.15,0.11,0.17,0.31,0.22,0.17,0.18,0.32
5257,0.11,0.1,0.09,0.0689,0.0735,0.12,0.08,0.11,0.11,0.12,0.08,0.1,0.08,0.1,0.08,0.08,0.31,0.26,0.72,0.15,0.14,0.2115,0.1447,0.08
5622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5988,0.66,0.1,0.12,0.1,0.1,0.1,0.11,0.11,0.1,0.09,0.13,0.49,0.46,0.21,0.15,0.16,0.13,0.18,4.16,2.8,3.14,1.41,0.2,0.22
6354,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.06,0.08,0.07,0.25,0.05,0.03,0.04,0.03,0.03,0.13,0.26,0.09,0.11,0.09,0.06,0.03
6720,0.15,0.1,0.13,2.36,2.47,0.91,0.14,0.14,1.15,0.15,0.45,0.41,0.09,0.56,0.15,0.18,1.29,2.5,1.59,2.08,2.16,1.98,1.86,0.43
7084,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.0188,0.0188,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01
7450,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03
8153,0.32,0.27,0.82,0.81,0.2416,0.76,0.86,0.77,0.81,1.15,2.27,2.23,0.67,0.39,0.27,0.27,0.32,1.33,3.72,2.26,1.44,3.48,2.1,1.75
8859,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9566,0.68,0.1563,0.1468,0.15,0.2,0.32,0.14,0.16,0.28,0.19,0.28,0.55,0.37,0.58,0.2,0.17,0.2,0.12,0.17,0.15,0.12,0.2933,0.49,0.36
9931,0.26,0.21,0.24,0.1662,0.166,0.15,0.14,0.13,0.18,0.1,0.26,0.25,0.18,0.16,0.11,0.11,0.09,0.18,0.28,0.23,1.05,0.69,0.8,0.86
10632,1.91,1.0998,1.0359,1.12,1.13,1.05,0.92,0.99,0.88,0.62,0.54,0.32,0.28,0.28,0.25,0.78,0.27,0.83,0.27,0.2,0.2,0.32,0.7106,0.7577
10993,0.5,0.41,0.39,0.34,0.4,0.44,0.36,0.36,0.68,0.4,0.42,0.32,0.26,0.28,0.34,0.31,0.4,1.04,0.31,0.33,1.79,1.5,0.55,1.11
11355,2.32,0.21,0.2,0.24,0.26,0.31,0.23,0.21,1.94,0.64,0.22,0.21,0.19,0.52,0.5,1.58,1.16,0.97,1.19,4.16,3.3,1.28,3.26,3.27
11721,1.94,0.42,0.12,0.09,0.11,0.07,0.11,0.11,0.07,0.06,0.07,0.07,0.13,0.13,0.13,0.53,0.21,0.07,0.08,0.3229,0.3697,1.04,0.65,0.26
12104,0.62,0.49,0.53,0.53,0.51,0.57,0.56,0.57,0.58,0.53,0.56,1.54,3.47,3.61,3.44,3.15,3.2,3.31,0.9773,0.586,0.456,0.432,0.4324,0.4375
12446,0.68,0.58,0.64,0.64,0.63,0.97,1.98,3.07,1.35,1.82,1.85,2.51,1.74,1.31,1.0,0.95,1.64,2.03,2.11,1.66,1.48,0.99,0.72,0.66
12812,0.18,0.18,0.19,0.16,0.14,0.56,0.24,0.16,0.22,0.35,0.23,0.37,0.71,0.94,0.23,0.24,0.24,0.35,0.34,0.28,0.25,0.25,1.02,0.23
13399,1.57,1.08,1.26,1.24,1.0918,1.2237,1.24,1.21,3.1,2.86,1.17,0.62,0.65,0.47,0.58,0.38,1.1,1.15,0.28,2.76,2.81,2.19,2.78,1.65
13765,0.23,0.09,0.08,0.08,0.08,0.08,0.08,0.11,1.67,0.72,0.63,0.56,0.58,0.17,0.24,0.33,0.37,1.3,0.2,0.26,0.7152,1.39,0.26,0.17
14131,0.32,0.2624,0.2281,0.09,0.07,0.09,0.08,0.09,0.2,0.24,0.19,0.53,0.47,1.7,0.91,0.09,0.08,0.07,0.06,0.11,0.22,0.1898,0.1985,0.11
14496,1.02,0.56,0.2,0.2,0.19,0.2,0.18,0.14,0.2,0.17,0.35,0.16,0.53,0.32,0.2,0.27,0.34,0.64,1.51,0.74,0.18,0.31,1.51,0.81
14862,0.04,0.0379,0.0392,0.03,0.02,0.04,0.1629,0.23,0.15,0.2,0.13,0.16,0.14,0.15,0.23,0.13,0.12,0.11,0.06,0.1,0.21,0.21,0.1,0.04
15228,0.27,0.3681,0.2048,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.07,0.85,0.7748,0.8501,1.87,1.98,0.44,0.7477,0.5733,0.19,0.41,0.35,0.08,0.06
15594,0.19,0.17,0.26,0.17,0.25,0.21,0.28,0.18,0.2,1.0,0.89,0.21,0.4,0.54,1.84,0.46,0.38,0.44,0.82,3.4,3.74,1.65,0.63,0.3
15960,0.02,0.06,0.03,0.03,0.03,0.0432,0.0491,0.03,0.08,0.07,0.05,0.1,0.17,0.15,0.12,0.14,0.15,0.82,0.68,0.2,0.16,0.14,0.4,0.37
16326,0.06,0.05,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.06,0.05,0.13,0.85,0.75,0.12,0.05,0.04,0.04,0.04,0.04
16685,0.43,0.24,0.16,0.23,0.15,0.13,0.25,0.13,0.86,1.08,0.317,0.81,0.82,0.44,0.29,0.43,0.43,0.45,0.45,0.62,0.41,0.92,0.93,0.42
17051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17416,0.21,0.11,0.08,0.12,0.09,0.1,0.3,0.22,0.33,0.17,0.11,0.17,0.08,0.28,0.27,0.23,0.67,0.18,0.42,0.89,0.97,0.59,0.27,0.19
17781,0.0,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.02,0.0,0.01,0.02,0.06
18179,0.25,0.07,0.04,0.09,0.34,0.08,0.49,0.09,0.1,0.17,0.21,0.13,0.27,0.28,0.19,0.17,0.12,0.14,0.1,0.22,0.3,0.36,0.38,0.6
18545,0.06,0.06,0.11,0.09,0.03,0.07,0.05,0.04,0.06,0.05,0.05,0.06,0.03,0.06,0.11,0.04,0.07,0.03,0.06,0.06,0.03,0.06,0.05,0.05
18911,0.1758,0.1103,0.05,0.05,0.06,0.05,0.07,0.08,0.05,0.09,0.18,0.53,0.1,0.11,0.07,0.04,0.21,0.29,0.13,0.14,0.27,0.29,0.31,0.21
19277,0.04,0.04,0.03,0.03,0.03,0.05,0.34,0.25,0.35,0.11,0.07,0.03,0.03,0.02,0.03,0.02,0.05,0.42,0.28,0.46,0.3,0.24,0.27,0.3
19643,0.06,0.13,0.88,0.13,0.03,0.13,0.03,0.03,0.24,0.51,0.36,0.2,0.17,0.07,0.21,0.04,0.03,0.02,0.63,0.35,0.07,0.18,0.02,0.03
20593,0.34,0.01,0.42,0.12,0.52,0.12,0.04,0.41,0.76,0.32,0.24,0.82,0.82,0.56,0.29,0.23,0.53,0.81,0.76,0.65,1.57,1.03,0.98,0.06
20959,0.72,0.22,0.17,0.19,0.17,0.15,0.18,0.17,0.17,0.1,0.08,0.66,0.46,0.11,0.1,0.08,0.07,0.07,0.06,0.1,0.13,0.18,0.53,0.69
21318,0.0723,0.03,0.04,0.08,0.03,0.03,0.08,0.05,0.03,0.03,0.1068,0.1094,0.09,0.094,0.0852,0.05,0.11,0.03,0.31,0.24,0.12,0.15,0.06,0.84
21684,4.19,0.71,1.72,1.69,1.58,1.66,1.64,2.22,0.8724,0.91,0.09,0.2088,0.1783,0.29,0.12,0.23,0.34,0.35,0.31,1.85,1.9693,2.621,3.5,3.17
22043,0.09,0.07,0.08,0.06,0.08,0.08,0.09,0.05,0.1,0.08,0.41,0.73,0.32,0.26,0.14,0.4693,0.7689,0.55,3.47,3.54,5.83,4.68,2.47,0.19
22409,0.04,0.03,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.4769,0.4508,0.07,0.08,0.12,0.26,0.12,0.3087,0.3824,0.9,0.83,0.92,1.06,1.33,1.27
22775,0.56,0.62,0.64,0.53,0.72,0.48,0.74,0.45,0.75,0.64,0.1927,0.75,0.22,0.22,0.1523,0.1437,0.169,0.2667,0.5,0.57,1.04,1.08,0.79,1.74
