,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
24,0.2,0.1651,0.1309,0.09,0.15,0.09,0.07,0.08,0.07,0.1,0.17,0.13,0.36,0.07,0.07,0.07,0.07,0.08,0.18,0.2106,0.18,0.21,0.4,0.27
390,1.07,0.6368,0.5632,0.49,0.42,0.48,0.44,0.44,0.41,1.43,1.39,1.19,1.25,0.7501,1.56,0.89,1.06,0.91,0.12,0.11,0.13,0.1,0.12,0.09
1097,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0
2228,0.3461,0.193,0.0882,0.0327,0.0211,0.01,0.01,0.01,0.01,0.03,0.08,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.02
2267,0.1948,0.1321,0.0937,0.0745,0.0668,0.0665,0.08,0.1119,0.1449,0.27,0.01,0.01,0.04,0.01,0.01,0.01,0.3,0.01,0.01,0.01,0.01,0.03,0.16,0.11
2301,0.033,0.0333,0.0343,0.036,0.0384,0.0414,0.0449,0.02,0.02,0.03,0.02,0.05,0.21,0.03,0.04,0.03,0.02,0.02,0.02,0.36,0.07,0.05,0.11,0.11
2316,0.039,0.0448,0.02,0.01,0.01,0.02,0.3,0.02,0.01,0.01,0.02,0.01,0.04,0.05,0.01,0.01,0.3,0.01,0.02,0.01,0.01,0.02,0.01,0.01
2369,0.25,0.05,0.06,0.04,0.04,0.26,0.01,0.05,0.38,0.33,0.26,0.2,0.01,0.34,0.1,0.05,0.24,0.04,0.05,0.09,0.07,0.11,0.38,0.4538
3101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4174,0.12,0.14,0.1,0.09,0.1,0.1,0.29,0.1,0.14,1.29,0.29,0.13,0.29,0.12,0.12,0.14,0.67,1.04,1.27,1.14,2.58,1.35,3.0,1.58
4540,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.08,0.03,0.03,0.07,0.19,0.18,0.16,0.1574,0.2,0.14,0.22,0.14,0.1,0.1,0.06,0.03
4906,0.23,0.08,0.07,0.06,0.04,0.07,0.06,0.04,0.06,0.06,0.05,0.07,0.25,0.15,0.13,0.15,0.21,0.22,0.24,0.25,0.35,0.21,0.2,0.19
5264,0.09,0.08,0.08,0.1,0.06,0.1,0.0921,0.1008,0.11,0.12,0.1,0.18,0.15,0.15,0.12,0.31,0.36,0.2,0.25,0.34,0.08,0.07,0.09,0.09
5629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
