,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
7,0.24,0.82,0.22,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.41,0.11,0.46,0.28,0.09,0.08,0.15,0.08,0.08,0.07,0.11,0.25,0.19,0.9
373,0.09,0.07,0.09,0.11,0.1,0.08,0.1026,0.1,0.11,0.09,0.09,0.1162,0.1297,0.12,0.08,0.08,0.0784,0.0922,0.1,0.11,0.07,0.1,0.08,0.09
1080,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
2352,0.15,0.03,0.11,0.05,0.06,0.03,0.06,0.03,0.21,0.02,0.04,0.06,0.06,0.03,0.06,0.03,0.06,0.18,0.08,0.07,0.27,0.57,0.34,0.18
3084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4157,0.13,0.07,0.07,0.07,0.11,0.09,0.09,1.14,2.52,0.08,0.03,0.02,0.04,0.05,0.03,0.02,0.03,0.06,0.03,0.81,2.33,2.64,1.78,2.01
4523,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.12,0.06,0.12,0.07,0.06,0.12,0.11,0.14,0.06,0.06,0.41,0.14,0.3,0.1,0.07,0.04
4889,0.07,0.06,0.04,0.06,0.06,0.04,0.07,0.03,0.07,0.03,0.13,0.33,0.24,0.23,0.22,0.44,0.34,0.17,0.36,0.25,0.25,0.19,0.25,0.27
5247,0.09,0.09,0.1,0.11,0.09,0.12,0.1,0.11,0.58,0.12,0.13,0.13,0.11,0.13,0.11,0.25,0.13,0.21,0.23,0.6827,0.85,1.72,1.15,0.6
5612,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0
5978,0.12,0.1,0.21,0.15,0.11,0.11,0.12,0.11,0.1,0.1,0.1507,0.1484,0.1,0.12,0.1,0.22,0.15,0.18,0.95,0.62,0.37,0.22,0.14,0.11
6344,0.03,0.03,0.04,0.03,0.04,0.13,0.13,0.12,0.07,0.04,0.06,0.08,0.0804,0.04,0.07,0.07,0.08,0.08,0.07,0.08,0.05,0.11,0.03,0.03
6710,1.51,0.16,0.59,0.55,0.32,0.52,0.19,0.19,0.19,0.26,0.47,0.22,0.16,0.17,0.17,0.17,2.03,4.55,1.05,1.32,3.59,2.56,0.65,0.61
7074,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01
7440,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03
8143,0.16,0.16,0.15,0.21,0.12,0.2,0.68,0.98,2.19,0.26,0.28,0.69,0.26,0.13,0.12,0.44,0.37,0.33,0.62,0.6,3.53,1.83,1.65,0.54
8849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9556,0.22,0.1271,0.1257,0.14,0.16,0.12,0.15,0.18,0.15,0.28,0.47,0.46,0.74,1.05,1.2,1.27,1.08,1.09,1.07,0.44,0.36,0.27,0.32,0.24
9921,0.17,0.12,0.11,0.13,0.18,0.45,0.18,0.17,0.1,0.34,0.12,0.23,0.17,0.09,0.17,0.17,0.19,0.19,0.24,0.33,0.38,0.42,0.76,0.78
10287,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02
10622,1.95,0.38,0.81,0.74,0.75,0.83,0.69,1.05,0.48,0.2,0.23,0.34,0.26,0.21,0.2793,0.2639,0.26,0.29,0.63,0.46,0.5811,0.6358,0.31,0.23
