,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
13,0.78,0.26,0.08,0.07,0.07,0.07,0.08,0.07,0.1323,0.24,0.19,0.12,0.43,0.13,0.28,0.12,0.12,0.24,0.22,0.21,0.2,0.29,0.78,0.35
379,0.11,0.08,0.08,0.09,0.12,0.0999,0.1057,0.1,0.1,0.09,0.101,0.1166,0.1,0.1,0.08,0.09,0.09,0.1,0.11,0.09,0.09,0.1,0.09,0.07
1086,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0029,0.0027,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0
2358,0.12,0.43,0.04,0.2,0.06,0.33,0.04,0.04,0.2142,0.71,0.34,0.04,0.05,0.15,0.04,0.04,0.02,0.26,0.03,0.06,0.41,0.17,0.25,0.24
3090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4163,2.23,0.22,0.19,0.22,0.27,0.3,0.21,0.3,2.05,0.72,0.07,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.1,2.09,2.15,2.8,3.15,2.17
4529,0.03,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.12,0.07,0.08,0.12,0.12,0.12,0.15,0.14,0.17,0.21,0.14,0.13,0.14,0.08,0.04
4895,0.23,0.19,0.1,0.11,0.08,0.09,0.09,0.08,0.09,0.08,0.1,0.13,0.17,0.27,0.18,0.14,0.15,0.16,0.24,0.34,0.21,0.21,0.18,0.21
5253,0.11,0.07,0.1,0.08,0.1,0.08,0.1,0.07,0.15,0.24,0.19,0.08,0.11,0.15,0.13,0.09,0.09,0.57,0.43,1.01,0.8011,1.05,0.8,0.69
5618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5984,0.11,0.1,0.12,0.11,0.12,0.11,0.1,0.12,0.1,0.1,0.11,0.1,0.16,0.12,0.1,0.12,0.17,0.29,0.64,0.39,1.46,1.39,0.38,0.12
6350,0.04,0.0374,0.0379,0.03,0.03,0.04,0.03,0.03,0.04,0.07,0.08,0.0735,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.1,0.07,0.04,0.03,0.04
6716,1.56,0.28,0.45,0.68,0.51,0.23,0.15,0.24,0.66,0.17,0.43,0.19,0.18,0.11,0.1,0.41,0.38,1.86,0.47,0.43,0.67,0.57,0.98,0.35
7080,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02
7446,0.03,0.02,0.09,0.03,0.02,0.03,0.03,0.02,0.03,0.09,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03
8149,0.24,0.4063,0.3311,0.14,0.34,0.44,0.77,0.77,0.83,1.84,0.91,3.96,1.576,1.25,0.21,0.22,1.59,1.8646,3.28,3.35,3.04,3.17,3.94,0.15
8855,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9562,0.16,0.08,0.19,0.1409,0.1514,0.15,0.15,0.3,0.18,0.18,0.27,0.42,0.39,0.43,0.47,0.51,0.41,0.49,0.46,0.44,0.39,0.22,0.26,0.12
9927,0.17,0.13,0.13,0.12,0.14,0.4,0.15,0.15,0.14,0.15,0.1,0.09,0.17,0.16,0.05,0.11,0.06,0.19,0.17,0.38,0.3,0.35,0.3701,0.35
10628,1.85,0.9073,0.8393,0.67,0.76,0.77,0.75,0.93,0.5792,0.4973,0.21,0.19,0.17,0.12,0.21,0.53,0.36,0.24,0.38,0.4,0.76,0.68,0.55,0.28
10989,0.83,0.72,0.27,0.28,0.33,0.33,0.32,0.53,1.0,0.44,0.35,0.35,0.36,0.34,0.34,0.29,0.48,1.1,1.48,0.89,0.6,0.71,0.71,0.57
11351,0.74,0.21,0.27,0.18,0.2,0.19,0.16,0.83,2.96,0.35,0.26,0.31,0.22,0.18,0.21,0.24,0.23,0.52,0.29,0.52,1.64,1.81,3.82,1.95
11717,0.28,0.3,0.09,0.1,0.11,0.05,0.08,0.1,0.08,0.06,0.07,0.69,0.87,1.09,1.08,0.09,0.9,1.61,0.95,0.25,0.2,0.21,0.23,0.2
12100,0.62,0.48,0.53,0.58,0.55,0.56,0.6,0.57,0.59,1.57,3.78,3.64,3.96,3.71,3.47,3.43,3.26,1.89,0.41,0.41,0.4,0.42,0.44,0.43
12442,0.88,0.79,0.73,0.68,0.7,1.28,2.19,1.96,2.17,1.05,1.15,2.02,1.32,0.93,0.9,1.65,1.49,2.15,2.16,1.23,1.36,1.34,0.86,0.64
