,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
6,0.08,0.12,0.1,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.46,0.31,0.25,0.19,0.24,0.32,0.308,0.3264
372,0.1,0.06,0.1,0.08,0.13,0.09,0.1038,0.101,0.09,0.11,0.08,0.08,0.1279,0.125,0.11,0.07,0.09,0.11,0.1,0.09,0.08,0.09,0.1,0.11
1079,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0
2351,0.08,0.07,0.05,0.07,0.05,0.07,0.05,0.07,0.06,0.21,0.03,0.06,0.22,0.11,0.02,0.04,0.01,0.05,0.01,0.21,0.68,0.11,0.34,0.27
3083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4156,0.71,0.23,0.23,0.14,0.25,0.1,0.36,0.17,0.64,0.09,0.03,0.08,0.04,0.03,0.03,0.05,0.04,0.03,0.02,1.44,0.98,2.63,1.39,0.09
4522,0.01,0.06,0.05,0.06,0.04,0.02,0.04,0.01,0.07,0.09,0.06,0.03,0.04,0.07,0.06,0.11,0.15,0.34,0.2,0.16,0.31,0.1,0.1,0.04
4888,0.28,0.05,0.06,0.06,0.04,0.06,0.06,0.04,0.05,0.06,0.05,0.5,0.19,0.19,0.19,0.2,0.26,0.17,0.13,0.56,0.35,0.35,0.34,0.23
5246,0.1,0.09,0.1,0.11,0.09,0.1,0.11,0.12,0.17,0.12,0.1,0.07,0.11,0.07,0.11,0.07,0.27,0.64,0.47,0.6583,0.7458,1.2,0.69,0.58
5611,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01
5977,0.11,0.1,0.12,0.11,0.11,0.12,0.11,0.1,0.12,0.23,0.14,0.15,0.25,0.15,0.14,0.18,0.14,0.81,3.36,2.89,2.98,0.36,0.13,0.11
6343,0.03,0.0368,0.0378,0.04,0.03,0.04,0.03,0.03,0.06,0.07,0.05,0.07,0.1,0.06,0.03,0.07,0.08,0.08,0.07,0.08,0.04,0.05,0.04,0.03
6709,1.29,0.36,1.35,0.35,0.94,2.19,0.68,0.17,0.61,0.17,0.76,0.46,0.14,0.2,0.14,0.12,0.62,0.92,0.77,0.82,2.6,2.41,1.27,2.2
7073,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02
7439,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02
8142,0.23,0.3101,0.264,0.11,0.15,0.12,0.11,0.19,2.2,0.41,0.25,1.06,0.97,1.42,0.59,1.67,0.79,0.77,0.46,0.61,2.26,3.43,1.3412,0.6566
8848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0
9555,0.16,0.12,0.13,0.12,0.19,0.11,0.14,0.19,0.17,0.22,0.92,0.8899,0.9737,1.03,1.15,0.96,1.0,1.54,0.74,0.51,0.28,0.26,0.31,0.11
9920,0.22,0.17,0.19,0.27,0.26,0.49,0.31,0.26,0.21,0.14,0.12,0.21,0.18,0.05,0.04,0.11,0.05,0.06,0.25,0.27,0.51,0.69,0.34,0.25
10286,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02
10621,1.36,1.2984,1.2103,1.11,1.11,1.05,1.1,2.1,0.8145,0.705,0.31,0.28,0.4688,0.4424,0.24,0.64,0.36,0.36,0.39,0.46,0.9693,1.049,1.34,1.33
10982,0.73,0.31,0.33,0.34,0.37,0.32,0.33,0.7,0.38,0.35,0.33,0.33,0.33,0.24,0.22,0.28,0.34,0.39,1.0,2.63,3.69,3.6,1.84,0.6
11344,1.03,0.79,0.83,0.8,0.76,0.7,0.78,1.34,2.78,0.24,0.36,0.28,0.21,0.21,0.18,0.2,0.18,0.46,0.35,0.43,1.07,2.87,3.11,1.24
11710,0.15,0.07,0.11,0.11,0.08,0.1,0.09,0.07,0.1,0.07,0.07,0.14,0.56,0.08,0.14,0.22,0.13,0.09,0.09,0.11,0.09,1.56,2.08,1.6
12093,0.54,0.43,0.52,0.48,0.49,0.51,0.52,0.52,0.51,0.6634,0.9398,1.78,1.43,0.77,0.98,0.8,0.76,0.91,0.6,0.46,0.5,0.49,0.52,0.5
12435,0.8,0.66,0.62,0.67,0.69,2.0,1.62,2.31,2.27,2.03,1.14,2.42,2.97,1.14,1.08,1.04,1.49,2.23,1.66,1.47,1.21,0.99,0.84,0.7
12801,0.17,0.08,0.12,0.12,0.12,0.15,0.1,0.14,0.13,0.12,0.39,0.32,0.34,0.66,0.25,0.1,0.12,0.17,0.42,0.55,0.4,0.44,0.65,0.15
13161,1.62,0.03,0.05,0.1,0.09,0.09,0.08,0.32,0.14,0.03,0.03,0.09,0.05,0.03,0.09,0.06,0.03,0.1,0.09,2.22,2.12,2.94,3.08,2.57
13388,0.62,0.45,0.51,0.5,0.6961,0.8272,0.82,3.11,2.48,0.48,0.14,0.59,0.56,0.72,0.39,0.42,0.37,0.27,2.45,3.22,2.24,3.0274,2.913,1.83
13754,0.78,0.08,0.09,0.07,0.08,0.08,0.15,0.17,1.13,0.48,0.12,0.3787,0.3609,0.53,0.24,0.31,0.13,0.33,0.46,0.26,0.45,1.73,0.83,0.37
14120,3.63,0.09,0.1,0.07,0.11,0.08,0.07,0.1,0.074,0.2826,0.3715,0.71,0.09,0.14,0.08,0.12,0.07,0.07,0.1,0.08,0.08,0.08,3.38,3.15
14485,1.75,0.88,0.82,0.19,0.17,0.16,0.13,0.38,0.51,0.31,0.2,0.21,0.31,0.42,0.5,0.25,0.23,0.28,0.35,1.29,1.65,1.43,1.772,1.8836
14851,0.03,0.04,0.01,0.03,0.04,0.08,0.1629,0.08,0.15,0.24,0.33,0.24,0.15,0.13,0.05,0.04,0.15,0.08,0.09,0.12,0.21,0.16,0.1047,0.0631
15217,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.1,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.02,0.02,0.1453,0.2813,0.02,0.47,2.24,1.3101,1.3657
15583,0.17,0.23,0.15,0.26,0.15,0.18,0.27,0.21,0.29,0.84,0.31,0.42,0.33,0.89,0.86,0.46,0.36,0.41,0.55,2.81,4.97,3.93,0.25,0.25
15949,0.07,0.02,0.03,0.04,0.05,0.03,0.03,0.03,0.07,0.02,0.15,0.08,0.14,0.19,0.12,0.14,0.13,0.72,0.61,0.21,0.17,0.14,0.15,0.83
16315,0.05,0.04,0.05,0.04,0.05,0.0466,0.0811,0.08,0.04,0.05,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.04,0.05,0.06,0.97,0.6,0.66,0.14
16674,0.21,0.12,0.19,0.12,0.13,0.19,0.13,0.29,1.11,0.53,0.22,0.38,0.36,0.42,0.21,0.28,0.28,0.82,3.25,3.35,3.4,3.42,1.47,0.21
17040,2.22,1.26,1.4,1.35,1.39,1.3,1.43,1.47,1.28,2.38,0.31,0.33,0.17,0.23,0.21,0.23,0.3,0.27,0.28,0.14,0.13,0.11,1.84,1.28
17405,0.38,0.05,0.09,0.09,0.07,0.09,0.22,0.42,0.09,0.05,0.24,0.12,0.37,0.52,0.13,0.42,0.22,0.19,0.2933,0.3025,0.18,0.46,0.18,0.28
17770,0.02,0.0,0.02,0.0,0.01,0.02,0.0,0.02,0.0,0.01,0.01,0.01,0.02,0.0,0.01,0.02,0.0,0.02,0.01,0.0,0.02,0.01,0.01,0.01
18168,0.23,0.21,0.22,0.22,0.2,0.75,0.04,0.13,0.34,0.13,0.17,0.18,0.21,0.28,0.26,0.193,0.2184,0.3,0.32,0.28,0.2997,0.24,0.2,0.45
18534,0.06,0.02,0.06,0.0637,0.0626,0.06,0.03,0.05,0.05,0.02,0.06,0.04,0.03,0.1,0.03,0.04,0.05,0.07,0.12,0.02,0.06,0.02,0.05,0.05
18900,0.35,0.04,0.04,0.07,0.07,0.05,0.08,0.12,0.08,0.04,0.06,0.2,0.03,0.09,0.05,0.04,0.16,0.33,0.17,0.36,0.67,0.22,0.25,0.26
19266,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.41,0.22,0.02,0.03,0.07,0.03,0.03,0.02,0.03,0.13,0.39,0.21,0.2,0.51,0.15,0.12,0.22
19632,0.1,0.19,0.06,0.07,0.03,0.17,0.02,0.22,0.61,0.12,0.29,0.18,0.07,0.07,0.19,0.71,0.04,0.17,0.28,0.18,0.08,0.07,0.03,0.15
20582,0.3867,0.1762,1.08,0.06,0.05,0.14,1.01,0.48,0.66,0.3,0.41,0.58,0.25,0.47,0.15,0.33,0.54,0.39,0.99,2.61,1.94,0.89,0.86,0.24
20948,0.55,0.16,0.13,0.08,0.1,0.13,0.2,0.17,0.61,0.18,0.2202,0.2168,0.2041,0.07,0.05,0.17,0.22,0.24,0.33,0.25,0.19,0.23,0.21,0.53
21307,0.03,0.08,0.06,0.04,0.03,0.06,0.06,0.03,0.26,0.07,0.01,0.03,0.06,0.08,0.04,0.13,0.08,0.11,0.1223,0.18,0.1,0.13,0.06,0.0758
21673,3.64,2.37,1.36,1.58,1.44,1.5,1.43,1.53,1.32,0.19,0.21,0.2,0.15,0.22,0.16,0.13,0.17,0.2,0.39,0.39,0.52,0.28,0.52,2.32
22032,1.75,1.35,1.52,1.54,1.51,1.51,1.55,0.43,0.76,0.08,0.09,0.11,0.23,0.1,0.12,0.1,0.22,0.26,1.21,2.91,3.62,3.84,1.35,0.1
22398,0.02,0.01,0.01,0.06,0.05,0.0596,0.1158,0.14,0.31,0.13,0.18,0.23,0.08,0.05,0.05,0.04,0.03,0.03,0.1,0.25,0.49,0.36,0.69,0.27
22764,0.89,0.75,1.04,0.83,0.84,0.83,0.46,0.31,0.1,0.05,0.06,0.05,0.04,0.07,0.06,0.03,0.07,0.06,0.25,0.46,1.41,4.18,4.12,1.91
23142,0.1,0.03,0.02,0.01,0.01,0.0,0.01,0.01,0.06,0.14,0.05,0.02,0.04,0.01,0.01,0.0,0.01,0.01,0.0,0.07,0.28,0.25,0.26,0.19
23508,0.5987,0.5662,0.48,0.32,1.09,2.66,0.72,0.7769,0.461,0.2743,0.1943,0.03,0.22,0.09,0.1,0.2451,0.317,0.6,0.61,0.55,0.43,0.34,0.59,0.36
23799,0.05,0.06,0.05,0.06,0.15,0.05,0.0939,0.06,0.6,0.04,0.1,0.04,0.04,0.06,0.05,0.03,0.06,0.05,0.17,0.23,0.23,1.23,1.41,1.18
24164,0.07,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.11,0.06,0.05,0.27,0.08,0.22,0.16,0.18,0.14,0.18,0.19,0.36,0.37,0.3,0.2
24530,0.22,0.2096,0.1474,0.14,0.09,0.1213,0.1378,0.1,0.15,0.38,0.11,0.234,0.2313,0.21,0.26,0.12,0.11,0.93,0.1,0.08,0.3518,0.4068,0.32,0.74
24884,0.19,0.15,0.18,0.17,0.19,0.16,0.17,0.19,0.2101,1.04,0.18,0.17,0.15,0.15,0.13,0.16,0.2261,0.2427,0.17,0.17,0.19,0.17,0.18,0.19
25249,0.55,0.29,0.07,0.27,0.12,0.1,0.1,0.12,0.27,0.07,0.08,0.1,0.07,0.06,0.07,0.41,0.6,2.33,2.45,2.6,2.5,1.74,1.75,1.23
25615,0.06,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.2
25981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26689,0.99,0.636,0.5512,0.39,0.46,0.41,0.46,0.42,0.71,0.43,0.49,0.4,0.3899,0.3933,0.37,0.44,0.35,0.59,0.56,0.34,0.87,0.55,0.696,0.6949
27037,0.08,0.05,0.04,0.06,0.07,0.07,0.4,0.16,0.01,0.09,0.47,0.19,0.04,0.06,0.12,0.04,0.06,0.39,0.77,0.3,0.65,0.33,0.27,0.3144
27196,0.19,0.16,0.23,0.19,0.16,0.152,0.1675,0.15,0.16,0.26,0.28,0.21,0.17,0.16,0.16,0.16,0.17,0.16,0.15,0.15,0.16,0.16,0.15,0.14
27533,0.67,0.16,0.33,0.34,0.32,0.34,0.33,0.32,0.33,0.71,1.06,1.56,1.1,1.21,0.31,0.45,0.4,0.6,0.6176,0.5755,0.35,0.36,0.38,0.6527
27893,0.33,0.22,0.27,0.27,0.28,0.26,0.35,0.19,0.35,0.4245,0.4321,0.24,0.4393,0.4408,0.26,0.29,0.34,0.34,0.4,0.93,0.73,0.6,0.62,2.6
28589,0.17,0.1,0.08,0.1,0.08,0.0913,0.1047,0.08,0.21,0.08,0.08,0.08,0.09,0.13,0.09,0.08,0.08,0.08,0.1,0.33,0.42,0.24,0.37,0.41
28955,0.08,0.04,0.12,0.06,0.1,0.21,0.07,0.1,0.14,0.14,0.08,0.12,0.21,0.1,0.05,0.05,0.22,0.4,0.18,0.15,0.08,0.08,0.07,0.04
29317,0.09,0.07,0.08,0.07,0.06,0.08,0.07,0.76,0.11,0.08,0.06,0.13,0.12,0.07,0.08,0.09,0.25,0.55,0.26,0.25,0.27,0.25,0.22,0.1516
29681,0.21,0.15,0.14,0.15,0.2,0.15,0.15,0.15,0.19,0.14,0.12,0.16,0.12,0.12,0.13,0.15,0.11,0.12,0.15,1.95,2.26,1.56,0.29,0.25
33008,0.04,0.03,0.03,0.03,0.03,0.06,0.13,0.08,0.03,0.06,0.05,0.04,0.06,0.05,0.05,0.06,0.06,0.04,0.13,0.18,0.22,0.13,0.07,0.07
33374,0.05,0.04,0.05,0.06,0.06,0.04,0.05,0.22,0.03,0.03,0.04,0.03,0.03,0.0388,0.03,0.04,0.03,0.0696,0.14,0.21,0.32,0.19,0.09,0.05
33773,2.39,0.54,0.34,0.25,0.44,0.4814,0.5446,0.55,0.21,0.53,0.53,1.16,1.55,0.4,0.81,0.8,1.37,2.08,1.42,1.5608,1.7544,2.31,1.84,1.49
34139,0.21,0.07,0.07,0.06,0.06,0.1,0.13,0.08,0.18,0.12,0.16,0.17,0.16,0.06,0.17,0.17,0.19,0.13,0.52,0.31,0.11,0.22,0.43,0.6191
34505,1.95,0.958,0.6934,0.21,0.44,0.22,0.42,0.49,1.66,0.85,0.27,0.39,0.15,0.38,0.71,0.52,0.2,0.48,0.18,0.46,0.34,2.56,2.1,1.35
34883,0.11,0.12,0.09,0.1,0.09,0.06,0.06,0.06,0.08,0.06,0.12,0.09,0.05,0.05,0.07,0.06,0.63,0.47,0.43,0.3945,0.52,0.6,0.3,0.11
