,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
25,0.29,0.2319,0.1561,0.07,0.08,0.07,0.07,0.07,0.08,0.14,0.14,0.1713,0.16,0.18,0.07,0.08,0.19,0.24,0.39,0.24,0.28,0.94,0.81,0.75
391,0.14,0.1427,0.1325,0.13,0.09,0.1,0.13,0.11,0.11,0.1,0.11,0.12,0.11,0.09,0.13,0.09,0.12,0.11,0.11,0.11,0.11,0.1,0.13,0.12
732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.11,0.15,0.15
1439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.1794,0.01
2248,1.03,0.3184,0.1058,0.0452,0.0505,0.1346,0.3907,0.93,0.9,0.09,0.03,0.04,0.01,0.04,0.04,0.0,0.04,0.04,0.0,0.04,0.04,0.02,0.04,0.07
2268,0.39,0.03,0.03,0.02,0.02,0.02,0.02,0.3,0.05,0.49,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.28,0.02,0.07,0.13,0.13,0.42
2287,1.02,1.33,1.17,0.02,0.02,0.02,0.1,0.24,0.11,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.03,0.03,0.95,1.02,0.94
2302,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.06,0.02,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.03,0.02,0.01,0.03,0.01,0.04
2317,0.01,0.02,0.29,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.28,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.29,0.01
2331,0.02,0.33,0.02,0.01,0.02,0.01,0.01,0.28,0.02,0.02,0.44,0.01,0.02,0.01,0.01,0.28,0.03,0.01,0.02,0.01,0.03,1.91,1.69,0.52
2370,0.5,0.06,0.18,0.03,0.04,0.05,0.03,0.27,0.92,0.49,0.19,0.04,0.04,0.04,0.22,0.03,0.04,0.08,0.06,0.04,0.31,0.1,0.11,0.33
2711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3809,0.444,0.2,0.21,0.22,0.22,0.21,0.1,0.1,0.38,0.11,0.19,0.07,0.06,0.06,0.06,0.05,0.07,0.06,0.06,0.06,0.05,0.21,0.4,0.39
4175,0.18,0.13,0.12,0.12,0.16,0.13,0.12,0.12,0.66,0.13,0.07,0.08,0.07,0.12,0.07,0.07,0.07,0.1,0.45,1.86,1.29,2.63,3.35,0.88
4541,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.06,0.11,0.06,0.06,0.05,0.1,0.12,0.11,0.11,0.06,0.05,0.13,0.19,0.13,0.09,0.1,0.04
4907,0.27,0.22,0.08,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.04,0.1,0.12,0.12,0.12,0.12,0.12,0.36,0.24,0.24,0.25,0.25,0.18,0.17
5265,0.11,0.09,0.1,0.09,0.11,0.07,0.1,0.11,0.11,0.07,0.11,0.07,0.16,0.08,0.08,0.1,0.41,0.18,0.3,0.38,0.64,0.26,0.15,0.13
5630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5996,0.11,0.1,0.11,0.11,0.12,0.11,0.1,0.12,0.11,0.21,0.15,0.14,0.23,0.14,0.15,0.16,0.14,0.2,0.96,0.64,0.41,0.2,0.17,0.12
6362,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.04,0.08,0.06,0.08,0.07,0.076,0.08,0.04,0.1,0.11,0.05,0.03
6728,0.43,0.17,1.29,2.26,0.21,0.16,0.15,0.32,2.67,1.74,0.81,0.16,1.66,1.49,1.7,0.74,1.01,1.31,0.88,0.57,2.95,0.81,0.78,1.98
7092,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02
7458,0.04,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03
7799,2.23,0.73,0.16,0.29,0.17,0.26,0.18,0.24,0.43,0.65,0.18,0.08,0.24,0.23,0.42,0.49,0.79,1.7,0.41,0.62,1.28,1.31,0.45,0.32
8161,0.26,0.306,0.2682,0.17,0.19,0.21,0.3709,0.6693,1.7,0.55,0.31,0.8,0.4,0.3,0.25,0.21,0.55,0.93,3.64,3.77,3.77,3.78,1.61,0.65
8503,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.04
