,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
26,0.23,0.13,0.08,0.07,0.08,0.07,0.07,0.08,0.1132,0.17,0.13,0.53,0.1832,0.1576,0.33,0.15,0.14,0.3,0.52,0.19,0.4,0.46,1.31,0.88
392,0.09,0.11,0.1,0.14,0.1,0.11,0.1,0.11,0.11,0.12,0.09,0.1,0.13,0.1,0.09,0.12,0.1,0.12,0.12,0.07,0.13,0.12,0.08,0.12
733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,0.17,0.14,0.16,0.09,0.05,0.01,0.02,0.01,0.0104,0.0063,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0
1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.02,0.01,0.01,0.02,0.0,0.02,0.0,0.13,0.44,1.56,2.24,1.0,0.48,0.01
2249,0.06,0.02,0.03,0.04,0.0,0.04,0.03,0.67,1.08,0.19,0.03,0.01,0.03,0.04,0.01,0.03,0.03,0.01,0.04,0.03,0.03,0.01,0.03,0.03
2269,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.38,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.09,0.14,0.08,0.4
2288,1.58,1.87,0.02,0.02,0.02,0.02,0.32,0.02,0.06,0.08,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.77,0.89,0.81,0.86
2303,0.0156,0.01,0.03,0.02,0.01,0.03,0.01,0.02,0.07,0.07,0.06,0.01,0.03,0.02,0.01,0.03,0.01,0.02,0.01,0.03,0.01,0.028,0.02,0.01
2318,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.0348,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.0299,0.02,0.01,0.01,0.02,0.01
2332,0.26,0.4,0.01,0.02,0.01,0.01,0.02,0.28,0.02,0.02,0.49,0.01,0.02,0.01,0.01,0.3,0.02,0.01,0.01,0.02,0.04,0.77,0.8,0.8234
2371,0.6,0.06,0.2,0.05,0.04,0.04,0.04,0.05,0.28,0.44,0.04,0.04,0.22,0.03,0.04,0.01,0.04,0.28,0.02,0.07,0.08,0.37,0.24,0.1
3103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3810,1.72,0.54,0.25,0.23,0.22,0.22,0.21,0.14,0.39,0.21,0.2,0.07,0.05,0.07,0.06,0.04,0.07,0.07,0.06,0.06,0.05,0.07,0.48,1.59
4176,0.21,0.21,0.26,0.24,0.23,0.34,0.12,1.07,1.63,0.06,0.02,0.06,0.03,0.03,0.02,0.03,0.07,0.03,0.06,2.79,1.62,1.49,1.05,0.11
4542,0.03,0.01,0.03,0.01,0.02,0.01,0.03,0.02,0.08,0.09,0.04,0.04,0.02,0.07,0.48,0.52,0.52,0.64,0.1,0.08,0.07,0.1,0.08,0.05
4908,0.19,0.17,0.26,0.05,0.05,0.06,0.06,0.06,0.04,0.06,0.06,0.07,0.3,0.22,0.17,0.26,0.2,0.37,0.24,0.22,0.21,0.22,0.38,0.25
5266,0.1,0.12,0.09,0.12,0.08,0.12,0.1,0.16,0.19,0.15,0.11,0.08,0.1,0.08,0.1,0.17,0.4,0.57,0.78,0.42,0.21,0.12,0.12,0.12
5631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5997,0.11,0.1,0.13,0.1,0.1,0.1,0.12,0.1,0.1,0.12,0.09,0.18,0.49,0.16,0.13,0.15,0.2,1.72,1.47,0.48,0.39,0.25,0.26,0.25
6363,0.03,0.0369,0.0368,0.04,0.04,0.03,0.03,0.03,0.06,0.07,0.06,0.04,0.03,0.05,0.08,0.07,0.05,0.0735,0.0757,0.08,0.09,0.03,0.04,0.04
6729,0.98,0.68,1.34,1.02,1.05,0.18,0.14,0.48,0.15,0.13,0.34,0.3,2.15,2.13,0.59,0.96,1.47,1.53,2.22,2.08,0.8,0.26,1.37,0.42
7093,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02
7459,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03
