,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
5,0.07,0.07,0.07,0.07,0.07,0.12,0.12,0.07,0.08,0.07,0.07,0.07,0.0703,0.0757,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.07
371,0.09,0.1229,0.1164,0.09,0.11,0.09,0.08,0.11,0.09,0.09,0.1,0.1,0.08,0.08,0.1,0.11,0.08,0.09,0.08,0.12,0.09,0.08,0.08,0.13
1078,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0
2350,1.67,0.52,0.32,0.2,0.27,0.1815,0.2136,0.21,0.61,1.73,0.5296,0.568,1.13,0.22,0.05,0.1,0.06,0.07,0.05,0.06,0.1,0.23,0.15,0.15
3082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4155,0.27,0.22,0.23,0.09,0.29,0.26,0.18,0.3,0.4,0.04,0.03,0.03,0.06,0.02,0.03,0.03,0.06,0.03,0.02,0.47,1.18,1.35,3.04,2.48
4521,0.04,0.01,0.02,0.02,0.01,0.03,0.01,0.04,0.06,0.09,0.45,0.23,0.07,0.04,0.07,0.19,0.18,0.25,0.15,0.15,0.14,0.12,0.04,0.03
4887,0.31,0.2,0.08,0.06,0.04,0.05,0.06,0.06,0.05,0.28,0.13,0.36,0.26,0.23,0.24,0.25,0.64,0.31,0.47,0.35,0.32,0.33,0.32,0.22
5245,0.07,0.07,0.06,0.08,0.05,0.1,0.07,0.1,0.1114,0.1217,0.07,0.09,0.07,0.1,0.06,0.1,0.12,0.24,0.3449,0.3777,0.3875,0.91,0.09,0.11
5610,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01
5976,0.13,0.09,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.09,0.22,0.1,0.2195,0.3981,0.13,3.68,4.39,3.9255,3.0329,0.26,0.17,0.13
