,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
8,0.24,0.87,0.09,0.08,0.09,0.07,0.07,0.07,0.07,0.07,0.07,0.18,0.3103,0.8,0.17,0.58,0.09,0.11,0.24,0.22,0.81,0.31,0.18,0.23
374,0.11,0.1,0.08,0.09,0.11,0.08,0.1,0.08,0.1,0.08,0.11,0.08,0.09,0.1,0.19,1.49,1.6,0.11,0.12,0.76,1.1879,2.04,2.28,1.93
1081,0.0,0.0,0.01,0.0,0.0,0.0029,0.0032,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0
2353,0.12,0.07,0.09,0.08,0.07,0.08,0.08,0.07,0.3,0.51,0.07,0.1404,0.1119,0.12,0.1,0.08,0.06,0.08,0.06,0.08,0.6,0.45,0.32,0.16
3085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4158,0.28,0.1,0.09,0.11,0.09,0.11,0.1,0.28,2.43,0.11,0.08,0.1,0.09,0.09,0.07,0.07,0.1,0.09,0.2,2.91,1.77,2.05,2.2,0.41
4524,0.03,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.14,0.04,0.06,0.06,0.05,0.11,0.04,0.08,0.07,0.22,0.17,0.18,0.23,0.11,0.07,0.03
4890,0.27,0.14,0.07,0.04,0.07,0.04,0.07,0.1,0.07,0.04,0.06,0.07,0.46,0.21,0.17,0.29,0.16,0.18,0.2,0.4,0.19,0.19,0.21,0.22
5248,0.07,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.34,0.19,0.05,0.0,0.0,0.0,0.0,0.13,0.4,0.49,0.22,0.2588,0.2131,0.08,0.09
5613,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5979,0.11,0.1325,0.1227,0.11,0.11,0.12,0.1,0.11,0.16,0.17,0.16,0.17,0.14,0.15,0.14,0.16,0.13,0.14,0.85,0.63,0.23,0.26,0.2,0.16
6345,0.03,0.0373,0.0372,0.04,0.03,0.04,0.03,0.03,0.04,0.07,0.08,0.07,0.09,0.03,0.07,0.04,0.03,0.15,0.11,0.07,0.1,0.05,0.04,0.03
6711,0.32,0.2,0.62,1.15,0.62,1.1,0.67,0.16,0.16,0.34,0.2,2.01,0.25,1.52,1.86,1.0,1.06,2.92,1.36,0.3,1.09,0.6,0.54,0.22
7075,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02
7441,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02
