,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
12,0.79,0.08,0.08,0.07,0.08,0.07,0.07,0.08,0.1379,0.18,0.16,0.13,0.19,0.28,0.22,0.15,0.07,0.35,0.55,0.28,0.18,0.6,0.54,0.21
378,0.08,0.09,0.1,0.1,0.11,0.09,0.07,0.1,0.11,0.09,0.1,0.08,0.09,0.11,0.09,0.09,0.08,0.1,0.1,0.11,0.07,0.09,0.1,0.11
1085,0.17,0.11,0.08,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01
2357,1.47,0.55,0.18,0.07,0.2,0.06,0.04,0.05,1.16,1.26,0.78,0.05,0.68,0.37,0.07,0.2,0.06,0.02,0.18,0.79,0.35,0.98,0.42,0.35
3089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4162,0.13,0.07,0.07,0.08,0.07,0.31,0.17,0.8,1.99,0.06,0.03,0.06,0.03,0.06,0.03,0.06,0.03,0.05,0.03,2.14,3.35,3.22,2.92,1.74
4528,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.09,0.05,0.04,0.03,0.09,0.05,0.11,0.06,0.08,0.12,0.19,0.36,0.08,0.12,0.1,0.08,0.04
4894,0.09,0.07,0.05,0.05,0.06,0.05,0.06,0.04,0.07,0.04,0.07,0.19,0.12,0.13,0.15,0.1,0.18,0.13,0.11,0.11,0.11,0.14,0.19,0.33
5252,0.11,0.08,0.11,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.1,0.08,0.17,0.24,0.18,0.15,0.15,0.39,0.48,0.18,0.15,0.11,0.08,0.09
5617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5983,0.12,0.11,0.12,0.1308,0.1189,0.11,0.1,0.12,0.1,0.09,0.11,0.83,2.23,0.1,0.09,0.13,0.09,2.13,2.74,2.86,1.42,1.28,0.23,0.12
6349,0.03,0.0367,0.0364,0.03,0.03,0.04,0.04,0.03,0.04,0.07,0.08,0.07,0.05,0.05,0.04,0.08,0.07,0.08,0.07,0.08,0.13,0.07,0.03,0.04
6715,1.1,1.13,0.96,0.66,1.84,0.54,0.44,0.12,0.15,0.17,0.47,0.4,0.1,0.21,0.08,0.11,1.51,3.53,1.76,2.18,0.66,0.48,0.69,0.36
7079,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02
7445,0.04,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.0259
8148,0.47,0.3086,0.2693,0.38,0.21,0.15,0.19,0.14,2.21,0.42,0.44,0.87,0.3,0.54,0.3,0.55,0.9642,1.7369,3.38,3.5,3.41,3.53,1.36,0.14
8854,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9561,0.2,0.06,0.13,0.13,0.09,0.16,0.1,0.1,0.19,0.2,0.3,0.53,0.41,0.49,0.47,0.52,0.44,1.02,0.63,0.45,0.4,0.29,0.23,0.25
9926,0.22,0.12,0.14,0.13,0.13,0.34,0.19,0.1,0.08,0.03,0.07,0.12,0.13,0.13,0.16,0.1,0.06,0.08,0.18,0.28,0.3234,0.3533,0.37,0.28
10627,0.17,0.5514,0.4521,0.11,0.17,0.22,0.05,0.45,0.2947,0.2321,0.17,0.17,0.17,0.179,0.2834,0.59,0.25,0.37,1.24,1.34,1.42,1.9,1.19,2.03
10988,0.43,0.31,0.32,0.27,0.29,0.35,0.35,0.74,0.34,0.36,0.33,0.26,0.26,0.29,0.3,0.45,1.68,0.34,0.68,0.75,1.86,1.82,1.19,0.44
11350,0.84,0.26,0.3,0.29,0.21,0.25,0.21,0.66,0.89,0.19,0.27,0.26,0.21,0.22,0.22,0.27,0.28,0.43,1.41,0.48,1.14,3.07,2.82,1.93
11716,0.4,0.09,0.12,0.08,0.07,0.11,0.09,0.08,0.07,0.07,0.07,0.09,0.12,0.29,0.39,0.18,0.14,0.52,1.3,0.19,1.44,0.93,0.97,0.53
12099,0.45,0.41,0.43,0.42,0.43,0.43,0.43,0.42,0.43,0.47,0.72,0.62,0.9,1.45,1.0,0.95,2.19,0.7285,0.84,0.55,0.52,0.6,0.53,0.54
12441,0.87,0.71,0.78,0.77,0.79,1.66,2.18,2.33,1.14,2.06,1.12,2.3,1.5,1.2,0.84,1.3,1.75,1.59,1.62,1.89,1.16,0.84,0.83,0.81
12807,0.19,0.08,0.14,0.13,0.14,0.34,0.13,0.13,0.18,0.26,0.23,0.24,0.19,0.72,0.57,0.16,0.21,0.34,0.58,0.39,0.51,0.93,0.58,0.54
13167,1.5,0.37,0.1576,0.0826,0.0681,0.06,0.02,0.16,0.14,0.05,0.08,0.1337,0.1467,0.02,0.04,0.06,0.06,0.3375,0.6576,1.2307,2.19,2.77,3.18,1.68
13394,1.76,1.08,0.84,0.87,0.76,0.62,0.39,2.22,1.08,0.15,0.11,0.24,0.57,0.36,0.24,0.57,2.55,2.27,2.66,2.0488,2.4265,2.27,2.91,1.91
13760,0.08,0.2523,0.1738,0.07,0.15,0.11,0.09,0.1,1.76,0.21,0.07,0.34,0.44,0.3,0.91,0.08,0.12,1.0,0.23,0.2,0.38,1.41,1.23,0.34
