,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
23,0.19,0.218,0.07,0.07,0.08,0.07,0.07,0.08,0.06,0.14,0.1589,0.1713,0.67,0.08,0.07,0.1404,0.1641,0.23,0.48,0.28,0.18,0.18,0.86,0.72
389,1.41,1.0114,0.8383,0.14,0.22,0.71,0.67,0.62,1.88,1.52,1.7,0.88,0.12,0.12,1.3,1.41,1.37,1.21,0.57,0.12,0.13,1.56,1.41,1.87
1096,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0032,0.003,0.0
2368,0.41,0.05,0.03,0.25,0.03,0.03,0.05,0.01,0.45,0.26,0.02,0.04,0.24,0.21,0.75,0.07,0.13,0.16,0.08,0.3,0.46,0.67,0.45,0.66
3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4173,0.12,0.11,0.1,0.12,0.1,0.13,0.1,0.12,0.16,1.24,1.11,1.09,1.05,1.16,0.11,0.06,0.07,0.1,0.11,0.15,0.06,1.69,1.86,0.12
4539,0.04,0.04,0.03,0.03,0.09,0.08,0.05,0.05,0.09,0.02,0.04,0.03,0.03,0.04,0.04,0.03,0.32,0.13,0.12,0.13,0.21,0.1,0.07,0.02
4905,0.24,0.1,0.04,0.06,0.06,0.04,0.07,0.04,0.06,0.05,0.05,0.18,0.09,0.13,0.12,0.11,0.12,0.32,0.17,0.25,0.36,0.2,0.2,0.23
5263,0.12,0.08,0.11,0.08,0.11,0.08,0.13,0.09,0.1,0.08,0.08,0.11,0.09,0.06,0.16,0.09,0.12,0.39,0.2,0.54,0.57,0.31,0.2,0.12
5628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5994,0.24,0.19,0.09,0.11,0.1,0.13,0.1,0.1,0.11,0.12,0.14,0.15,0.12,0.1,0.11,0.38,0.29,0.17,0.17,0.3,0.12,0.12,0.15,0.22
6360,0.04,0.0476,0.0508,0.04,0.11,0.09,0.05,0.04,0.06,0.07,0.03,0.13,0.2,0.07,0.04,0.04,0.09,0.0968,0.0994,0.12,0.2,0.06,0.04,0.04
6726,0.57,2.38,2.4,1.0,0.21,0.16,0.44,0.16,0.13,0.32,0.21,1.65,2.32,0.78,0.2,0.26,0.98,0.45,1.23,0.44,0.65,0.78,0.35,0.29
7090,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02
7456,0.03,0.0265,0.026,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03
8159,0.24,0.2696,0.2327,0.21,0.07,0.18,0.3142,0.4039,1.6,1.97,0.88,0.63,0.42,0.42,0.4,0.26,0.23,0.3,0.24,0.18,0.13,0.12,0.17,0.1
8865,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9572,0.18,0.1369,0.1324,0.12,0.09,0.17,0.09,0.2,0.16,0.15,0.48,0.42,0.51,0.45,0.4,0.49,0.78,1.06,0.42,0.48,0.34,0.25,0.31,0.11
9937,0.17,0.1715,0.1438,0.14,0.12,0.13,0.12,0.13,0.14,0.11,0.25,0.2,0.36,0.2,0.16,0.14,0.25,0.27,0.4,0.41,0.49,0.53,0.5424,0.4868
10638,0.56,0.4789,0.402,0.13,0.19,0.14,0.3495,0.402,0.14,0.43,0.2,0.19,1.3,0.61,1.2,1.04,1.11,1.215,1.2742,1.02,1.11,1.95,1.47,0.98
10999,0.56,0.32,0.37,0.33,0.31,0.31,0.27,0.24,0.7,0.83,0.82,0.57,0.88,0.52,1.02,1.38,0.31,1.54,0.65,0.39,0.52,0.48,0.46,0.53
11361,2.05,0.22,0.28,0.25,0.17,0.18,0.18,0.24,1.79,2.38,0.43,0.71,0.47,0.36,0.96,1.33,0.42,0.38,0.52,1.34,1.33,1.63,2.01,2.65
11727,0.33,0.35,0.13,0.12,0.21,0.2,0.15,0.13,0.13,0.13,0.12,0.12,0.24,0.2,0.29,0.21,0.22,0.2,0.4,0.81,0.5,1.63,0.41,0.83
12110,0.53,0.44,0.5,0.47,0.49,0.52,0.48,0.52,0.5,0.48,0.49,0.49,0.47,0.46,0.48,0.45,0.48,0.46,0.45,0.48,0.45,0.46,0.46,0.47
12452,0.76,0.65,0.72,0.7,0.71,0.7,1.91,2.41,1.74,1.66,1.29,3.2,1.75,0.83,0.81,1.09,1.9,1.24,0.99,1.14,2.32,0.8,0.84,0.91
