,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
3,0.08,0.06,0.07,0.07,0.07,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.07,0.14,0.09,0.0871,0.0877,0.08,0.07,0.07,0.07,0.07,0.07,0.07
369,0.1,0.1241,0.1175,0.1,0.08,0.1,0.11,0.09,0.09,0.1,0.11,0.07,0.09,0.1,0.09,0.13,0.07,0.08,0.1,0.1,0.1,0.1,0.07,0.11
1076,0.17,0.14,0.16,0.12,0.07,0.0569,0.0326,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0
2348,1.39,0.91,0.38,0.16,0.19,0.07,0.04,0.24,0.84,1.61,0.56,0.27,0.61,0.77,0.4242,0.3669,0.05,0.49,0.46,0.4185,0.5104,0.35,0.69,0.64
3080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4153,0.23,0.23,0.11,0.25,0.27,0.11,0.38,0.14,0.4,0.13,0.03,0.03,0.06,0.02,0.02,0.06,0.03,0.03,0.02,1.33,0.57,0.36,0.85,0.76
4519,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.11,0.05,0.04,0.2,0.21,0.09,0.04,0.05,0.09,0.08,0.15,0.14,0.11,0.09,0.1,0.03
4885,0.18,0.08,0.05,0.07,0.04,0.07,0.03,0.07,0.04,0.07,0.11,0.29,0.19,0.16,0.14,0.2,0.65,0.26,0.29,0.36,0.37,0.33,0.5,0.32
5243,0.09,0.1,0.09,0.11,0.08,0.11,0.09,0.1,0.08,0.09,0.09,0.06,0.08,0.07,0.09,0.06,0.09,0.06,0.09,0.07,0.11,0.1468,0.1624,0.21
5608,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.01
5974,0.11,0.1,0.12,0.1,0.1,0.1,0.12,0.1,0.09,0.11,0.23,0.14,0.15,0.17,0.14,0.16,0.14,0.16,0.14,0.14,0.15,0.25,0.29,0.13
6340,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.03,0.05,0.07,0.08,0.07,0.07,0.03,0.04,0.03,0.06,0.25,0.08,0.07,0.08,0.16,0.06,0.03
6706,1.0,0.5,0.22,1.77,1.7,1.69,0.8,0.12,0.7,0.44,0.38,0.42,0.1,0.16,0.55,0.92,1.46,1.1,0.13,1.56,2.26,0.82,2.21,0.77
7070,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.018
