,1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61,65,69,73,77,81,85,89,93
10,0.28,0.85,0.13,0.15,0.1,0.07,0.08,0.07,0.07,0.08,0.44,0.48,0.25,0.3,0.16,0.4,0.32,0.37,0.36,0.19,0.57,0.25,0.89,0.21
376,0.875,0.52,0.46,0.52,0.47,0.45,0.55,0.48,1.15,1.23,0.92,1.06,0.22,0.14,1.28,1.12,1.58,0.52,0.13,1.36,1.16,1.32,2.06,1.06
1083,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0
2355,0.77,0.23,0.08,0.05,0.24,0.05,0.03,0.06,0.27,0.33,0.48,0.39,0.46,0.07,0.07,0.09,0.2,0.04,0.04,0.09,0.5,0.97,0.4,0.13
3087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4160,0.38,0.2,0.21,0.14,0.22,0.26,0.13,0.34,0.27,0.16,0.14,0.17,0.12,0.07,0.11,0.07,0.1,0.09,0.07,0.11,0.07,1.31,2.76,2.27
4526,0.03,0.04,0.04,0.04,0.07,0.05,0.05,0.18,0.1,0.09,0.08,0.04,0.03,0.04,0.02,0.04,0.03,0.13,0.42,0.35,0.1587,0.09,0.08,0.04
4892,0.29,0.12,0.06,0.05,0.06,0.05,0.06,0.04,0.09,0.1,0.11,0.23,0.16,0.17,0.18,0.25,0.2,0.17,0.21,0.36,0.18,0.24,0.21,0.17
5250,0.14,0.07,0.12,0.09,0.11,0.1,0.11,0.09,0.13,0.16,0.1102,0.1081,0.09,0.06,0.08,0.06,0.09,0.07,0.08,0.09,0.72,0.37,0.21,0.21
5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
5981,0.18,0.14,0.11,0.1,0.1,0.12,0.11,0.1,0.12,0.1,0.22,0.2,0.36,0.13,0.14,0.16,0.14,0.15,0.87,0.63,0.36,0.4179,0.2886,0.1
6347,0.0347,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.06,0.08,0.07,0.28,0.08,0.03,0.05,0.07,0.07,0.16,0.09,0.04,0.03,0.03,0.04,0.04
6713,0.17,0.91,2.12,0.29,1.26,0.47,0.67,0.2,0.19,0.31,0.13,1.02,0.58,0.2,0.14,0.42,2.6,2.32,1.68,1.32,2.34,2.01,0.83,0.6
