Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Electricity:Facility [kW](Monthly)
 01/01  01:00:00,5.95839622121,1.73037745281,0.0,0.0,0.2750026812,1.6500160872,7.22771164999,7.20771164999,0.02
 01/01  02:00:00,5.66739326948,1.43937450108,0.0,0.0,0.2750026812,1.6500160872,6.85418155622,6.40109329843,0.453088257792
 01/01  03:00:00,6.02723689475,1.79921812635,0.0,0.0,0.2750026812,1.6500160872,7.84622971402,7.82622971402,0.02
 01/01  04:00:00,5.66739326948,1.43937450108,0.0,0.0,0.2750026812,1.6500160872,7.58687026905,7.13379863491,0.453071634137
 01/01  05:00:00,6.02723689475,1.79921812635,0.0,0.0,0.2750026812,1.6500160872,9.09075535617,8.63766786121,0.453087494958
 01/01  06:00:00,5.66739326948,1.43937450108,0.0,0.0,0.2750026812,1.6500160872,7.83855715391,7.81855715391,0.02
 01/01  07:00:00,6.02723689475,1.79921812635,0.0,0.0,0.2750026812,1.6500160872,9.80401463024,9.35094162178,0.453073008461
 01/01  08:00:00,4.51589326948,1.43937450108,0.0,0.0,0.2750026812,1.6500160872,8.52144260829,8.06835602595,0.453086582345
 01/01  09:00:00,3.72423689475,1.79921812635,0.0,0.0,0.2750026812,1.6500160872,8.85283003839,8.83283003839,0.02
 01/01  10:00:00,3.36439326948,1.43937450108,0.0,0.0,0.2750026812,1.6500160872,6.35454442307,5.90146325172,0.453081171344
 01/01  11:00:00,3.37404264523,1.44902387683,0.0,0.0,0.2750026812,1.6500160872,7.89312969149,7.44004399834,0.45308569315
 01/01  12:00:00,3.08423786987,1.15921910146,0.0,0.0,0.2750026812,1.6500160872,5.16527451597,5.14527451597,0.02
 01/01  13:00:00,3.37404264523,1.44902387683,0.0,0.0,0.2750026812,1.6500160872,5.78258903651,5.32949618812,0.45309284839
 01/01  14:00:00,3.08423786987,1.15921910146,0.0,0.0,0.2750026812,1.6500160872,4.09628457885,3.64318495555,0.4530996233
 01/01  15:00:00,3.37404264523,1.44902387683,0.0,0.0,0.2750026812,1.6500160872,4.67725383221,4.65725383221,0.02
 01/01  16:00:00,3.25933499463,1.33431622622,0.0,0.0,0.2750026812,1.6500160872,4.87794287937,4.42486182821,0.453081051163
 01/01  17:00:00,5.18953137818,1.72917927645,0.0,0.0,0.2750026812,1.6500160872,8.02850800216,7.57542194601,0.453086056148
 01/01  18:00:00,5.73743211939,1.50941335098,0.0,0.0,0.2750026812,1.6500160872,6.30011384265,6.28011384265,0.02
 01/01  19:00:00,5.95719804485,1.72917927645,0.0,0.0,0.2750026812,1.6500160872,8.32224606467,7.8691603848,0.453085679866
 01/01  20:00:00,5.73743211939,1.50941335098,0.0,0.0,0.2750026812,1.6500160872,7.3154838144,6.86242882958,0.453054984817
 01/01  21:00:00,5.95719804485,1.72917927645,0.0,0.0,0.2750026812,1.6500160872,8.23151690788,8.21151690788,0.02
 01/01  22:00:00,5.73743211939,1.50941335098,0.0,0.0,0.2750026812,1.6500160872,7.69608158016,7.24298917947,0.453092400693
 01/01  23:00:00,5.95719804485,1.72917927645,0.0,0.0,0.2750026812,1.6500160872,8.86910881871,8.41601713461,0.453091684108
 01/01  24:00:00,5.73743211939,1.50941335098,0.0,0.0,0.2750026812,1.6500160872,7.41440159224,7.39440159224,0.02
 01/02  01:00:00,6.50720340725,1.72917927645,0.0,0.0,0.2750026812,2.2000214496,8.68287913046,8.22979453602,0.453084594431
 01/02  02:00:00,6.28743748179,1.50941335098,0.0,0.0,0.2750026812,2.2000214496,7.73578550052,7.28269164666,0.453093853852
 01/02  03:00:00,6.50720340725,1.72917927645,0.0,0.0,0.2750026812,2.2000214496,8.43848689206,8.41848689206,0.02
 01/02  04:00:00,6.28743748179,1.50941335098,0.0,0.0,0.2750026812,2.2000214496,8.2784449073,7.82535144663,0.453093460667
 01/02  05:00:00,6.50720340725,1.72917927645,0.0,0.0,0.2750026812,2.2000214496,9.59742285876,9.14432978772,0.453093071035
 01/02  06:00:00,6.56244016299,1.50941335098,0.0,0.0,0.5500053624,2.2000214496,8.38891080356,8.36891080356,0.02
 01/02  07:00:00,7.21208856362,2.15906175162,0.0,0.0,0.5500053624,2.2000214496,37.5287621337,37.0756641486,0.453097985071
 01/02  08:00:00,7.16059928842,2.15906175162,0.0,0.0,1.6500160872,2.2000214496,39.6336247978,39.1805419681,0.453082829748
 01/02  09:00:00,12.0591582748,2.15906175162,0.0,0.0,4.9500482616,4.9500482616,27.003221936,26.5500630416,0.453158894479
 01/02  10:00:00,12.0591582748,2.15906175162,0.0,0.0,4.9500482616,4.9500482616,20.8568561978,20.4036837164,0.453172481482
 01/02  11:00:00,12.0591582748,2.15906175162,0.0,0.0,4.9500482616,4.9500482616,17.1627936685,16.7096251756,0.453168492911
 01/02  12:00:00,12.0591582748,2.15906175162,0.0,0.0,4.9500482616,4.9500482616,15.4189891771,14.5326367189,0.886352458139
 01/02  13:00:00,11.5091529124,2.15906175162,0.0,0.0,4.9500482616,4.4000428992,14.8056754812,14.3524595368,0.453215944363
 01/02  14:00:00,12.0591582748,2.15906175162,0.0,0.0,4.9500482616,4.9500482616,11.3279835124,10.87479967,0.453183842401
